region_i,region_j,deltaE00,deltaE76
gamut_004_mymyy,gamut_045_mmcmmm,37.0470374007649,63.43075003154804
gamut_004_mymyy,gamut_046_m,33.576592299804446,57.75138274679347
gamut_004_mymyy,gamut_047_cmym,18.541295830953846,32.99084858278944
gamut_004_mymyy,gamut_048_cmmym,24.742566425942442,38.57295596436498
gamut_004_mymyy,gamut_049_cmmmym,27.42584741723284,41.7545251540597
gamut_004_mymyy,gamut_050_mmmymm,24.50782087468787,36.89968915704749
gamut_004_mymyy,gamut_051_mmmym,22.512098287915776,33.40026429250925
gamut_004_mymyy,gamut_052_mmmy,18.194050421343768,26.24665253255259
gamut_004_mymyy,gamut_053_mmy,13.018226331733684,18.50248820392967
gamut_004_mymyy,gamut_054_cmymym,14.069869976406464,26.236239207671538
gamut_004_mymyy,gamut_055_mmymy,8.930842191002743,12.608967809592313
gamut_005_myy,gamut_006_cymymy,15.06704142072713,23.12119979598134
gamut_005_myy,gamut_007_myyy,4.517664742950341,6.453805204943926
gamut_005_myy,gamut_008_ymyyy,7.889844016603621,11.268490313615917
gamut_005_myy,gamut_009_yymyyy,11.660272283692514,16.70454300234987
gamut_005_myy,gamut_010_y,33.72580394067443,52.98099432852436
gamut_005_myy,gamut_011_cymy,21.668247363756407,30.719325579908883
gamut_005_myy,gamut_012_cymyy,21.864525513462205,29.880016635220073
gamut_005_myy,gamut_013_cymyyy,22.061676577754262,29.840800855281792
gamut_005_myy,gamut_014_yycyyy,34.066663550970276,51.17798006358341
gamut_005_myy,gamut_015_ycyyy,34.449637352138915,51.44777541712607
gamut_005_myy,gamut_016_cyyy,35.00963413308474,51.83251797571415
gamut_005_myy,gamut_017_cyy,35.97344375640666,52.96287444923425
gamut_005_myy,gamut_018_cycymy,27.60541635119033,37.61876074517758
gamut_005_myy,gamut_019_cycyy,36.80355756123668,53.981574809094056
gamut_005_myy,gamut_020_cy,37.44682587465688,54.46690779039002
gamut_005_myy,gamut_021_cmycy,27.627264646042303,39.07530084382712
gamut_005_myy,gamut_022_ccycy,37.6223026995301,54.365165122783296
gamut_005_myy,gamut_023_ccy,37.354472647387716,54.308746445796444
gamut_005_myy,gamut_024_cmcycy,31.088436145998436,44.94129556598738
gamut_005_myy,gamut_025_cccy,36.77851119310404,55.50544742199224
gamut_005_myy,gamut_026_cccyc,35.88611050423865,58.00673919749706
gamut_005_myy,gamut_027_cccycc,35.78753763235681,59.649563279120706
gamut_005_myy,gamut_028_c,43.908567015815336,88.48642229338236
gamut_005_myy,gamut_029_cmcy,28.625178219115103,45.17903398993232
gamut_005_myy,gamut_030_ccmcy,30.689478439097932,51.96628726738837
