image,target_name,n_regions_expected,n_regions_measured,preset,max_height,max_run,distinct_lte,median_deltaE00_to_expected,mean_deltaE00_to_expected,p90_deltaE00_to_expected,median_within_region_deltaE00,p90_within_region_deltaE00,expected_ab_hull_area,measured_ab_hull_area,measured_to_expected_ab_hull_ratio,mean_nearest_neighbor_deltaE76,median_nearest_neighbor_deltaE76,min_pairwise_deltaE00,median_pairwise_deltaE00,effective_color_components_deltaE00_lt_2p3,effective_color_components_deltaE00_lt_5p0,effective_color_components_deltaE00_lt_10p0
image_analysis/inputs/example_gamut.png,full_example_manual,55,55,normal,6,3,3,19.065541393041524,17.857429740078505,25.35903353767632,1.3259837692120495,2.8968570346671996,8861.054509000602,5486.729175217178,0.6191959624719655,6.00253890784186,5.1547674397024,0.9707784536905554,29.430635672290727,44,24,3
