image,target_name,n_regions_expected,n_regions_measured,preset,max_height,max_run,distinct_lte,median_deltaE00_to_expected,mean_deltaE00_to_expected,p90_deltaE00_to_expected,median_within_region_deltaE00,p90_within_region_deltaE00,expected_ab_hull_area,measured_ab_hull_area,measured_to_expected_ab_hull_ratio,mean_nearest_neighbor_deltaE76,median_nearest_neighbor_deltaE76,min_pairwise_deltaE00,median_pairwise_deltaE00,effective_color_components_deltaE00_lt_2p3,effective_color_components_deltaE00_lt_5p0,effective_color_components_deltaE00_lt_10p0
image_analysis/inputs/simple_example.png,simple_example_manual,30,30,simple,6,2,2,21.355872257266824,19.896487818802484,26.51714716721936,0.7927268570081445,1.690655994358469,8836.770648116128,4860.970659653973,0.5500845108716567,6.0014554482425995,3.905432950142499,0.8368303517663508,34.88651840502164,22,10,6
