target_name,region_index,label,stack_token,fC,fM,fY,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma
simple_example_manual,21,gamut_021_cm,cm,0.5,0.5,0.0,0.5,0.0,#7e70b9,0.49411764705882355,0.4392156862745098,0.7254901960784313,51.29732537689088,22.192773865570615,-36.6472398512226,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,simple,12000,149034,63104,53714,52664,53714,1.0,0.65,0.65,8,98.0,1.7673612533044767,1050,0.019547976319022973,#50407f,0.3137255,0.2509804,0.49803922,31.648345164278254,22.82714611294051,-33.84555997162313,31.56741886246964,22.910709314708082,-33.61741827101423,17.749982800016753,19.8578513865833,0.6212251182314101,1.1489056685292962,0.4114286562414396,303.99770509865584,40.82401902623348
simple_example_manual,22,gamut_022_cmcmm,cmcmm,0.4,0.6,0.0,0.6,0.0,#8c5fb2,0.5490196078431373,0.37254901960784315,0.6980392156862745,48.227853537804535,34.47023920646486,-37.32564454758596,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,simple,12000,106953,45378,37130,36388,37130,1.0,0.65,0.65,8,98.0,1.9727596154467384,742,0.019983840560193915,#583e7e,0.34509805,0.24313726,0.49411765,31.7562872916317,26.149583951078608,-32.44650265041587,31.769725609531772,26.14150049638259,-32.467929619107274,14.876872953884934,19.088002099061274,0.5428345297685464,1.222166466205439,0.4032746281674532,308.8663551966082,41.67224826017853
simple_example_manual,23,gamut_023_cmm,cmm,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,#9553ad,0.5843137254901961,0.3254901960784314,0.6784313725490196,46.43717552780805,42.58465688514468,-37.152504170448154,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,simple,12000,77618,32922,26084,25577,26084,1.0,0.65,0.65,8,98.0,1.5272195567583393,507,0.019437202882993405,#5c3b7a,0.36078432,0.23137255,0.47843137,31.482688301226055,28.038057302059688,-30.868100858461133,31.354432499172653,27.908885570947824,-30.82869936160201,14.103377440006081,21.788390776473744,0.6342325836232705,1.043588374137995,0.2714001796512844,312.2494392136195,41.700986893378335
simple_example_manual,24,gamut_024_mcmm,mcmm,0.25,0.75,0.0,0.75,0.0,#a044a7,0.6274509803921569,0.26666666666666666,0.6549019607843137,44.800029665938034,51.92297921655648,-36.09631750039897,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,simple,12000,53922,22914,17386,17073,17386,1.0,0.65,0.65,8,98.0,1.451895718831457,313,0.01800299091222823,#633875,0.3882353,0.21960784,0.45882353,31.23086941097244,30.57030749776521,-27.59729267066945,31.193520705417146,30.703293620095124,-27.6153362693859,13.761883003611851,26.688801445770572,0.4601664710538476,0.9232870296716307,0.2897563391397848,317.9259089792751,41.1843934428869
simple_example_manual,25,gamut_025_mmcmm,mmcmm,0.2,0.8,0.0,0.8,0.0,#a73ca4,0.6549019607843137,0.23529411764705882,0.6431372549019608,44.4176754796398,56.71421828170675,-34.84717030635769,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,simple,12000,63699,26844,20868,20451,20868,1.0,0.65,0.65,8,98.0,1.0904427237600078,417,0.01998274870615296,#6c3575,0.42352942,0.20784314,0.45882353,31.850542374702243,34.55960477460654,-26.40444956424357,31.84377337351406,34.51070891928591,-26.266232916295674,12.933248468905568,26.833547429580168,0.42582196287680074,0.7634785983783346,0.21310464548139216,322.61921824972467,43.49208248598462
simple_example_manual,26,gamut_026_m,m,0.0,1.0,0.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,simple,8914,31429,13281,9081,8914,9081,1.0,0.65,0.65,8,98.0,1.157425220480099,167,0.018390045149212643,#983071,0.59607846,0.1882353,0.44313726,37.84128805783735,49.811406768454944,-14.234053529915624,37.933581824570915,49.934162469381135,-14.290396688595006,9.034510845607342,25.285573880674097,0.35320960759131126,0.7725654105731533,0.24384418890914597,344.05224006793895,51.805255757934276
simple_example_manual,27,gamut_027_mmymm,mmymm,0.0,0.8,0.2,0.9,0.17320508075688773,#cf4078,0.8117647058823529,0.25098039215686274,0.47058823529411764,49.84848124885772,60.188269024954224,0.4786347756794429,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,simple,12000,63840,26935,19827,19430,19827,1.0,0.65,0.65,8,98.0,5.016309636208082,397,0.020023200685933322,#9a4357,0.6039216,0.2627451,0.34117648,40.52675098065355,38.0978060070431,5.841892443653762,40.632422296493004,38.05142802411447,5.905887413248934,11.689479522676626,24.56924387017106,1.612396734148005,3.3220294529606966,1.0413567788610538,8.717793237477508,38.543099640188615
simple_example_manual,28,gamut_028_mmym,mmym,0.0,0.75,0.25,0.875,0.21650635094610965,#d24a70,0.8235294117647058,0.2901960784313726,0.4392156862745098,51.57960032045129,56.37809473471766,7.85956369537153,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,simple,12000,53871,22841,16052,15730,16052,1.0,0.65,0.65,8,98.0,3.6764869553151436,322,0.020059805631696986,#9b4952,0.60784316,0.28627452,0.32156864,41.75881175462773,35.44736795298981,11.04473341024324,41.68088026707601,35.336226346360256,10.99275336010781,12.221834391685976,23.338562890171417,1.0263969717636545,2.2598868379357753,0.746691749914366,17.306052260602485,37.128183781300045
simple_example_manual,29,gamut_029_mmy,mmy,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333333,0.28867513459481287,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,simple,12000,77460,32773,24337,23854,24337,1.0,0.65,0.65,8,98.0,2.31660363837389,483,0.019846324526441222,#9d504b,0.6156863,0.3137255,0.29411766,43.342686788648756,31.368366178694874,17.667060385484334,43.37312770324833,31.39964932790826,17.6166656553329,13.419672893934662,21.596237300965633,0.8042958862348841,1.4503211662388524,0.4357205156925138,29.38876139884013,36.00138079831159
simple_example_manual,30,gamut_030_mmymy,mmymy,0.0,0.6,0.4,0.8,0.34641016151377546,#db685a,0.8588235294117647,0.40784313725490196,0.35294117647058826,57.754183854481255,43.898425701771274,29.352331819167688,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,simple,12000,106244,45026,34798,34104,34798,1.0,0.65,0.65,8,98.0,2.6319687431041565,694,0.0199436749238462,#a15648,0.6313726,0.3372549,0.28235295,45.21023649230266,29.574825004563877,21.536308857559405,45.201545540686894,29.490412733720436,21.487913957889532,13.624896477967527,20.581699815480142,0.923122323242748,1.7988487131645954,0.5058339023858457,36.0620075291269,36.58528219460345
