region_i,region_j,deltaE00,deltaE76
gamut_008_ycyy,gamut_019_ccm,54.368618088661755,96.93043990913594
gamut_008_ycyy,gamut_020_ccmcm,54.23249761019608,97.02096888194038
gamut_008_ycyy,gamut_021_cm,53.590370161734675,96.49062800779751
gamut_008_ycyy,gamut_022_cmcmm,65.77567552447667,97.23495170170621
gamut_008_ycyy,gamut_023_cmm,66.1616506156793,97.20249729557644
gamut_008_ycyy,gamut_024_mcmm,66.30828517654066,96.37947049223429
gamut_008_ycyy,gamut_025_mmcmm,67.3316982832573,97.93454921976394
gamut_008_ycyy,gamut_026_m,68.16207415720167,99.98849640199263
gamut_008_ycyy,gamut_027_mmymm,56.85013528663324,79.22289690103909
gamut_008_ycyy,gamut_028_mmym,53.55369786183715,74.33039143879809
gamut_008_ycyy,gamut_029_mmy,48.75381247948366,67.706781916122
gamut_008_ycyy,gamut_030_mmymy,46.03024519166661,64.35209415770737
gamut_009_cyy,gamut_010_cycyy,0.8368303517663508,1.9442701112579623
gamut_009_cyy,gamut_011_cy,2.997951711705962,7.099722418066177
gamut_009_cyy,gamut_012_ccycy,7.474187570140949,17.558817151418268
gamut_009_cyy,gamut_013_ccy,10.780442479958856,24.339830503286816
gamut_009_cyy,gamut_014_ccyc,17.833575827455075,37.0903518562997
gamut_009_cyy,gamut_015_ccycc,23.805630533517405,45.709570244454284
gamut_009_cyy,gamut_016_c,53.07821831003939,97.01360961805345
gamut_009_cyy,gamut_017_ccmcc,52.81475153538233,95.81629855883406
gamut_009_cyy,gamut_018_ccmc,53.021074849395795,95.87615390342793
gamut_009_cyy,gamut_019_ccm,52.3496806881356,93.86389457765179
gamut_009_cyy,gamut_020_ccmcm,52.23256890336936,93.98072624724776
gamut_009_cyy,gamut_021_cm,51.651799811575394,93.51558310653068
gamut_009_cyy,gamut_022_cmcmm,64.48136415887073,94.35685665102174
gamut_009_cyy,gamut_023_cmm,64.87357885553419,94.3871679703244
gamut_009_cyy,gamut_024_mcmm,65.0379996527599,93.67135575147324
gamut_009_cyy,gamut_025_mmcmm,66.1061508817524,95.35033663156742
gamut_009_cyy,gamut_026_m,67.28674931648294,98.10378237942429
gamut_009_cyy,gamut_027_mmymm,56.27411014961334,77.73135624289425
gamut_009_cyy,gamut_028_mmym,53.092305090075,73.00387091808084
gamut_009_cyy,gamut_029_mmy,48.43454943669542,66.61288821395108
gamut_009_cyy,gamut_030_mmymy,45.841350833876376,63.458931396913485
gamut_010_cycyy,gamut_011_cy,2.181852468527447,5.182063719736761
gamut_010_cycyy,gamut_012_ccycy,6.71464316518748,15.719382685893974
gamut_010_cycyy,gamut_013_ccy,10.058709746340822,22.536749761320618
gamut_010_cycyy,gamut_014_ccyc,17.176152063694406,35.329872523195824
