region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_k,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,ykm_two_color_021_ym,ykm,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9397,31984,13673,9586,9397,9586,1.0,0.65,0.65,8,98.0,5.063358240860144,189,0.01971625286876695,#ed8a80,0.92941177,0.5411765,0.5019608,67.91801451282137,36.34335521010973,22.89181590976501,67.92841037539269,36.36724696682832,22.697210302720286,12.161110016754014,21.280854487836727,2.409635444797152,3.9662199124646986,1.0752804203442365,32.20585123189943,42.9520046514104,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
22,ykm_two_color_022_ymymm,ykm,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6141,23210,9827,6266,6141,6266,1.0,0.65,0.65,8,98.0,9.384387633233326,125,0.01994893073731248,#ea8688,0.91764706,0.5254902,0.53333336,66.84131031498096,38.12603140361276,17.666935153435425,66.89699597097454,38.65358237404692,15.934585851522131,9.646730971065145,15.867278902126012,3.8088934793045044,8.383317372849517,2.5041845543898056,24.86218016042875,42.02041013965664,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
23,ykm_two_color_023_ymm,ykm,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4162,16783,7167,4246,4162,4246,1.0,0.65,0.65,8,98.0,9.571298327707584,84,0.019783325482807347,#e9818c,0.9137255,0.5058824,0.54901963,65.53263005088616,40.56723150049843,12.11548708552922,65.87441951063829,40.67080322831319,11.91775723708661,10.240739018495049,15.818894346681985,3.873335182357462,6.652295357026978,2.017041337448727,16.62836337380196,42.33775264388342,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
24,ykm_two_color_024_mymm,ykm,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2612,11704,5008,2665,2612,2665,1.0,0.65,0.65,8,98.0,12.97838941371095,53,0.019887429643527205,#e67992,0.9019608,0.4745098,0.57254905,63.72954937367528,44.52454761034363,6.692848945687113,64.86271302962892,42.94427147801507,7.652023445376928,11.535737013040695,16.827745004616176,4.630420869118123,10.78925018941657,3.2748537282590107,8.548593970349202,45.02476615059252,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
25,ykm_two_color_025_mmymm,ykm,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3216,13812,5835,3281,3216,3281,1.0,0.65,0.65,8,98.0,16.24693100411581,65,0.019811033221578785,#e67499,0.9019608,0.45490196,0.6,62.92870066365201,48.121114623921656,-0.27350953928698685,63.9074132479711,46.14853300683774,2.6158138099824155,12.536584951882753,17.60538318264602,3.4421538686605957,11.368684320486473,3.9597424449490055,359.67434724586025,48.12189190084579,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
26,ykm_two_color_026_m,ykm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1164,6898,2932,1187,1164,1187,1.0,0.65,0.65,8,98.0,1.8493134750341045,23,0.019376579612468407,#e567ac,0.8980392,0.40392157,0.6745098,61.0528449021339,56.481233387529585,-12.844449390824497,61.116320971693575,56.379670633462474,-12.917012258878307,16.63475193742986,25.244669836563894,0.4038509623200534,1.1093394844370201,0.35829068683330834,347.18820505415243,57.92330796087218,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
27,ykm_two_color_027_mmkmm,ykm,two_color,mmymm,mmkmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#a0187c,0.6274509803921567,0.09411764705882353,0.4862745098039216,37.08540498115857,60.75459110192846,-22.053769184463256,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2772,13760,5829,2829,2772,2829,1.0,0.65,0.65,8,98.0,20.75996984587723,57,0.02014846235418876,#a65d97,0.6509804,0.3647059,0.5921569,49.78372148354961,37.92967653958229,-18.803016749569892,45.80317742580165,34.493732027540275,-16.910604078490657,13.724394966802153,26.320930039918125,4.721708762099075,19.200339759825606,6.292266405978807,333.63083772860784,42.33454619199248,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
28,ykm_two_color_028_mmkm,ykm,two_color,mmym,mmkm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#971876,0.5931372549019607,0.09313725490196079,0.4607843137254902,35.091445505123374,57.975459492816825,-21.202984000335167,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2056,11623,5000,2095,2056,2095,1.0,0.65,0.65,8,98.0,16.590388978849195,39,0.018615751789976133,#8a5585,0.5411765,0.33333334,0.52156866,43.69796089465907,29.29853681824346,-16.876212138971013,41.146189532505154,28.22877111355252,-15.383069223407364,12.272833927151941,30.251594271609346,6.222286070141997,14.53887725393044,4.549961701641891,330.0576831284992,33.81140038285194,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
29,ykm_two_color_029_mmk,ykm,two_color,mmy,mmk,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#89176b,0.5359477124183006,0.09150326797385622,0.41830065359477125,31.743751639240692,53.2149515234337,-19.734675168000603,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3325,16688,7048,3391,3325,3391,1.0,0.65,0.65,8,98.0,12.042511326852809,66,0.019463285166617515,#744f71,0.45490196,0.30980393,0.44313726,38.894134519518026,21.807675633709444,-13.153415120014934,37.68723193600414,21.381767842175517,-13.079152429706312,13.074747376674166,32.87640396951939,6.853927564650608,10.865687756871335,3.273474266651632,328.903498108694,25.467372182157348,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
30,ykm_two_color_030_mmkmk,ykm,two_color,mmymy,mmkmk,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#7d1762,0.4901960784313725,0.09019607843137255,0.3843137254901961,29.045595891041245,49.26967652924896,-18.504774230581546,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5207,23069,9815,5310,5207,5310,1.0,0.65,0.65,8,98.0,14.639609550103994,103,0.019397363465160074,#614761,0.38039216,0.2784314,0.38039216,33.801177740057724,15.37521799716024,-10.796182963561552,35.54780539664826,18.2169244445735,-11.498289171320115,14.37163792328246,35.08378909451135,5.836183160572709,13.425336793034429,4.084233445094608,324.9242059781387,18.78709384239342,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4599ykm.tif,DSC_4599ykm.tif,DSC_4599,ykm,capture_number,4599,y,k,m,CMY+neutral,two_color__ykm__DSC_4599ykm,0.5442999697611128
