region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_y,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,cym_two_color_011_cy,cym,two_color,cy,cy,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.4999999999999999, 0.3464101615137758], [0.2750000000000002, 0.47631397208144144], [0.22500000000000003, 0.3897114317029974], [0.45, 0.25980762113533157], [0.45, 0.25980762113533157], [0.5, 0.28867513459481287], [0.5, 0.34641016151377524]]",6,2,2,two_color,8395,32471,13742,8565,8395,8565,1.0,0.65,0.65,8,98.0,3.1805520858801586,170,0.0198482194979568,#87c27f,0.5294118,0.7607843,0.49803922,72.93474423656536,-32.103169268394346,27.880994520337875,72.96674129745129,-32.07290915265368,27.806517296512208,7.743178577151671,17.840023902301652,1.4288031860888755,2.31202170872154,0.5931437284504688,139.02630366497215,42.520152075437004,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
12,cym_two_color_012_ccycy,cym,two_color,ccycy,ccycy,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.36666666666666653, 0.21169509870286277], [0.36666666666666714, 0.21169509870286302], [0.45, 0.25980762113533157], [0.225, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,2,2,two_color,5197,23193,9838,5304,5197,5304,1.0,0.65,0.65,8,98.0,10.030543968428567,107,0.02017345399698341,#7fbd8b,0.49803922,0.7411765,0.54509807,71.52393115587081,-30.40556726142135,19.88113564537106,71.70591526118321,-30.10116533218967,17.839409970031856,6.765636915816498,14.917810667249022,2.952932105917047,8.167870183667567,2.5688041118248868,146.82073270557697,36.32847471389986,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
13,cym_two_color_013_ccy,cym,two_color,ccy,ccy,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.29166666666666674, 0.16839382851364088], [0.29166666666666674, 0.16839382851364088], [0.3666666666666666, 0.21169509870286274], [0.18333333333333332, 0.3175426480542941], [0.14583333333333337, 0.2525907427704613]]",6,2,2,two_color,3435,16911,7208,3506,3435,3506,1.0,0.65,0.65,8,98.0,7.039877047531826,71,0.020250998288648032,#76b999,0.4627451,0.7254902,0.6,70.11820134101164,-28.32253852965233,11.006014038617584,70.5859627348035,-28.64644210755029,10.910304140913956,8.010580632618538,16.81631271681747,3.888712312809055,6.121652857647575,1.6594229908379539,158.7640923046215,30.385827844274512,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
14,cym_two_color_014_ccyc,cym,two_color,ccyc,ccyc,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.22499999999999984, 0.12990381056766567], [0.2916666666666667, 0.16839382851364085], [0.14583333333333337, 0.2525907427704613], [0.11250000000000002, 0.1948557158514987], [0.22500000000000003, 0.12990381056766576]]",6,2,2,two_color,2029,11834,4987,2068,2029,2068,1.0,0.65,0.65,8,98.0,12.084193823275951,39,0.018858800773694392,#6ab4a9,0.41568628,0.7058824,0.6627451,68.41093994608102,-25.01480121505556,0.17411779538161198,69.44997883198215,-25.685286945838186,1.7618455364454622,10.211548597474112,19.14783001984941,6.724554819124488,11.388535037279242,3.120320315877854,179.60119396444043,25.015407189078765,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
15,cym_two_color_015_ccycc,cym,two_color,ccycc,ccycc,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.22499999999999995, 0.12990381056766578], [0.11249999999999999, 0.19485571585149866], [0.04999999999999999, 0.08660254037844385], [0.1, 0.05773502691896256]]",6,2,2,two_color,2768,13928,5838,2825,2768,2825,1.0,0.65,0.65,8,98.0,18.672612635065846,57,0.020176991150442476,#69b1b8,0.4117647,0.69411767,0.72156864,68.03341000473873,-20.836631169439677,-10.026424407097167,68.55490312334425,-21.821590669975265,-6.304460710635016,14.511622680974243,23.80841747911681,6.882614674420256,16.478954940945524,4.95673777260345,205.6964969577243,23.123459621832087,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
16,cym_two_color_016_c,cym,two_color,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.1, 0.057735026918962574], [0.05, 0.08660254037844387], [0.0, 0.0], [0.10000000000000002, 0.0]]",6,2,2,two_color,1142,6836,2910,1166,1142,1166,1.0,0.65,0.65,8,98.0,1.7642512337196483,24,0.02058319039451115,#6a9fe1,0.41568628,0.62352943,0.88235295,64.404252211271,0.8167495966753813,-38.36145827039892,64.46180278238356,0.8218338243201863,-38.57843508199855,20.9002662473433,37.176173802343854,0.5766032139748825,1.263751377005283,0.41386244547569384,271.21969387733645,38.37015194829475,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
17,cym_two_color_017_ccmcc,cym,two_color,ccmcc,ccmcc,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#55a5ce,0.3349019607843137,0.6470588235294118,0.807843137254902,64.41427157262386,-12.44504966424509,-28.289394293942706,"[[0.22499999999999998, 0.12990381056766578], [0.22499999999999992, 0.12990381056766576], [0.1, 0.05773502691896257], [0.10000000000000002, 0.0], [0.22499999999999998, 0.0]]",6,2,2,two_color,3253,13940,5876,3320,3253,3320,1.0,0.65,0.65,8,98.0,12.20219741373197,67,0.020180722891566263,#708dcc,0.4392157,0.5529412,0.8,58.601380422108164,5.514342576802889,-36.54641267099941,58.16960226957338,8.60610247460722,-36.6547002375817,12.446413262086976,20.60358768939551,3.50379598054906,10.986343810803687,3.376898191773597,278.5804069985581,36.96009000494083,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
18,cym_two_color_018_ccmc,cym,two_color,ccmc,ccmc,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#5c9ccb,0.36176470588235293,0.6127450980392157,0.7941176470588236,62.02760964894165,-7.296634181354344,-30.004299401504532,"[[0.29166666666666663, 0.16839382851364085], [0.29166666666666674, 0.16839382851364088], [0.22499999999999992, 0.12990381056766573], [0.22499999999999995, 0.12990381056766576], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,2,2,two_color,2651,11715,5053,2706,2651,2706,1.0,0.65,0.65,8,98.0,9.334413497590836,55,0.02032520325203252,#7186c8,0.44313726,0.5254902,0.78431374,56.96608488960349,9.13932430473957,-36.486076395836456,56.86075901461096,10.897985136585776,-36.48493956007104,11.178134260267703,18.37860705413352,4.237777075104935,8.438208969108706,2.3855290725517184,284.062556060006,37.61330907418301,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
19,cym_two_color_019_ccm,cym,two_color,ccm,ccm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#688ec5,0.40653594771241824,0.5555555555555556,0.7712418300653595,58.21165026866812,1.8861516758218455,-32.60539208245304,"[[0.3666666666666667, 0.2116950987028628], [0.36666666666666675, 0.2116950987028628], [0.29166666666666674, 0.16839382851364085], [0.2916666666666667, 0.16839382851364082], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,2,2,two_color,4151,16870,7157,4234,4151,4234,1.0,0.65,0.65,8,98.0,7.190826196405641,83,0.019603212092583845,#7a7dc2,0.47843137,0.49019608,0.7607843,55.01891288426437,14.09945100527854,-36.04862558758393,55.01950809257902,15.167176369856533,-36.0346875629803,8.129967430882997,13.084880950453186,4.278654961174894,6.320896276684175,1.5853320530413988,291.3616170597898,38.70785353651195,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
20,cym_two_color_020_ccmcm,cym,two_color,ccmcm,ccmcm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#7182c0,0.4423529411764706,0.5098039215686275,0.7529411764705883,55.346614328532084,9.718729906051603,-34.38506179838539,"[[0.44999999999999996, 0.25980762113533157], [0.4500000000000001, 0.2598076211353316], [0.3666666666666665, 0.21169509870286266], [0.36666666666666675, 0.21169509870286288], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,2,2,two_color,6211,23394,9901,6338,6211,6338,1.0,0.65,0.65,8,98.0,9.960158150921073,127,0.02003786683496371,#8077bd,0.5019608,0.46666667,0.7411765,53.45645351362309,19.304857208353177,-35.54856052909796,53.75033868876221,18.45225017505306,-35.59717591552319,6.427462698482653,9.83972935900774,3.801529756703685,7.614759025128837,2.345515515943109,298.5044358314506,40.452165177229354,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
21,cym_two_color_021_cm,cym,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9485,32538,13783,9678,9485,9678,1.0,0.65,0.65,8,98.0,6.10285293284416,193,0.019942136805125025,#8570b8,0.52156866,0.4392157,0.72156864,52.1716371163281,23.71301593845243,-34.81005277075868,52.0404937037731,23.633712197431485,-34.783521906868664,1.888907015071684,2.3988255691298166,2.349272736409669,4.108721664460953,1.1993078361475933,304.26314972474506,42.11943611683688,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
22,cym_two_color_022_cmcmm,cym,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6218,23218,9905,6345,6218,6345,1.0,0.65,0.65,8,98.0,7.624661895176561,127,0.020015760441292357,#8d6cb4,0.5529412,0.42352942,0.7058824,51.689876352008696,27.387489839789918,-32.71503948281802,51.68167028586678,28.915721691240577,-32.6902852129563,4.485048766988461,9.151553709628999,3.240732627744919,6.529265099042751,1.9076766476298366,309.9344828247662,42.665541225758965,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
23,cym_two_color_023_cmm,cym,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4238,16939,7245,4323,4238,4323,1.0,0.65,0.65,8,98.0,7.66589380666662,85,0.019662271570668518,#9865af,0.59607846,0.39607844,0.6862745,51.18658836246108,33.64736349196595,-31.29284598309092,51.30845245425092,33.04342269002908,-31.271033256754055,5.65215095313184,11.629887481869286,3.2559998435296524,6.13543576527781,1.7109850627864882,317.0764461826742,45.94983438144182,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4512.tif,cmysimpleDSC_4512.tif,DSC_4512,cmy,filename_prefix,4512,c,y,m,CMY,two_color__cym__cmysimpleDSC_4512,0.5452893062708271
