region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_l,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cly_two_color_021_cy,cly,two_color,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9290,31953,13532,9476,9290,9476,1.0,0.65,0.65,8,98.0,4.07215940516794,186,0.019628535246939638,#9ad18c,0.6039216,0.81960785,0.54901963,78.5488069181086,-30.537881305507,28.77474636237707,78.54970867038013,-30.63395397989141,28.47082559389668,5.817942214233582,16.23818017923327,1.8460568194497762,2.8823651575061535,0.7434884583713587,136.70268044821194,41.9588872927818,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
22,cly_two_color_022_cycyy,cly,two_color,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6032,22958,9664,6153,6032,6153,1.0,0.65,0.65,8,98.0,5.434720360333894,121,0.01966520396554526,#a3d585,0.6392157,0.8352941,0.52156866,80.24566147188506,-30.26766401449743,34.07116259093197,80.08746373915153,-30.41916529267049,35.04858159136266,8.286320327051508,22.69003544831066,2.651066437651043,4.533536344381146,1.261568935497524,131.61680058373827,45.5738478207867,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
23,cly_two_color_023_cyy,cly,two_color,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4156,16670,7144,4241,4156,4241,1.0,0.65,0.65,8,98.0,5.368368552218413,85,0.0200424428200896,#adda7d,0.6784314,0.85490197,0.49019608,81.96321388282436,-29.966853336424514,40.49614699505314,81.43923854538768,-30.0210296808779,40.02043535903435,8.746308792392778,23.98334992656926,2.3648438018392697,4.169875377823406,1.206385363162025,126.50117102280291,50.3780728127995,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
24,cly_two_color_024_ycyy,cly,two_color,mcmm,ycyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2613,11628,4981,2667,2613,2667,1.0,0.65,0.65,8,98.0,7.517348323390469,54,0.020247469066366704,#bbde70,0.73333335,0.87058824,0.4392157,84.04325721826366,-28.195528723656494,49.79312041910702,83.50767656446297,-28.531778106890947,47.26697391403134,8.609069198495924,23.648693941810283,1.967985544119136,6.096233068809117,1.9132372843254826,119.52086030787382,57.221872401016654,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
25,cly_two_color_025_yycyy,cly,two_color,mmcmm,yycyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3240,13640,5855,3302,3240,3302,1.0,0.65,0.65,8,98.0,8.439250515667249,62,0.01877649909145972,#c5e26d,0.77254903,0.8862745,0.42745098,85.59905668343212,-26.906227079850854,53.27634195087412,84.85585550906377,-27.12368266332152,50.80040529327824,9.170313270655713,24.98163506070006,2.0141197511255458,6.716680266692977,2.1426186934970715,116.79521041832209,59.68512098788918,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
26,cly_two_color_026_y,cly,two_color,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1143,6797,2891,1163,1143,0,0.0,0.65,0.65,8,98.0,0.7675892057968846,20,0.017196904557179708,#ffe954,1.0,0.9137255,0.32941177,91.75221515360595,-8.646577902663433,71.98036248812514,91.675041690756,-8.581702256035358,71.94142880556637,4.5685741104174715,17.028052456746558,0.2730722217606166,0.5157163706015325,0.1647208879155026,96.84978406728919,72.49783371486848,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
27,cly_two_color_027_yylyy,cly,two_color,mmymm,yylyy,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#f4db27,0.9568627450980391,0.8572549019607842,0.15215686274509804,86.91636496560015,-7.881167241053033,81.37129826882345,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2747,13622,5801,2802,2747,2802,1.0,0.65,0.65,8,98.0,8.564231474504028,55,0.019628836545324768,#dada68,0.85490197,0.85490197,0.40784314,85.08999407955311,-15.453386864160091,56.04307893149443,84.84631118247478,-14.506424139004956,52.891938541268615,8.902791040232202,26.49892140132907,1.5910754694863494,6.133527863981862,2.0372872272654727,105.4157265580418,58.134618444564595,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
28,cly_two_color_028_yyly,cly,two_color,mmym,yyly,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#f1da31,0.946078431372549,0.8529411764705882,0.19019607843137254,86.4293383471445,-8.224065116570255,78.42019236804148,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1955,11583,4866,1994,1955,1994,1.0,0.65,0.65,8,98.0,8.98207481218284,39,0.019558676028084254,#d4d76e,0.83137256,0.84313726,0.43137255,83.65776033752768,-15.410204047942134,51.48415681576732,83.49317098401839,-14.551887992874956,48.95555239253796,9.581814122947796,28.01557153937338,2.0754873080872587,5.956845857784806,1.885555122309697,106.66345889964873,53.74097870182244,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
29,cly_two_color_029_yyl,cly,two_color,mmy,yyl,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#edd841,0.9281045751633986,0.8457516339869281,0.25359477124183005,85.6395345111988,-8.632014537106992,72.49823506851614,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3314,16564,7022,3382,3314,3382,1.0,0.65,0.65,8,98.0,8.18962991397711,68,0.020106445890005913,#ced273,0.80784315,0.8235294,0.4509804,82.08679618165618,-15.085322932273048,46.60046732253307,81.85737316814198,-14.114004939295244,43.43188973089018,9.69581924307403,26.925109342511554,1.7765192720837737,5.48136007173884,1.9136837967088398,107.9376037060793,48.98132830629888,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
30,cly_two_color_030_yylyl,cly,two_color,mmymy,yylyl,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#e9d64e,0.9137254901960784,0.8400000000000001,0.3043137254901961,85.02953160322268,-8.794139025000923,66.97830057317569,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5117,22738,9694,5222,5117,5222,1.0,0.65,0.65,8,98.0,6.076646847473222,105,0.020107238605898123,#c9ce7c,0.7882353,0.80784315,0.4862745,80.7681844524103,-13.599635874228023,38.92461594302743,80.64129981077062,-13.471051046901186,38.796679479218604,10.524342569007235,28.77952572290733,2.73365108408445,4.753618967561065,1.3563477522877545,109.2585948769086,41.231975725446084,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4582cly.tif,DSC_4582cly.tif,DSC_4582,cly,capture_number,4582,c,l,y,CMY+neutral,two_color__cly__DSC_4582cly,0.5446293494704992
