region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_n,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cny_two_color_021_cy,cny,two_color,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9013,31098,13222,9197,9013,9197,1.0,0.65,0.65,8,98.0,4.965699037944111,184,0.0200065238664782,#8eca97,0.5568628,0.7921569,0.5921569,76.17323790558456,-29.209095132019634,18.98033718441312,76.12311418327636,-29.19598176896863,18.950413391995653,10.495999119279812,26.21018723689433,2.0525303904015026,3.7883952584583094,1.0982753110737442,146.98382034626894,34.83424232081686,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
22,cny_two_color_022_cycyy,cny,two_color,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,5991,22441,9622,6111,5991,6111,1.0,0.65,0.65,8,98.0,7.044439955997163,120,0.019636720667648502,#97ce90,0.5921569,0.80784315,0.5647059,77.78577691561836,-29.36322835197902,24.533085141010623,77.70129555639866,-29.09329417818911,25.52676248428414,12.490430582989015,32.384056747509504,3.07738960757327,6.114625218377625,1.9034149772543383,140.1211195404473,38.26318656079942,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
23,cny_two_color_023_cyy,cny,two_color,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,3973,16207,6925,4055,3973,4055,1.0,0.65,0.65,8,98.0,7.590383418311371,82,0.020221948212083847,#a0d185,0.627451,0.81960785,0.52156866,78.96148962175938,-29.775476202318295,32.32253845579001,79.0438152096158,-29.30583633292023,31.741136960308573,12.142142316225925,32.24592655087231,3.173148532041927,5.9924503939860605,1.8076381379708395,132.65122668118062,43.946848297697606,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
24,cny_two_color_024_ycyy,cny,two_color,mcmm,ycyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2506,11451,4868,2557,2506,2557,1.0,0.65,0.65,8,98.0,9.437988935680485,51,0.01994524833789597,#afd878,0.6862745,0.84705883,0.47058824,81.57378145404653,-28.939908226606637,42.97808133315868,81.40696812970305,-28.61661238915665,40.77356682945926,11.278806758593454,30.517874915126054,2.7312657142918315,7.123740220595109,2.3148309687803565,123.95491967995724,51.813451566596264,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
25,cny_two_color_025_yycyy,cny,two_color,mmcmm,yycyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3145,13408,5724,3205,3145,3205,1.0,0.65,0.65,8,98.0,11.395881316295952,60,0.0187207488299532,#badc6e,0.7294118,0.8627451,0.43137255,83.27603428650572,-27.353266349942395,49.81855471077099,82.93047941297877,-27.357528296825105,45.43912854795642,10.433368726517905,28.428637596283362,2.06894649128458,8.553531244397007,3.1399632569963485,118.76933100683749,56.833876987945956,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
26,cny_two_color_026_y,cny,two_color,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1106,6590,2830,1129,1106,1,0.0008857395925597874,0.65,0.65,8,98.0,1.072432946151653,23,0.02037201062887511,#ffe853,1.0,0.9098039,0.3254902,91.51252765364478,-8.410782723661692,72.09902833107384,91.559163262487,-8.424140331325617,72.19716653164251,4.421590928031403,16.838289965359756,0.28424222707651997,0.6392804519788888,0.21870206475724066,96.65382090120357,72.5879545951643,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
27,cny_two_color_027_yynyy,cny,two_color,mmymm,yynyy,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#e8cf1d,0.908235294117647,0.8117647058823529,0.11450980392156862,82.81074853195292,-7.519206396517985,79.61408985962831,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2622,13349,5613,2676,2622,2676,1.0,0.65,0.65,8,98.0,9.858109370647256,54,0.020179372197309416,#cacb5a,0.7921569,0.79607844,0.3529412,79.50921343473689,-15.041200645583341,55.2646857953403,77.71141073498373,-13.81420124928484,52.66576562405963,8.946876302998684,25.697743281601344,1.4989968774354268,7.134982825799009,2.7324708040552768,105.22521329733922,57.274978942976354,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
28,cny_two_color_028_yyny,cny,two_color,mmym,yyny,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#e2cb25,0.8852941176470588,0.796078431372549,0.14313725490196078,81.2769266711839,-7.829922023281255,76.58440743090578,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1916,11259,4796,1956,1916,1956,1.0,0.65,0.65,8,98.0,9.967944201080684,40,0.02044989775051125,#bec05b,0.74509805,0.7529412,0.35686275,75.57611258754613,-14.112385869952838,49.777188944138054,74.32572055728542,-13.221640653943926,47.7176418643656,9.978164232093347,28.11753182977197,2.249214563640324,7.364700429956999,2.386395396387035,105.82862219306116,51.73903723614177,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
29,cny_two_color_029_yyn,cny,two_color,mmy,yyn,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d8c431,0.8470588235294118,0.7699346405228757,0.19084967320261437,78.72372712820206,-8.237777918537581,70.6964771510838,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3257,16288,6933,3324,3257,3324,1.0,0.65,0.65,8,98.0,8.462970957398078,67,0.020156438026474127,#b1b35d,0.69411767,0.7019608,0.3647059,71.2452359673061,-12.852282427077144,42.96543023359529,69.85806516670654,-12.164754185234864,41.70513792349023,10.901613312412133,29.090074682662465,2.5934756733696918,6.264673101412786,1.9813724980024465,106.65354253357691,44.846508880216085,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
30,cny_two_color_030_yynyn,cny,two_color,mmymy,yynyn,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#d0bf3a,0.8164705882352941,0.7490196078431373,0.22901960784313724,76.68633556880798,-8.444424052542477,65.24716141240661,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,4925,22088,9435,5026,4925,5026,1.0,0.65,0.65,8,98.0,7.782620743735392,101,0.02009550338241146,#a5a660,0.64705884,0.6509804,0.3764706,66.55610458753269,-11.197769226214238,36.88809585926711,66.54253859933435,-10.892811103323474,36.21719101725536,12.370828893635597,30.239693920849046,4.334834892059721,5.962346576003838,1.8804173224857896,106.88621836969543,38.550248400834334,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4593cny.tif,DSC_4593cny.tif,DSC_4593,cny,capture_number,4593,c,n,y,CMY+neutral,two_color__cny__DSC_4593cny,0.5357142857142857
