region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_g,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cgm_two_color_021_cm,cgm,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9320,32197,13608,9504,9320,9504,1.0,0.65,0.65,8,98.0,2.5001907260616574,184,0.01936026936026936,#9a83c8,0.6039216,0.5137255,0.78431374,59.22578932407714,23.335905323154105,-32.77584871746602,59.20029124500179,23.30553053413065,-32.77971040236559,7.775150290786151,8.650695686931972,1.0402491672877827,1.840333986699036,0.5319628481538514,305.45028725112707,40.23457140819858,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
22,cgm_two_color_022_cmcmm,cgm,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6105,22880,9790,6230,6105,6230,1.0,0.65,0.65,8,98.0,6.387341914917788,125,0.020064205457463884,#a27fc5,0.63529414,0.49803922,0.77254903,58.831154505987854,26.28952116684574,-31.12795145982583,58.76378122895503,28.494517776773623,-31.181930012646255,10.79790886927234,14.75830221688684,2.1838540935342197,5.60661845299344,1.7001971000330147,310.18320436883783,40.74418099885312,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
23,cgm_two_color_023_cmm,cgm,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4101,16741,7103,4185,4101,4185,1.0,0.65,0.65,8,98.0,4.973315581459323,84,0.02007168458781362,#ab79c2,0.67058825,0.4745098,0.7607843,58.46659175843581,32.27378625429933,-30.17144403738392,58.3982508165227,32.567824324788944,-30.178753692886364,12.30482940102679,17.21448851673557,2.374644523814946,3.7057392482456883,0.9697815239463324,316.9282474551157,44.18046304068338,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
24,cgm_two_color_024_mcmm,cgm,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2578,11799,4974,2631,2578,2631,1.0,0.65,0.65,8,98.0,5.572216358810052,53,0.020144431774990496,#bb71bd,0.73333335,0.44313726,0.7411765,58.085245746600506,40.612269806521326,-28.271067771848536,58.11471921540782,39.69063584860878,-27.996204402098993,13.485200112695384,18.854822433389373,2.5313007530869336,4.675302689126917,1.251106640899667,325.15739986633287,49.483428860560345,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
25,cgm_two_color_025_mmcmm,cgm,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3177,13651,5792,3240,3177,3240,1.0,0.65,0.65,8,98.0,7.991432817085001,63,0.019444444444444445,#c470ba,0.76862746,0.4392157,0.7294118,58.77084256222173,44.54630670341331,-26.020235379113977,58.79272158499048,41.734073081720844,-25.695674631992322,14.735124257730263,20.744482096176775,2.3374436827296186,6.134396158157826,1.9361454508171574,329.71009200122813,51.58901133089352,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
26,cgm_two_color_026_m,cgm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1150,6769,2900,1174,1150,1174,1.0,0.65,0.65,8,98.0,1.8645273203740012,24,0.020442930153321975,#e76caf,0.90588236,0.42352942,0.6862745,62.26445714093318,54.90187825431059,-12.843038552903941,62.29328074574353,54.78529928361921,-12.876083028941943,17.69780322750212,26.972147052819444,0.5688408408286509,1.136897595661119,0.3689442829276829,346.8337168194878,56.38403918772154,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
27,cgm_two_color_027_mmgmm,cgm,two_color,mmymm,mmgmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#a23a8c,0.6368627450980392,0.2282352941176471,0.548235294117647,42.24489259594151,52.28690777058803,-23.74379604785888,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2769,13767,5826,2825,2769,2825,1.0,0.65,0.65,8,98.0,13.757156153132389,56,0.01982300884955752,#c0719c,0.7529412,0.44313726,0.6117647,58.10753136939968,37.15424160218761,-9.984059754798146,58.42808731475671,33.811496868503575,-8.141291380666962,17.379433825941078,25.88341625589717,3.29608635822963,10.961502328118463,3.536965191156599,344.9588426946658,38.47231625755211,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
28,cgm_two_color_028_mmgm,cgm,two_color,mmym,mmgm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#9a4389,0.6049019607843137,0.2607843137254902,0.538235294117647,42.25330981824591,45.73249758351594,-22.281323508571305,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2077,11674,5027,2120,2077,2120,1.0,0.65,0.65,8,98.0,12.568404441201615,43,0.020283018867924527,#b87496,0.72156864,0.45490196,0.5882353,57.43263272650621,31.675767111751462,-7.5323132936181425,57.7154838740506,29.585021292311986,-6.6459882546828535,17.121350715375545,25.40741659102438,3.9024133013483517,8.641517093154471,2.8053473240021014,346.62382692738186,32.55902279969612,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
29,cgm_two_color_029_mmg,cgm,two_color,mmy,mmg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#8d5085,0.5516339869281045,0.3150326797385621,0.5215686274509804,42.93483546284732,33.391924905674884,-18.807413186311095,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3298,16537,7005,3365,3298,3365,1.0,0.65,0.65,8,98.0,7.636131844963702,67,0.01991084695393759,#af7d93,0.6862745,0.49019608,0.5764706,58.07955643289006,23.166403847464103,-4.101848652576512,58.16243777806853,22.788950360409196,-3.9519716341334514,17.410411321049203,23.45586243198482,2.9463233841079264,5.4180510567950355,1.6381142854752468,349.95926018312826,23.52673860934497,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
30,cgm_two_color_030_mmgmg,cgm,two_color,mmymy,mmgmg,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#825b82,0.5090196078431373,0.35843137254901963,0.508235294117647,44.0636857620647,22.556357664075044,-15.138833132513518,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5145,22894,9722,5250,5145,5250,1.0,0.65,0.65,8,98.0,9.177612640389048,105,0.02,#a7818f,0.654902,0.5058824,0.56078434,58.14860376510052,15.614202090663444,-0.9321915105539924,58.271531937863074,17.932190427973765,-1.9767037171751958,16.74269256014109,21.175625264262802,3.4597612372765068,7.8903707710202635,2.4626320285972128,356.58341056152335,15.64200396178276,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4617cgm.tif,DSC_4617cgm.tif,DSC_4617,cgm,capture_number,4617,c,g,m,CMY+OVG,two_color__cgm__DSC_4617cgm,0.547112462006079
