region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_w,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
22,ywm_full_022_yywyw,ywm,full,ccycy,yywyw,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#fbe862,0.9843137254901961,0.9090196078431372,0.3843137254901961,91.2318656217574,-8.977733645519292,65.64806211629117,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1416,8478,3580,1445,1416,1070,0.740484429065744,0.65,0.65,8,98.0,1.0469673803972763,29,0.020069204152249134,#fde765,0.99215686,0.90588236,0.39607844,91.26024941966442,-7.663014449687921,64.43114324692357,91.35176648137009,-7.6445924711074085,64.29809463803656,0.7701206360858072,1.791698562396599,0.43706208121742285,0.7408304098747631,0.22719411685525231,96.7825212469503,64.88523723129715,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
23,ywm_full_023_yyw,ywm,full,ccy,yyw,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#fce652,0.9869281045751634,0.9032679738562092,0.32026143790849676,90.78894224505643,-8.920091259041696,71.78977329896013,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1607,8907,3786,1640,1607,1457,0.8884146341463415,0.65,0.65,8,98.0,1.2615269193516054,33,0.020121951219512196,#fde65b,0.99215686,0.9019608,0.35686275,90.90282990735413,-7.752024746948916,68.23668413070708,90.92768163215904,-7.759568213931419,68.3291806268315,0.9810047427162505,3.7418969004842175,0.34039205321236216,0.5808716261682236,0.17477142896617875,96.48129648024468,68.67560665062376,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
24,ywm_full_024_ymywyw,ywm,full,cmcycy,ymywyw,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#f2c56b,0.9477124183006537,0.7738562091503268,0.41830065359477125,81.81661253257404,5.343139766862459,50.80931131882256,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,4247,17841,7563,4331,4247,4331,1.0,0.65,0.65,8,98.0,5.669664008316404,84,0.019395058877857307,#f0a975,0.9411765,0.6627451,0.45882353,75.04003067421164,21.11892446041974,36.76503460262972,74.3344940664492,21.8281171666214,36.723877343236786,14.772822434849475,22.181955568920408,2.548411709052089,4.887118327450951,1.4710696885623231,60.12566484137972,42.39901814544148,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
25,ywm_full_025_yyyw,ywm,full,cccy,yyyw,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#fde53d,0.9901960784313726,0.8960784313725491,0.24019607843137256,90.27287161929827,-8.570060983918548,78.45597358508658,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,998,6722,2903,1019,998,22,0.021589793915603533,0.65,0.65,8,98.0,0.9958817814733406,21,0.020608439646712464,#ffe555,1.0,0.8980392,0.33333334,90.73244455442853,-6.93292109144733,70.44414343731866,90.74852189853452,-6.9569775824650035,70.39368074615321,1.939364683335366,8.19029038721509,0.400097334560692,0.7875772252525549,0.22476398263964542,95.6207938985977,70.7844809225706,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
26,ywm_full_026_yyyyw,ywm,full,ccccy,yyyyw,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#fde331,0.9921568627450981,0.891764705882353,0.19215686274509805,89.98225411565325,-8.220184501397831,81.75862448367222,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,418,4669,1993,424,418,19,0.04481132075471698,0.65,0.65,8,98.0,1.910238901821132,6,0.014150943396226415,#ffe44d,1.0,0.89411765,0.3019608,90.43611400858035,-6.728279827760753,73.18789527379124,90.45478242675473,-6.701100596315152,72.48977754579948,1.9827672021495262,8.711438890719203,0.5659674864020089,1.3875924729147846,0.4302450698471716,95.25252840135545,73.4965153190822,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
27,ywm_full_027_yyyyyw,ywm,full,cccccy,yyyyyw,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#fde329,0.9934640522875817,0.888888888888889,0.16013071895424838,89.79600350562815,-7.932313233573629,83.61742826961766,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1902,10582,4441,1941,1902,44,0.02266872746007213,0.65,0.65,8,98.0,2.5615239010802178,39,0.02009273570324575,#ffe34c,1.0,0.8901961,0.29803923,90.30851041530522,-6.40141744494499,73.41461502353599,90.286020361273,-6.373088183305794,72.64697472743165,2.311800997756187,10.329748466566228,0.8034566868589588,1.7185335679625768,0.5491359594192872,94.98332500873028,73.6931736618694,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
28,ywm_full_028_y,ywm,full,c,y,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,836,5612,2392,853,836,0,0.0,0.65,0.65,8,98.0,1.0902326286618007,17,0.01992966002344666,#ffe23d,1.0,0.8862745,0.23921569,89.86122073760735,-6.399149397771364,78.23283465640263,89.8616504544923,-6.316846720493105,78.35014230700506,2.328716217499625,10.374608134259834,0.3824295103639399,0.7637860699901521,0.2404746416474391,94.67616735387759,78.49411144405056,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
29,ywm_full_029_ymyw,ywm,full,cmcy,ymyw,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#eeb363,0.9313725490196079,0.7019607843137255,0.3872549019607843,76.81856165626553,12.639135537449665,48.638868214784225,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2814,12992,5604,2872,2814,2872,1.0,0.65,0.65,8,98.0,3.70629412372526,58,0.0201949860724234,#ec966f,0.9254902,0.5882353,0.43529412,70.04939170537705,28.272834171655102,33.69727277496976,70.10676581465971,28.262976444731468,33.499158062509466,15.49827238839822,22.66021776365472,1.8179785098423236,3.0753934497521027,0.8348429852263944,50.00252945745689,43.98703609665724,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
30,ywm_full_030_yymyw,ywm,full,ccmcy,yymyw,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#f1bc4f,0.9450980392156862,0.7364705882352942,0.30980392156862746,79.12767560552467,8.209956995028577,60.46628918665136,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,3091,14975,6317,3154,3091,3154,1.0,0.65,0.65,8,98.0,7.302291491943394,63,0.019974635383639822,#eea06e,0.93333334,0.627451,0.43137255,72.63250784983475,24.098519996300915,37.4743301431566,72.35999283704231,24.313152546124773,37.281174969595746,16.850067873395915,28.692574284607065,2.828846194466911,4.8320109842535155,1.4688122772498784,57.256250480552694,44.55405801596988,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
31,ywm_full_031_yyymyw,ywm,full,cccmcy,yyymyw,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#f3c242,0.954248366013072,0.7594771241830065,0.2581699346405229,80.70800333669004,5.483603486911348,67.51601547081664,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,5125,20379,8666,5226,5125,5226,1.0,0.65,0.65,8,98.0,7.072965194837926,101,0.01932644469957903,#f2a76c,0.9490196,0.654902,0.42352942,74.6327425771811,21.417991760531997,40.27053999190326,74.1994143417426,22.13780119972233,40.300938353256434,16.875089406353133,32.14233123192216,2.759129593473129,5.5347338300499045,1.6212755844288664,61.9936049934289,45.611914696641456,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
32,ywm_full_032_yyyyym,ywm,full,cccccm,yyyyym,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#f5be19,0.9607843137254902,0.7450980392156863,0.09803921568627451,79.79204921266052,6.88998560197307,78.60061215554556,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,2259,10587,4444,2305,2259,2305,1.0,0.65,0.65,8,98.0,8.03051647338626,46,0.019956616052060738,#f2a361,0.9490196,0.6392157,0.38039216,73.53054031922521,23.026973362269832,45.50509366161533,72.95374256869795,23.694686162450864,44.914545638417735,17.504470689020675,37.34865743210344,3.276592628566916,6.39055825870467,1.9216989732841752,63.15919028003145,50.99955932534189,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
33,ywm_full_033_yyyym,ywm,full,ccccm,yyyym,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#f3b71e,0.9529411764705882,0.7192156862745098,0.11764705882352941,77.98402366630827,9.564777772315624,76.10333175007294,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,694,4669,2024,709,694,709,1.0,0.65,0.65,8,98.0,6.891530071981319,15,0.021156558533145273,#ef9b63,0.9372549,0.60784316,0.3882353,71.33061656568503,26.041125083603067,42.22767434761112,71.10422568376698,26.285596880076046,41.704023886801394,18.897120342228742,38.25307845412914,3.2353182578081983,5.29210473388834,1.6612656025167836,58.33853533764858,49.61165867442606,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
34,ywm_full_034_yyym,ywm,full,cccm,yyym,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#f0ae26,0.9411764705882353,0.6803921568627451,0.14705882352941177,75.29275943833024,13.646301897515034,71.93335971602419,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1424,6758,2940,1452,1424,1452,1.0,0.65,0.65,8,98.0,4.491449776830233,28,0.01928374655647383,#ed9063,0.92941177,0.5647059,0.3882353,68.52943124960865,31.083695410758228,38.27409118003595,68.61150368131379,30.78373053201526,38.15115698635276,20.66338123364043,38.506514502117945,2.0678945415952388,3.619299985118928,1.0840421565738532,50.918770682165984,49.30620829111176,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
35,ywm_full_035_yym,ywm,full,ccm,yym,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#eb9d32,0.9215686274509803,0.615686274509804,0.19607843137254902,70.87834005274337,20.623964460334378,63.79337035503971,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1961,8806,3805,2001,1961,2001,1.0,0.65,0.65,8,98.0,4.7010177973364815,40,0.01999000499750125,#e88567,0.9098039,0.52156866,0.40392157,65.76264674371595,35.285022097204575,33.207898423315996,65.86700404739678,35.0651084295097,32.87575687066863,19.571569902132087,34.30142886746727,1.5130922945163567,3.0214404539679727,0.9717829089541494,43.262974396387165,48.45407415371269,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
36,ywm_full_036_ymymyw,ywm,full,cmcmcy,ymymyw,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#e9a15b,0.9150326797385621,0.6300653594771243,0.3562091503267974,71.89951689552842,20.079141032681157,46.64571658848538,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,4371,17814,7527,4458,4371,4458,1.0,0.65,0.65,8,98.0,6.441701035943375,87,0.019515477792732168,#e8876c,0.9098039,0.5294118,0.42352942,66.04554724543289,34.09390962502145,30.469492058309868,66.79401132092018,33.22009116000267,30.443707746509755,15.068771623668223,22.18902745529284,2.639349803726141,5.541101626110071,1.6508785084365913,41.78693978449314,45.72509835758189,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
37,ywm_full_037_yymym,ywm,full,ccmcm,yymym,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#e7903c,0.9058823529411765,0.563921568627451,0.23529411764705882,67.4309478758879,26.342851808801193,56.233812465552,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1793,8378,3552,1829,1793,1829,1.0,0.65,0.65,8,98.0,4.923028942884619,36,0.019682886823400764,#e67e67,0.9019608,0.49411765,0.40392157,63.890179545751835,38.048411101598454,30.597284603522645,63.90181898926999,38.002950163732,30.56714185229899,16.877836088277515,28.404026467131278,1.8658295944003962,3.6336042946379097,1.1063286643071415,38.80510012525292,48.824946620198205,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
38,ywm_full_038_ym,ywm,full,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2675,11314,4811,2730,2675,2730,1.0,0.65,0.65,8,98.0,2.8578018851134024,55,0.020146520146520148,#e37265,0.8901961,0.44705883,0.39607844,60.92881678568486,42.53554582248681,27.535336327246252,60.977847404955,42.58976642521003,27.4538491015443,10.96874959970453,17.617404813914337,1.1248475839901593,2.2208933948273653,0.6210577001848472,32.91695421092794,50.67018260349416,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
39,ywm_full_039_ymymw,ywm,full,cmcmy,ymymw,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#e5946d,0.8980392156862745,0.5811764705882354,0.42745098039215684,68.75753721286681,26.36671185559297,33.23092173353308,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3905,16367,6903,3985,3905,3985,1.0,0.65,0.65,8,98.0,5.715827201924453,80,0.020075282308657464,#e48174,0.89411765,0.5058824,0.45490196,64.51201518307465,36.59500987075348,23.178949429522056,65.07493877804346,36.060985362626646,22.956144738659944,10.475224777690599,14.956091895712316,2.415683046693426,4.316344556202268,1.151704312231592,32.349801084444096,43.3181075775118,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
40,ywm_full_040_ymymm,ywm,full,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1815,8418,3578,1853,1815,1853,1.0,0.65,0.65,8,98.0,5.140982385275996,38,0.02050728548300054,#e06c70,0.8784314,0.42352942,0.4392157,59.74178370349911,45.398063524510476,19.039039076480723,59.63294220711031,45.70741979244177,19.374830775968032,6.3776398658676605,10.664683515281746,2.3131018404899493,4.506532451627146,1.3373873678322745,22.752201496663247,49.228743440506875,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
41,ywm_full_041_ymm,ywm,full,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1889,8872,3711,1928,1889,1928,1.0,0.65,0.65,8,98.0,5.47905191565334,39,0.020228215767634856,#de6675,0.87058824,0.4,0.45882353,58.39794431496573,47.96391753016416,14.577378280734688,58.437820454951236,47.83642675415032,14.960174882395561,4.175363950074986,6.409665583034209,1.8375239900295075,3.3177968093087604,1.0485067062048166,16.90527754430434,50.130203893262035,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
42,ywm_full_042_ymymwm,ywm,full,cmcmym,ymymwm,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#df8074,0.8758169934640523,0.5006535947712419,0.4542483660130719,63.63399176705278,35.62928812590249,22.604447530871454,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,4447,17733,7618,4532,4447,4532,1.0,0.65,0.65,8,98.0,7.244003658707703,85,0.01875551632833186,#e27776,0.8862745,0.46666667,0.4627451,62.22218257425634,41.6349429923481,18.428743422339355,62.26043743060905,41.570535912182315,17.717073072066444,4.51440145710403,7.449671158765212,3.5916128743709868,6.071037139352764,1.691420607022621,23.875467380609848,45.53116583289398,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
43,ywm_full_043_ymmm,ywm,full,cmmm,ymmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1423,6758,2940,1452,1423,1452,1.0,0.65,0.65,8,98.0,6.704718643070419,29,0.01997245179063361,#dc637b,0.8627451,0.3882353,0.48235294,57.40099648586171,49.266196775809625,11.119909214718572,57.698026028605966,49.38897314280363,10.57078488649823,6.247383302522594,9.642169693278056,2.7901226403584456,4.249136952856521,1.336540263979417,12.719137184275269,50.50554945445478,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
44,ywm_full_044_ymmmm,ywm,full,cmmmm,ymmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,684,4720,2014,698,684,698,1.0,0.65,0.65,8,98.0,8.400685061318919,14,0.02005730659025788,#db5c85,0.85882354,0.36078432,0.52156866,56.46313859920875,52.730090550521936,2.643994980479003,56.86818036357802,52.28359497226347,3.785262289721887,6.758034602380299,9.959000874093789,2.659773963035272,5.567857042537949,1.9402006944558507,2.870523893228494,52.79633660513805,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
45,ywm_full_045_ymmmmm,ywm,full,cmmmmm,ymmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#cd3a7d,0.8039215686274509,0.22745098039215692,0.4901960784313726,48.87116714116331,62.29780497489007,-4.023754337227636,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,2326,10623,4524,2374,2326,2374,1.0,0.65,0.65,8,98.0,10.018637509244856,48,0.020219039595619208,#db5a88,0.85882354,0.3529412,0.53333336,56.28697095952157,54.86300468366362,-0.23401604706412282,56.64760704098944,53.364821121893314,2.0585072361114856,7.735973122047135,11.16389349423978,2.6520428096356934,7.912828999842335,2.5353170680551096,359.7556085271537,54.863503774640385,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
46,ywm_full_046_m,ywm,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,831,5724,2376,845,831,845,1.0,0.65,0.65,8,98.0,1.2539281782943463,14,0.016568047337278107,#d94d9c,0.8509804,0.3019608,0.6117647,54.515519461053216,62.3088913291836,-14.142687887839301,54.52649978153242,62.26639192311746,-14.159731056800632,10.501012271916586,17.283079558805948,0.4254856796617173,0.8568758939339777,0.2786029719551786,347.21184434563935,63.893767766229345,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4524ywm.tif,DSC_4524ywm.tif,DSC_4524,ywm,capture_number,4524,y,w,m,CMY+neutral,full__ywm__DSC_4524ywm,0.5884275907159202
