region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_n,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,ynm_full_011_ynmn,ynm,full,cymy,ynmn,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#b5866e,0.7117647058823529,0.5235294117647059,0.4333333333333333,59.830140565071105,15.35645018964199,19.612631425114067,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full,2650,11063,4753,2705,2650,2705,1.0,0.65,0.65,8,98.0,10.007165294431427,55,0.02033271719038817,#988371,0.59607846,0.5137255,0.44313726,56.31022169306273,5.036981270892915,11.981620193815823,56.06438677163532,5.080732736681028,12.108824715363612,9.444104968210388,13.30840336188939,5.3807144849628115,8.481236405624658,2.5492725812121018,67.19848861030925,12.997322908667812,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
12,ynm_full_012_ynmnn,ynm,full,cymyy,ynmnn,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#ad8776,0.6776470588235293,0.5309803921568628,0.46117647058823524,59.5266967201207,11.664219397104214,15.026515544334295,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full,2637,12457,5264,2690,2637,2690,1.0,0.65,0.65,8,98.0,12.389615788221697,53,0.01970260223048327,#8e7d71,0.5568628,0.49019608,0.44313726,53.569643789117904,3.594994805126206,8.735769642936297,54.0047263086936,3.616802094517218,8.959252950480387,9.828633459956265,11.839440406307526,7.520400853022309,10.972539155272663,3.266749091176348,67.63156863138869,9.446568631166121,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
13,ynm_full_013_ynmnnn,ynm,full,cymyyy,ynmnnn,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#a7897a,0.6549019607843136,0.5359477124183006,0.4797385620915032,59.367259657504505,9.287323979878748,12.023945220526278,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full,4193,17321,7294,4275,4193,4275,1.0,0.65,0.65,8,98.0,12.383287088683963,82,0.0191812865497076,#897f72,0.5372549,0.49803922,0.44705883,53.83146149834354,1.9857788048861513,7.162435510686516,53.29351046635369,2.274172903080168,7.536760099060767,9.648635008434262,10.372651534699015,7.525190747739991,11.140940956553418,3.23263317062094,74.50401395536971,7.432617298548223,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
14,ynm_full_014_ynnnnn,ynm,full,cyyyyy,ynnnnn,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#9d9c7a,0.6176470588235293,0.6130718954248365,0.47712418300653586,63.75787527556774,-5.486869825152341,18.36147573397944,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full,1645,8972,3812,1679,1645,1679,1.0,0.65,0.65,8,98.0,10.791978799938017,34,0.02025014889815366,#80806f,0.5019608,0.5019608,0.43529412,53.0663736489016,-3.1805889352489736,9.287388989278034,54.066226906855675,-3.8089472963118114,10.625132312187052,11.209576505611812,14.211480880840812,4.487137678292802,8.969085612073627,2.6506577376100746,108.90444480189007,9.816910930287136,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
15,ynm_full_015_ynnnn,ynm,full,cyyyy,ynnnn,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#a19f75,0.6329411764705881,0.6235294117647058,0.4580392156862745,64.71985701937079,-6.081445894802917,22.405802387216056,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full,256,3974,1676,262,256,262,1.0,0.65,0.65,8,98.0,6.822597393458006,6,0.022900763358778626,#83836d,0.5137255,0.51176476,0.42745098,54.17488665646664,-3.6504902513460333,10.606138320593306,53.78801047946491,-3.8152955595771143,11.000506461186765,11.590880780182388,16.010559558620365,3.841450406445667,5.164050633317499,1.4950886210764112,108.99277449257698,11.216784260684086,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
16,ynm_full_016_ynnn,ynm,full,cyyy,ynnn,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#a7a36e,0.6558823529411764,0.6392156862745098,0.4294117647058823,66.17676670849767,-6.831586615665075,28.394326382394187,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full,728,5772,2431,743,728,743,1.0,0.65,0.65,8,98.0,4.980203196872743,15,0.020188425302826378,#86866d,0.5254902,0.5254902,0.42745098,55.533539193747345,-4.512935987040583,12.988474727954436,55.38642454848463,-4.576081333999224,13.208562874839872,12.243068925387247,18.867821757345574,2.4802170522455325,3.8591955533616624,1.040454085875099,109.16013918571878,13.750166071063907,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
17,ynm_full_017_ynn,ynm,full,cyy,ynn,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#b1aa61,0.6941176470588234,0.665359477124183,0.38169934640522873,68.63668231180478,-7.740294518607637,38.09957989132911,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full,1256,7550,3204,1282,1256,1282,1.0,0.65,0.65,8,98.0,4.307039709007205,26,0.0202808112324493,#8b8b6a,0.54509807,0.54509807,0.41568628,57.174819787376194,-6.185353906600966,18.031612858763822,57.269913616484864,-6.260718254805964,18.058141245804492,13.227178168848546,23.162802802249452,1.689713429666265,2.8697229081047793,0.857131168701495,108.93342016057971,19.062992032685756,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
18,ynm_full_018_ynynmn,ynm,full,cycymy,ynynmn,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#bb9662,0.7313725490196078,0.5882352941176471,0.38431372549019605,64.32108283078722,6.9185513485025,32.513038893726474,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full,3576,15113,6399,3647,3576,3647,1.0,0.65,0.65,8,98.0,17.136019542315676,71,0.01946805593638607,#978c6c,0.5921569,0.54901963,0.42352942,58.44386218341214,-0.43600192673065585,18.40626818933526,57.633024100255774,0.5174606901161822,17.345974098082177,10.081212275158798,16.959721581513207,5.24334769530353,14.255726072722867,4.438614875487589,91.3569507533768,18.411431403827567,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
19,ynm_full_019_ynynn,ynm,full,cycyy,ynynn,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#b9af58,0.7247058823529411,0.6862745098039215,0.34352941176470586,70.62795399013348,-8.197513426595027,45.53479237582603,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full,1053,7216,3032,1075,1053,1075,1.0,0.65,0.65,8,98.0,4.623318503707659,22,0.020465116279069766,#8f9067,0.56078434,0.5647059,0.40392157,58.71993080238721,-7.2890517181484205,21.65852925461347,58.59589900190357,-7.087699127889345,21.548938693053262,13.868664480870052,26.69648402971806,1.8473018487317467,3.8452177308771462,1.1297178230517397,108.6003596024463,22.852180736699726,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
20,ynm_full_020_yn,ynm,full,cy,yn,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#c4b749,0.7705882352941176,0.7176470588235294,0.28627450980392155,73.64441637836279,-8.506124682364502,55.95363699709435,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full,1818,9595,4071,1856,1818,1856,1.0,0.65,0.65,8,98.0,2.5067725949066384,38,0.020474137931034482,#959663,0.58431375,0.5882353,0.3882353,60.95780074357114,-8.64215238991517,26.838456307031766,61.046345641355025,-8.60233370052066,26.86976526171301,14.72556193442766,31.75944688462245,0.839011315197868,1.6391567444097674,0.5003243408579304,107.8488863311959,28.195558779264683,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4541ynm.tif,DSC_4541ynm.tif,DSC_4541,ynm,capture_number,4541,y,n,m,CMY+neutral,full__ynm__DSC_4541ynm,0.5408653846153846
