region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_g,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,ygm_two_color_021_ym,ygm,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9465,32574,13776,9656,9465,9656,1.0,0.65,0.65,8,98.0,4.856264866818201,191,0.019780447390223697,#ee8b80,0.93333334,0.54509807,0.5019608,68.22020576207309,36.109543979773065,23.052560315712924,68.34682139292543,35.92744023232052,22.692043474398186,12.093969192011588,21.19326380376012,2.0381101438131393,3.821303937687455,1.095239227662533,32.55441727222211,42.84063145585914,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
22,ygm_two_color_022_ymymm,ygm,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6217,23350,9919,6342,6217,6342,1.0,0.65,0.65,8,98.0,9.2590533489714,125,0.019709870703248186,#eb8789,0.92156863,0.5294118,0.5372549,67.08429275712365,37.75911386768399,16.819554371214895,67.15783391392249,38.43372682478503,15.546706527538221,10.08329153634894,16.7669495105789,3.512313600600386,7.643742954758306,2.2960240305094692,24.010274196448222,41.33579670599055,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
23,ygm_two_color_023_ymm,ygm,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4229,16896,7267,4316,4229,4316,1.0,0.65,0.65,8,98.0,10.693665640158539,87,0.02015755329008341,#e9818c,0.9137255,0.5058824,0.54901963,65.74035046082045,40.531367964840804,12.53151477474821,66.05938541185846,40.313634320729896,12.477708917051391,10.323804574107614,15.784645552142806,3.8471388493965852,6.659763464467327,2.199983977241354,17.180596985437205,42.42441103481645,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
24,ygm_two_color_024_mymm,ygm,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2656,11992,5054,2711,2656,2711,1.0,0.65,0.65,8,98.0,12.564693360640582,55,0.02028771670970122,#e77b93,0.90588236,0.48235294,0.5764706,64.19114891330585,44.05828701168704,5.327622354199701,65.00241865592818,42.95274171829949,7.146789011386033,11.965761980940243,17.612974434245857,4.284225001340859,10.673148733477861,3.224056164171487,6.894852432632149,44.37923179093076,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
25,ygm_two_color_025_mmymm,ygm,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3274,13981,5900,3333,3274,3333,1.0,0.65,0.65,8,98.0,14.868710743153212,59,0.0177017701770177,#e7779a,0.90588236,0.46666667,0.6039216,63.56125606432599,46.61415854203382,0.6858380732195801,64.50815764029808,45.19962176339373,3.0108847281400393,13.17133123798934,19.078895362153556,3.8191237851615316,11.307910579812637,3.675272449897807,0.8429368483063513,46.619203665920146,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
26,ygm_two_color_026_m,ygm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1196,6957,2983,1221,1196,1221,1.0,0.65,0.65,8,98.0,1.3673718154759973,25,0.020475020475020474,#e76bae,0.90588236,0.41960785,0.68235296,62.17540462677967,55.03674869243535,-12.630824457030233,62.182652587552504,55.226006592344895,-12.710987358461551,17.63962552667069,26.931581420406044,0.43745302550703186,0.9328962292879031,0.29853472585389196,347.07455517397386,56.467525473484294,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
27,ygm_two_color_027_mmgmm,ygm,two_color,mmymm,mmgmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#a23a8c,0.6368627450980392,0.2282352941176471,0.548235294117647,42.24489259594151,52.28690777058803,-23.74379604785888,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2805,13814,5878,2863,2805,2863,1.0,0.65,0.65,8,98.0,14.339518521854798,58,0.020258470136220747,#be709a,0.74509805,0.4392157,0.6039216,57.107076431096104,36.464985698062556,-10.025747095018446,57.499127175885434,34.33083808630239,-8.24732930867329,16.52204267765662,25.67883551665702,3.829499459441863,11.17249985342557,3.490396998893286,344.62685145942703,37.81812775340918,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
28,ygm_two_color_028_mmgm,ygm,two_color,mmym,mmgm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#9a4389,0.6049019607843137,0.2607843137254902,0.538235294117647,42.25330981824591,45.73249758351594,-22.281323508571305,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2016,11883,4963,2058,2016,2058,1.0,0.65,0.65,8,98.0,14.851376482817608,42,0.02040816326530612,#b57193,0.70980394,0.44313726,0.5764706,55.992056159462194,29.95498866072427,-6.613555960591078,56.69136109662114,28.905207050159987,-5.728582190968474,16.22257160382455,26.137365566839307,4.9298299774094225,10.11508804914201,3.1123015800558673,347.5497902764542,30.676382904573174,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
29,ygm_two_color_029_mmg,ygm,two_color,mmy,mmg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#8d5085,0.5516339869281045,0.3150326797385621,0.5215686274509804,42.93483546284732,33.391924905674884,-18.807413186311095,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3399,16884,7152,3465,3399,3465,1.0,0.65,0.65,8,98.0,10.685488425441399,66,0.01904761904761905,#ad788f,0.6784314,0.47058824,0.56078434,56.30332206963482,22.337585932502456,-3.368470492709541,56.78884695698374,22.163755107247933,-3.189154116248802,16.20911674347808,23.222312455609764,4.069208055938682,7.454505749590669,2.150807262781219,351.4245056289057,22.590138086169073,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
30,ygm_two_color_030_mmgmg,ygm,two_color,mmymy,mmgmg,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#825b82,0.5090196078431373,0.35843137254901963,0.508235294117647,44.0636857620647,22.556357664075044,-15.138833132513518,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5225,23264,9868,5332,5225,5332,1.0,0.65,0.65,8,98.0,10.968005467794544,107,0.020067516879219805,#a47e8a,0.6431373,0.49411765,0.5411765,56.913805961611644,14.58365364154579,0.6540354807257787,57.113330649393184,17.22080174311986,-0.9069073693166012,16.52454824674189,21.865596209769752,4.694616222202973,9.871533995856858,2.986376063759885,2.5678325080186823,14.598312092383146,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4619ygm.tif,DSC_4619ygm.tif,DSC_4619,ygm,capture_number,4619,y,g,m,CMY+OVG,two_color__ygm__DSC_4619ygm,0.5446293494704992
