region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_m,f_k,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
30,mky_full_030_mmymk,mky,full,ccmcy,mmymk,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#ac405e,0.6745098039215687,0.24941176470588236,0.3686274509803921,43.067733774299455,46.92863897748478,5.849954591948281,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2412,12684,5355,2462,2412,2462,1.0,0.65,0.65,8,98.0,18.603953841270624,50,0.020308692120227456,#79605b,0.4745098,0.3764706,0.35686275,43.01133251119582,7.923089330288166,6.262781404972229,42.41551810224387,8.489737893148774,7.1545263335330125,18.827045330644918,39.007774998837746,9.86343208987989,15.021911555578054,3.674136906775471,38.324498117439305,10.099394806729366,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
31,mky_full_031_mmmymk,mky,full,cccmcy,mmmymk,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#b03967,0.6895424836601306,0.22418300653594772,0.4052287581699347,42.976507011157366,51.87466374052912,0.00907417517650444,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4093,17186,7299,4176,4093,4176,1.0,0.65,0.65,8,98.0,20.91370785973335,83,0.019875478927203066,#8b6568,0.54509807,0.39607844,0.40784314,46.79363210831031,13.263077065764767,3.0735203821059986,45.20368434765969,13.190456669854136,5.093982769478788,16.526937027642095,38.92063591599345,10.739548703899754,16.89169899666494,5.016683353690505,13.047147346441477,13.614541519700042,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
32,mky_full_032_mmmmmy,mky,full,cccccm,mmmmmy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#cd3a7d,0.8039215686274509,0.22745098039215686,0.4901960784313726,48.87116714116331,62.29780497489007,-4.023754337227636,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1833,8953,3831,1871,1833,1871,1.0,0.65,0.65,8,98.0,9.77285332838097,38,0.020309994655264563,#ea7f9a,0.91764706,0.49803922,0.6039216,65.82531514931529,43.70851259372777,4.177209213479793,66.31052159983182,42.62980318361821,5.454973947565402,16.930874887453513,26.46243996827757,2.8784059917222535,7.271314554592128,2.2726401814482267,5.45915992278367,43.90766618677471,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
33,mky_full_033_mmmmy,mky,full,ccccm,mmmmy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#cf4178,0.8117647058823529,0.2533333333333333,0.47058823529411764,49.930016111003084,59.9627816908268,0.597488729997786,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,520,3957,1700,530,520,530,1.0,0.65,0.65,8,98.0,7.790442090236878,10,0.018867924528301886,#ea8397,0.91764706,0.5137255,0.5921569,66.51775262143278,41.713740470379456,6.657109242947234,66.71715327367596,41.45981965621873,7.28602091869871,16.354744365461,25.39487170209738,2.620319466056533,5.110365821467479,1.621218270959123,9.067388502950337,42.24160564541441,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
34,mky_full_034_mmmy,mky,full,cccm,mmmy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1081,5734,2449,1104,1081,1104,1.0,0.65,0.65,8,98.0,6.829802087479982,23,0.020833333333333332,#eb8492,0.92156863,0.5176471,0.57254905,66.69790803323093,40.67126379708924,9.61926519838383,67.12311332530777,40.18044405206311,10.398657532316467,14.387076182643634,21.709394715593422,2.260129642739594,5.160120411261677,1.523581854115883,13.306651916796227,41.79332436896185,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
35,mky_full_035_mmy,mky,full,ccm,mmy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1552,7460,3225,1583,1552,1583,1.0,0.65,0.65,8,98.0,3.8926356607038723,31,0.01958307012002527,#ed888b,0.92941177,0.53333336,0.54509807,67.72095427574823,38.58072813053809,15.888949610950466,67.8858219312946,38.6036186593413,15.52080535512653,11.65598212022355,17.247884212130604,1.7644137093232113,3.1686035531437224,0.9142644431556108,22.383649042033824,41.72446887405298,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
36,mky_full_036_mymymk,mky,full,cmcmcy,mymymk,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#ba5a4e,0.7287581699346405,0.3535947712418301,0.3071895424836601,49.87771112774442,37.54693687207522,24.95827138842055,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3523,14976,6386,3592,3523,3592,1.0,0.65,0.65,8,98.0,23.67968587520849,69,0.01920935412026726,#927a58,0.57254905,0.47843137,0.34509805,52.59147473987419,5.243369008800736,19.181018561045693,47.63355691769013,5.099857656263348,17.763073728357412,19.63819379503522,32.92812870284479,7.430865383751047,21.91573930264399,7.035416424784726,74.71101668532248,19.884777886655698,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
37,mky_full_037_mmymy,mky,full,ccmcm,mmymy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#db685a,0.8588235294117647,0.4086274509803921,0.3529411764705882,57.79272001589632,43.79980661784783,29.40157737957495,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1431,7187,3039,1461,1431,1461,1.0,0.65,0.65,8,98.0,5.138501492025884,30,0.02053388090349076,#ef8c85,0.9372549,0.54901963,0.52156866,68.53074522055255,36.62426509830152,20.186894546955237,68.4360223430255,37.241073009739665,20.347686053465303,10.048199638189537,15.865180777423928,2.566924455461853,4.287519837703376,1.2455879862621124,28.863073490140664,41.81922411332566,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
38,mky_full_038_my,mky,full,cm,my,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2083,9364,3999,2126,2083,2126,1.0,0.65,0.65,8,98.0,4.056734141573841,43,0.02022577610536218,#f28f7b,0.9490196,0.56078434,0.48235294,69.38606337322564,35.35953797000663,26.64493721424037,69.49647325886522,35.21867334689932,26.505811075062024,10.44845235541558,18.15316886183323,1.2996180628283949,2.5034301510558596,0.7343128227758228,36.99960123711401,44.27470614925809,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
39,mky_full_039_mymyk,mky,full,cmcmy,mymyk,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#b86740,0.7215686274509804,0.40470588235294114,0.25098039215686274,52.178700012741615,28.8800756531013,35.849891863800444,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3140,13797,5854,3205,3140,3205,1.0,0.65,0.65,8,98.0,19.102212545536215,65,0.0202808112324493,#817055,0.5058824,0.4392157,0.33333334,48.13319216888774,2.603521003151421,15.624540338432091,45.49738886284927,2.8257005058252074,15.49812937613316,17.480933696631812,33.404914343719035,8.09209830283569,16.534993094113357,4.9291468228366595,80.53970814536615,15.839967878791363,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
40,mky_full_040_mymyy,mky,full,cmcmm,mymyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#e7903c,0.9058823529411765,0.5639215686274509,0.23529411764705882,67.43094787588788,26.34285180880125,56.23381246555199,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1436,7132,3031,1466,1436,1466,1.0,0.65,0.65,8,98.0,4.858188379005277,30,0.020463847203274217,#f5977b,0.9607843,0.59411764,0.48235294,71.71561782645652,32.32793964380848,30.46620955780557,71.61888021307391,31.621203109745146,30.346227631087686,14.448161479199904,26.79830279307552,2.0656372877994538,3.797111896733552,1.1024345281501697,43.30178384760683,44.42167946435442,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
41,mky_full_041_myy,mky,full,cmm,myy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#eb9d32,0.9215686274509803,0.615686274509804,0.19607843137254902,70.87834005274337,20.623964460334378,63.79337035503971,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1542,7460,3216,1574,1542,1574,1.0,0.65,0.65,8,98.0,4.524784952977874,32,0.020330368487928845,#f79f7a,0.96862745,0.62352943,0.47843137,73.5607102236592,28.638053657120576,33.39310922677969,73.43335603379825,28.56009577531832,33.33454677491846,15.755407698556663,31.55307611080513,1.849530315336716,3.2543901331936476,0.8701086451167945,49.38348785509305,43.99133847815677,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
42,mky_full_042_mymyky,mky,full,cmcmym,mymyky,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#c47b35,0.7679738562091503,0.4830065359477124,0.20915032679738563,58.21112704192605,22.355378379229627,48.38049279195546,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3520,15030,6374,3592,3520,3592,1.0,0.65,0.65,8,98.0,15.959264914002004,72,0.0200445434298441,#877554,0.5294118,0.45882353,0.32941177,50.09928248165882,1.941203379939374,20.544913310758005,49.436054509807526,1.5313590942069637,20.49106964563345,16.89334640378813,35.45927309076774,6.706226224833834,13.520582845516973,4.045539784918267,84.60238465206896,20.63641765202598,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
43,mky_full_043_myyy,mky,full,cmmm,myyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#f0ae26,0.9411764705882353,0.6803921568627451,0.14705882352941177,75.29275943833024,13.646301897515034,71.93335971602419,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1082,5734,2449,1104,1082,1104,1.0,0.65,0.65,8,98.0,5.269195643017797,22,0.019927536231884056,#faac76,0.98039216,0.6745098,0.4627451,76.65021613008271,23.33339099750209,38.660324750141115,76.15945244734328,23.608164534864017,38.75887862271694,15.43194837528705,34.68107898756826,2.629247351702957,4.4442565723210175,1.297543105357666,58.88697098812298,45.1560388567098,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
44,mky_full_044_myyyy,mky,full,cmmmm,myyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#f3b71e,0.9529411764705882,0.7192156862745098,0.11764705882352941,77.98402366630827,9.564777772315624,76.10333175007294,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,538,3952,1753,549,538,549,1.0,0.65,0.65,8,98.0,6.840126170477911,11,0.020036429872495445,#fbb474,0.9843137,0.7058824,0.45490196,78.69090228128222,19.299346423827746,42.32280801057517,78.14155449734211,20.081640710808113,42.06094451551633,14.210546692009899,35.16227080724569,2.067009006417691,5.517163370035834,1.6898543872184373,65.48685059823981,46.51542593900349,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
45,mky_full_045_myyyyy,mky,full,cmmmmm,myyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#f5be19,0.9607843137254902,0.7450980392156863,0.09803921568627451,79.79204921266052,6.88998560197307,78.60061215554556,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1848,8929,3838,1879,1848,1366,0.7269824374667376,0.65,0.65,8,98.0,7.535433420624753,31,0.016498137307078234,#fdb974,0.99215686,0.7254902,0.45490196,80.16016208576133,16.868551125820282,44.02080933607265,79.73579273944928,17.76541511150816,43.791565673180585,13.728418879963908,35.9926386923032,2.7351360649129672,6.172054899144314,1.8605308136853447,69.03342066030706,47.14212205328982,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
46,mky_full_046_y,mky,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,647,4789,2070,660,647,0,0.0,0.65,0.65,8,98.0,1.1353760262607555,13,0.019696969696969695,#ffe956,1.0,0.9137255,0.3372549,91.75908528621852,-8.425326811808187,70.95802037866204,91.64839648196485,-8.335942661138533,70.80347713811686,4.726351002896312,17.99409297467021,0.35859764090961227,0.7155194663656822,0.22932201509327754,96.77141301311559,71.45646778245055,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
47,mky_full_047_myky,mky,full,cmym,myky,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#b57b2b,0.7107843137254901,0.48137254901960785,0.16666666666666669,56.21883801825216,15.746736247374827,50.60894129817296,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2148,10933,4654,2192,2148,2192,1.0,0.65,0.65,8,98.0,10.241268453388786,44,0.020072992700729927,#5f5d49,0.37254903,0.3647059,0.28627452,39.00828089695414,-2.782086032405706,11.894123026079074,38.940738927911546,-3.03021461056112,11.990707692386275,25.97017618593084,46.24237975431636,4.597551724604148,7.6701611606088145,2.2312797829829463,103.16504100412862,12.215161286336393,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
48,mky_full_048_myyky,mky,full,cmmym,myyky,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#c48f22,0.7686274509803922,0.5599999999999999,0.13333333333333336,62.87636597299512,10.898720965810071,60.52020707213808,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2416,12558,5366,2465,2416,2465,1.0,0.65,0.65,8,98.0,16.070795021870637,49,0.019878296146044624,#7a7352,0.47843137,0.4509804,0.32156864,48.41635406182172,-3.956831180684295,20.048124678495682,47.920215612414516,-3.5576989324708306,20.520617788692988,22.0078842156267,45.47272619193035,6.875750582161432,13.13281382104216,3.9726315835471473,101.16478243708491,20.43486765596839,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
49,mky_full_049_myyyky,mky,full,cmmmym,myyyky,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#ce9c1c,0.8071895424836603,0.6124183006535948,0.11111111111111112,67.29142735139115,7.835381015098564,66.30114330378566,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4139,17256,7356,4222,4139,4222,1.0,0.65,0.65,8,98.0,23.924148490105466,83,0.019658929417337753,#948b57,0.5803922,0.54509807,0.34117648,57.57346445184244,-5.389422443709268,29.005456279577167,54.71643859225224,-5.1984680237327545,28.030647879778105,17.058455847964794,40.74680969166561,5.188163201157661,20.449652054029563,6.239296503828862,100.52593000719537,29.501904485358565,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
50,mky_full_050_yyyyyk,mky,full,mmmmmy,yyyyyk,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#d8bd03,0.8464052287581699,0.7418300653594772,0.013071895424836602,76.70950269694525,-5.56138699410641,77.86378677340021,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1500,8851,3792,1530,1500,1530,1.0,0.65,0.65,8,98.0,31.671751258413785,30,0.0196078431372549,#9ba753,0.60784316,0.654902,0.3254902,66.00568108528708,-16.315716582161187,40.73651863817689,60.34722809478379,-15.122221879884332,37.27583803039653,16.2098807899888,40.10812188531744,4.71464735815011,26.04508367361436,9.1420977189273,111.82699966858223,43.88241741686461,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
51,mky_full_051_yyyyk,mky,full,mmmmy,yyyyk,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#d0b604,0.8156862745098039,0.7152941176470589,0.01568627450980392,74.21597840184782,-5.48163475683433,75.6623751618622,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,268,3983,1676,273,268,273,1.0,0.65,0.65,8,98.0,23.38362914698601,5,0.018315018315018316,#85904d,0.52156866,0.5647059,0.3019608,57.557224430612266,-14.713231937328208,32.79128850457542,54.91359208199479,-13.829881057914678,31.964465196531215,20.80331872771545,46.911262416968185,6.346885989462939,22.369092003231078,6.387442988876283,114.16545497119341,35.940893086175734,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
52,mky_full_052_yyyk,mky,full,mmmy,yyyk,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c4ac05,0.7696078431372549,0.6754901960784314,0.0196078431372549,70.4431701097861,-5.360264800353121,72.31357491032786,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,771,5749,2487,787,771,787,1.0,0.65,0.65,8,98.0,16.589199437180863,16,0.020330368487928845,#6e774b,0.43137255,0.46666667,0.29411766,48.46032941836917,-12.318189486534209,22.87773550883927,46.69878233780486,-11.457599968611015,22.54903174246113,26.76512276073433,54.5486958426373,6.194786850073056,15.588521485693812,4.409951544581204,118.2996079866698,25.98323640808756,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
53,mky_full_053_yyk,mky,full,mmy,yyk,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#b19b07,0.69281045751634,0.6091503267973856,0.026143790849673203,64.06203102381075,-5.152249592040081,66.58979098711278,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1215,7489,3155,1240,1215,1240,1.0,0.65,0.65,8,98.0,11.331244305646264,25,0.020161290322580645,#5d6547,0.3647059,0.39607844,0.2784314,41.35796291679193,-9.314785521322422,16.287211319141683,40.8733580733686,-9.351151640962009,16.239114916143823,29.443608803427086,55.345739991649715,5.847847999106351,9.561789834042346,2.892329313968099,119.76558213183387,18.762688556350735,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
54,mky_full_054_mykyky,mky,full,cmymym,mykyky,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#a77a20,0.6535947712418301,0.4797385620915033,0.12418300653594772,54.32769137172065,9.001751098563659,52.48735986456191,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3392,15021,6395,3462,3392,3462,1.0,0.65,0.65,8,98.0,13.708856944697578,70,0.020219526285384173,#565645,0.3372549,0.3372549,0.27058825,36.09504277323516,-3.11082013202528,9.873237773857497,37.57556546392144,-3.004719460933177,10.255876064930494,26.234048086884833,47.90727771741375,5.883487789001483,10.289223872105921,2.973764542868195,107.48838794430998,10.351716091206342,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4547mky.tif,DSC_4547mky.tif,DSC_4547,mky,capture_number,4547,m,k,y,CMY+neutral,full__mky__DSC_4547mky,0.5469462169553327
