region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_v,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset
11,cvy_full_011_cvyv,cvy,full,cymy,cvyv,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#8795b7,0.5303921568627451,0.5852941176470589,0.7156862745098039,61.7774215976672,2.5622992486872276,-18.94853201460396,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full
12,cvy_full_012_cvyvv,cvy,full,cymyy,cvyvv,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#8389c5,0.5137254901960785,0.5364705882352941,0.7725490196078432,58.68636568916514,12.159224736436213,-31.91840896340963,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full
13,cvy_full_013_cvyvvv,cvy,full,cymyyy,cvyvvv,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#8081cf,0.5026143790849674,0.5039215686274511,0.8104575163398694,56.74157540504528,18.875139200358827,-40.43772005409711,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full
14,cvy_full_014_cvvvvv,cvy,full,cyyyyy,cvvvvv,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#696af9,0.4104575163398693,0.41503267973856217,0.977124183006536,51.9554756004721,39.95098139301578,-72.01077903677114,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full
15,cvy_full_015_cvvvv,cvy,full,cyyyy,cvvvv,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#676ef8,0.4031372549019608,0.4298039215686275,0.9725490196078432,52.6336143349329,37.02149791197279,-70.26885899612341,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full
16,cvy_full_016_cvvv,cvy,full,cyyy,cvvv,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#6473f6,0.39215686274509803,0.45196078431372555,0.9656862745098039,53.70174887928475,32.57975215233,-67.57713568042698,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full
17,cvy_full_017_cvv,cvy,full,cyy,cvv,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#5f7df3,0.3738562091503268,0.48888888888888893,0.954248366013072,55.60660835952862,25.101988035983457,-62.901087858384976,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full
18,cvy_full_018_cvcvyv,cvy,full,cycymy,cvcvyv,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#7793c9,0.4660130718954249,0.5777777777777778,0.7875816993464052,60.86018638677629,3.7201899126353966,-30.767224567540595,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full
19,cvy_full_019_cvcvv,cvy,full,cycyy,cvcvv,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#5c84f1,0.35921568627450984,0.5184313725490196,0.9450980392156862,57.230916724072955,19.10439038254935,-59.01091171208801,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full
20,cvy_full_020_cv,cvy,full,cy,cv,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#5690ee,0.33725490196078434,0.5627450980392157,0.9313725490196079,59.81163391751927,10.177625879693009,-52.969272073506076,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full
21,cvy_full_021_cyvcv,cvy,full,cmycy,cyvcv,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#789fbe,0.4698039215686275,0.6250980392156863,0.7450980392156863,63.859354896719594,-5.781400103659795,-20.082050431443243,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full
22,cvy_full_022_ccvcv,cvy,full,ccycy,ccvcv,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#509bea,0.31529411764705884,0.6070588235294118,0.9176470588235294,62.53851352418627,1.434861162781076,-46.72991676815164,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full
23,cvy_full_023_ccv,cvy,full,ccy,ccv,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#4da2e8,0.3006535947712418,0.6366013071895424,0.9084967320261438,64.4242227167021,-4.2472141948939335,-42.48559172864355,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full
24,cvy_full_024_cycvcv,cvy,full,cmcycy,cycvcv,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#6ea6c3,0.4294117647058824,0.6516339869281046,0.7647058823529411,65.4000610516181,-10.877664955983635,-20.574020139134962,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full
25,cvy_full_025_cccv,cvy,full,cccy,cccv,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#48ace5,0.2823529411764706,0.6735294117647059,0.8970588235294118,66.84522755777503,-11.150676416141758,-37.10830404442107,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full
26,cvy_full_026_ccccv,cvy,full,ccccy,ccccv,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#45b1e3,0.27137254901960783,0.6956862745098039,0.8901960784313726,68.32722199238263,-15.175958796576017,-33.85255153955442,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full
27,cvy_full_027_cccccv,cvy,full,cccccy,cccccv,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#43b5e2,0.26405228758169935,0.7104575163398693,0.8856209150326798,69.32599965674956,-17.80812918878638,-31.67264899482809,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full
28,cvy_full_028_c,cvy,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full
29,cvy_full_029_cycv,cvy,full,cmcy,cycv,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#79b2ae,0.4754901960784314,0.696078431372549,0.6813725490196079,68.58410455308922,-19.106512611534065,-3.9524549392383035,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full
30,cvy_full_030_ccycv,cvy,full,ccmcy,ccycv,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#6db6b7,0.4258823529411765,0.7137254901960784,0.7176470588235294,69.53954302152165,-22.58248202814289,-7.706928137342306,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full
31,cvy_full_031_cccycv,cvy,full,cccmcy,cccycv,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#64b9bd,0.39281045751633986,0.7254901960784313,0.7418300653594772,70.24275686116486,-24.544020168431658,-10.087365924118853,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full
32,cvy_full_032_cccccy,cvy,full,cccccm,cccccy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#5bccb7,0.3562091503267974,0.7993464052287581,0.7189542483660132,75.29660301626511,-37.09575172861812,0.50977836820707,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full
33,cvy_full_033_ccccy,cvy,full,ccccm,ccccy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full
34,cvy_full_034_cccy,cvy,full,cccm,cccy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full
35,cvy_full_035_ccy,cvy,full,ccm,ccy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full
36,cvy_full_036_cycycv,cvy,full,cmcmcy,cycycv,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#85bd99,0.5215686274509804,0.7405228758169934,0.5980392156862745,71.95493204900741,-25.78335827230749,12.634635138265482,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full
37,cvy_full_037_ccycy,cvy,full,ccmcm,ccycy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full
38,cvy_full_038_cy,cvy,full,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full
39,cvy_full_039_cycyv,cvy,full,cmcmy,cycyv,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#94bb8b,0.5803921568627451,0.7317647058823529,0.5450980392156863,71.91341887409334,-22.071944644301567,19.999104908342623,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full
40,cvy_full_040_cycyy,cvy,full,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full
41,cvy_full_041_cyy,cvy,full,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full
42,cvy_full_042_cycyvy,cvy,full,cmcmym,cycyvy,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#a6c174,0.6503267973856209,0.7555555555555555,0.4542483660130719,74.4058211376703,-21.888579427164988,35.71179508246398,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full
43,cvy_full_043_cyyy,cvy,full,cmmm,cyyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full
44,cvy_full_044_cyyyy,cvy,full,cmmmm,cyyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full
45,cvy_full_045_cyyyyy,cvy,full,cmmmmm,cyyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#dedb25,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full
46,cvy_full_046_y,cvy,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full
47,cvy_full_047_cyvy,cvy,full,cmym,cyvy,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#abb777,0.6686274509803922,0.7186274509803922,0.46568627450980393,72.16040860592445,-14.966083294350675,31.363554691802808,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full
48,cvy_full_048_cyyvy,cvy,full,cmmym,cyyvy,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#bbbf5f,0.7349019607843138,0.7498039215686274,0.37254901960784315,75.32130606999347,-14.816982274271362,47.553466609767426,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full
49,cvy_full_049_cyyyvy,cvy,full,cmmmym,cyyyvy,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#c7c44f,0.7790849673202614,0.7705882352941176,0.3104575163398693,77.50192108863261,-14.08981280447158,57.5063080656113,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full
50,cvy_full_050_yyyyyv,cvy,full,mmmmmy,yyyyyv,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#e8c82b,0.907843137254902,0.7856209150326797,0.16666666666666666,81.1314704473235,-3.8446413030887583,75.14489947392265,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full
51,cvy_full_051_yyyyv,cvy,full,mmmmy,yyyyv,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#e3c433,0.8894117647058823,0.7678431372549019,0.2,79.5739437608988,-3.2521168134359013,71.0938854861102,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full
52,cvy_full_052_yyyv,cvy,full,mmmy,yyyv,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#dcbd40,0.861764705882353,0.7411764705882353,0.25,77.24603834345442,-2.213430655522264,64.13854172454272,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full
53,cvy_full_053_yyv,cvy,full,mmy,yyv,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d0b255,0.815686274509804,0.6967320261437909,0.3333333333333333,73.40015937264121,-0.0024389208980180044,50.53195710443885,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full
54,cvy_full_054_cyvyvy,cvy,full,cmymym,cyvyvy,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#afae7a,0.6869281045751635,0.6816993464052287,0.477124183006536,69.99233553262786,-7.847957993262211,27.0301031968216,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full
55,cvy_full_055_yyvyv,cvy,full,mmymy,yyvyv,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#c7a966,0.7788235294117648,0.6611764705882354,0.4,70.36887960795697,2.2915304464816155,38.278747695252704,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full
