region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_g,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset
11,ygm_full_011_ygmg,ygm,full,cymy,ygmg,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#819e57,0.503921568627451,0.6176470588235294,0.3411764705882353,61.30701990140311,-22.369260997652628,33.49759345578731,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full
12,ygm_full_012_ygmgg,ygm,full,cymyy,ygmgg,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#6da459,0.42823529411764705,0.643921568627451,0.35058823529411764,62.18005548341186,-32.51127157587985,33.09470471017066,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full
13,ygm_full_013_ygmggg,ygm,full,cymyyy,ygmggg,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#60a95b,0.37777777777777777,0.661437908496732,0.3568627450980392,62.93666980088943,-38.586181434776876,33.08505332900491,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full
14,ygm_full_014_yggggg,ygm,full,cyyyyy,yggggg,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#45c453,0.27124183006535946,0.7699346405228757,0.3235294117647059,70.53602375476497,-57.754472440015306,46.277001016038554,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full
15,ygm_full_015_ygggg,ygm,full,cyyyy,ygggg,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#4dc54f,0.3003921568627451,0.7741176470588236,0.31058823529411766,71.03654604530183,-56.93654278886323,48.41164853265205,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full
16,ygm_full_016_yggg,ygm,full,cyyy,yggg,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#58c74a,0.34411764705882353,0.7803921568627451,0.2911764705882353,71.82897302151117,-55.38767028341801,51.58503391875486,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full
17,ygm_full_017_ygg,ygm,full,cyy,ygg,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#6aca42,0.4169934640522876,0.7908496732026143,0.25882352941176473,73.25969245824507,-52.014165739953434,56.76698040935824,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full
18,ygm_full_018_ygygmg,ygm,full,cycymy,ygygmg,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#86ae4b,0.5235294117647059,0.6823529411764705,0.29215686274509806,66.3669427082204,-29.869765148110737,45.86024032504123,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full
19,ygm_full_019_ygygg,ygm,full,cycyy,ygygg,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#79cc3b,0.4752941176470588,0.7992156862745098,0.23294117647058826,74.50114012845992,-48.68639350873899,60.78178216902822,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full
20,ygm_full_020_yg,ygm,full,cy,yg,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#90cf32,0.5627450980392157,0.8117647058823529,0.19411764705882353,76.5181876914217,-42.83550403159575,66.51630663705663,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full
21,ygm_full_021_ymgyg,ygm,full,cmycy,ymgyg,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#9aab46,0.6031372549019608,0.6690196078431373,0.27294117647058824,66.72021151251288,-20.452324989883586,48.89567195723098,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full
22,ygm_full_022_yygyg,ygm,full,ccycy,yygyg,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#a6d228,0.6501960784313725,0.824313725490196,0.15529411764705883,78.71036781252369,-36.191852490797984,71.82923880743049,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full
23,ygm_full_023_yyg,ygm,full,ccy,yyg,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#b5d421,0.7084967320261438,0.8326797385620915,0.12941176470588237,80.26235676752313,-31.443535494454224,75.10669897134102,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full
24,ygm_full_024_ymygyg,ygm,full,cmcycy,ymygyg,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#abb33a,0.6692810457516339,0.7032679738562092,0.22745098039215686,70.3860823714608,-18.55675143328511,58.10820874666882,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full
25,ygm_full_025_yyyg,ygm,full,cccy,yyyg,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#c7d719,0.7813725490196078,0.8431372549019608,0.09705882352941177,82.2965489753003,-25.259099303701905,78.89213150428324,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full
26,ygm_full_026_yyyyg,ygm,full,ccccy,yyyyg,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#d2d914,0.8250980392156861,0.8494117647058823,0.07764705882352942,83.56396333712765,-21.455436693786577,80.99892539154644,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full
27,ygm_full_027_yyyyyg,ygm,full,cccccy,yyyyyg,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#dada11,0.8542483660130719,0.8535947712418301,0.06470588235294118,84.42728348833214,-18.89284083051085,82.33753592452919,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full
28,ygm_full_028_y,ygm,full,c,y,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full
29,ygm_full_029_ymyg,ygm,full,cmcy,ymyg,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#b8a63e,0.7225490196078431,0.6490196078431373,0.24411764705882355,67.77251853173294,-5.282821751515343,54.02476450633448,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full
30,ygm_full_030_yymyg,ygm,full,ccmcy,yymyg,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#c6b132,0.7780392156862745,0.6941176470588235,0.19529411764705884,72.0510150162991,-5.806955570354544,63.589857201520914,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full
31,ygm_full_031_yyymyg,ygm,full,cccmcy,yyymyg,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#d0b92a,0.8150326797385622,0.7241830065359478,0.1627450980392157,74.89438144243047,-6.006687822271206,69.1753187304194,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full
32,ygm_full_032_yyyyym,ygm,full,cccccm,yyyyym,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#f5be19,0.9607843137254902,0.7450980392156863,0.09803921568627451,79.79204921266052,6.88998560197307,78.60061215554556,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full
33,ygm_full_033_yyyym,ygm,full,ccccm,yyyym,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#f3b71e,0.9529411764705882,0.7192156862745098,0.11764705882352941,77.98402366630827,9.564777772315624,76.10333175007294,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full
34,ygm_full_034_yyym,ygm,full,cccm,yyym,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#f0ae26,0.9411764705882353,0.6803921568627451,0.14705882352941177,75.29275943833024,13.646301897515034,71.93335971602419,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full
35,ygm_full_035_yym,ygm,full,ccm,yym,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#eb9d32,0.9215686274509803,0.615686274509804,0.19607843137254902,70.87834005274337,20.623964460334378,63.79337035503971,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full
36,ygm_full_036_ymymyg,ygm,full,cmcmcy,ymymyg,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#c69843,0.7758169934640522,0.5947712418300654,0.2607843137254902,65.54049040920306,8.340010989047798,50.143175452827414,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full
37,ygm_full_037_yymym,ygm,full,ccmcm,yymym,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#e7903c,0.9058823529411765,0.563921568627451,0.23529411764705882,67.4309478758879,26.342851808801193,56.233812465552,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full
38,ygm_full_038_ym,ygm,full,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full
39,ygm_full_039_ymymg,ygm,full,cmcmy,ymymg,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#ba8950,0.7309803921568627,0.5388235294117647,0.3129411764705882,60.84596767579788,12.169359320829521,37.847583232395465,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full
40,ygm_full_040_ymymm,ygm,full,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full
41,ygm_full_041_ymm,ygm,full,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full
42,ygm_full_042_ymymgm,ygm,full,cmcmym,ymymgm,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#bc775c,0.7366013071895425,0.4653594771241831,0.3588235294117647,56.63545807288892,24.167788828987845,26.219727409704685,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full
43,ygm_full_043_ymmm,ygm,full,cmmm,ymmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full
44,ygm_full_044_ymmmm,ygm,full,cmmmm,ymmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full
45,ygm_full_045_ymmmmm,ygm,full,cmmmmm,ymmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#cd3a7d,0.8039215686274509,0.22745098039215692,0.4901960784313726,48.87116714116331,62.29780497489007,-4.023754337227636,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full
46,ygm_full_046_m,ygm,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full
47,ygm_full_047_ymgm,ygm,full,cmym,ymgm,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#a97464,0.6637254901960784,0.4549019607843138,0.39117647058823535,53.88932511992894,18.900394646449325,17.439633043878477,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full
48,ygm_full_048_ymmgm,ygm,full,cmmym,ymmgm,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#ae626e,0.6839215686274509,0.3835294117647059,0.4305882352941176,50.53033917090427,32.29759820417644,6.944402322925924,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full
49,ygm_full_049_ymmmgm,ygm,full,cmmmym,ymmmgm,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#b25675,0.6973856209150325,0.3359477124183006,0.4568627450980392,48.66412045696286,40.803089290195494,0.2999173583490444,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full
50,ygm_full_050_mmmmmg,ygm,full,mmmmmy,mmmmmg,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#a8358e,0.6581699346405229,0.20653594771241832,0.5549019607843138,42.40316877716275,56.260606339782804,-24.461716545886247,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full
51,ygm_full_051_mmmmg,ygm,full,mmmmy,mmmmg,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#a23a8c,0.6368627450980392,0.22823529411764704,0.548235294117647,42.24489259594151,52.28690777058803,-23.74379604785888,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full
52,ygm_full_052_mmmg,ygm,full,mmmy,mmmg,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#9a4389,0.6049019607843137,0.2607843137254902,0.538235294117647,42.25330981824591,45.73249758351594,-22.281323508571305,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full
53,ygm_full_053_mmg,ygm,full,mmy,mmg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#8d5085,0.5516339869281045,0.3150326797385621,0.5215686274509804,42.93483546284732,33.391924905674884,-18.807413186311095,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full
54,ygm_full_054_ymgmgm,ygm,full,cmymym,ymgmgm,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#97716c,0.5908496732026144,0.4444444444444445,0.42352941176470593,51.28553633115398,13.918837750726997,8.682112492456406,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full
55,ygm_full_055_mmgmg,ygm,full,mmymy,mmgmg,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#825b82,0.5090196078431373,0.35843137254901963,0.508235294117647,44.0636857620647,22.556357664075044,-15.138833132513518,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full
