region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_g,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cgy_full_021_cygcg,cgy,full,cmycy,cygcg,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#57c980,0.3411764705882353,0.788235294117647,0.5003921568627451,73.11841289296575,-48.74753519687091,27.198873925873567,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2921,13884,5873,2981,2921,2981,1.0,0.65,0.65,8,98.0,4.6869257791915775,60,0.020127474002012747,#7cc99e,0.4862745,0.7882353,0.61960787,75.21826393611029,-33.41046978198292,14.605217438716277,75.34315527931388,-33.516588921703224,15.385117886713953,6.865414820753394,19.95582956583032,1.6143617501924548,3.592953111918025,1.0452966290265597,156.38770017662546,36.46329479743946,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
22,cgy_full_022_ccgcg,cgy,full,ccycy,ccgcg,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#30c4ac,0.18666666666666665,0.7701960784313725,0.6729411764705883,71.71688235528099,-43.684436947561466,1.5272197876999183,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1121,7171,3090,1144,1121,1144,1.0,0.65,0.65,8,98.0,6.498108607515111,23,0.020104895104895104,#6dc0b5,0.42745098,0.7529412,0.70980394,72.60016206614594,-28.201458424318037,-2.3080925688323095,72.51398975431424,-27.651252276190306,-3.1819020538595906,6.535553686214529,15.975369412661847,1.2099089763441468,4.150819202073729,1.534704246290693,184.67883160241834,28.29575142251638,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
23,cgy_full_023_ccg,cgy,full,ccy,ccg,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#31c5b4,0.19346405228758168,0.7725490196078431,0.7045751633986929,72.14281218826366,-41.58939309555265,-2.2366494280815052,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1256,7496,3226,1282,1256,1282,1.0,0.65,0.65,8,98.0,3.959763364250186,26,0.0202808112324493,#6dbebf,0.42745098,0.74509805,0.7490196,72.2944930356712,-24.96887509008905,-7.98799922318274,72.11900670558867,-24.71339913761656,-7.938611762859395,8.392782056317197,17.58813947849576,1.6407014385730994,2.877249535172365,0.7946764691101624,197.7404235087233,26.21550790761143,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
24,cgy_full_024_cycgcg,cgy,full,cmcycy,cycgcg,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#52c98f,0.32222222222222224,0.7875816993464051,0.5607843137254902,73.20504300905542,-46.75112545731802,19.167382449177815,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3444,15173,6464,3515,3444,3515,1.0,0.65,0.65,8,98.0,4.084200664353296,71,0.020199146514935987,#79c6a3,0.4745098,0.7764706,0.6392157,74.41578265700005,-32.02369885829187,10.142718537825223,74.42769809624517,-31.986220505715647,10.413246443669031,6.222055106350964,17.31495144196708,1.7319271952977449,3.1926478260333977,0.953858666041813,162.42568327403887,33.59154697098822,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
25,cgy_full_025_cccg,cgy,full,cccy,cccg,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#34c6be,0.2019607843137255,0.7754901960784314,0.7441176470588236,72.68987247128358,-38.88855397306784,-6.912150447912335,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,758,5772,2468,772,758,772,1.0,0.65,0.65,8,98.0,5.061991595893244,14,0.018134715025906734,#71bacb,0.44313726,0.7294118,0.79607844,71.66871602373931,-18.786534436006974,-14.89382616731132,71.39838066030967,-19.276422646374968,-14.889703748760105,11.937209068714349,21.65273879324233,2.8429188991624557,4.197256850731396,1.2438202294291052,218.40712179564335,23.974151372204258,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
26,cgy_full_026_ccccg,cgy,full,ccccy,ccccg,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#35c6c4,0.20705882352941174,0.7772549019607843,0.7678431372549019,73.02584082700399,-37.2278554452658,-9.700027346092321,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,272,4000,1678,278,272,278,1.0,0.65,0.65,8,98.0,5.47992099030497,6,0.02158273381294964,#71b7d0,0.44313726,0.7176471,0.8156863,70.84597365552872,-15.117328952410801,-19.14587882552885,70.7298436343984,-15.808966582574627,-18.82970648971869,13.816688431520094,24.142313742640567,2.451098572405504,4.598421366503137,1.4302641705467556,231.70585225131546,24.394636924070664,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
27,cgy_full_027_cccccg,cgy,full,cccccy,cccccg,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#36c6c8,0.21045751633986928,0.7784313725490195,0.7836601307189545,73.25301115855225,-36.10518063805268,-11.55085015663213,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1520,9078,3843,1552,1520,1552,1.0,0.65,0.65,8,98.0,7.791566241382518,32,0.020618556701030927,#72b4d4,0.44705883,0.7058824,0.83137256,70.1201811662854,-12.875664729064233,-21.747851328282977,70.1652250719556,-13.896252946927676,-21.090877517528618,14.729663958446586,25.56176570624656,2.9459434932546693,6.483563299110342,1.9797833495070185,239.37263987385109,25.273539119252142,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
28,cgy_full_028_c,cgy,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,670,4868,2096,684,670,684,1.0,0.65,0.65,8,98.0,1.710765781939416,14,0.02046783625730994,#7eabe8,0.49411765,0.67058825,0.9098039,69.12527325253741,0.9547009081423696,-35.31721500903624,69.24485630045625,0.948263042485522,-35.207126458241156,19.760309879136432,34.929981382580884,0.4874282648337264,1.1589732226524772,0.38904673045387533,271.54845207034396,35.33011647049161,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
29,cgy_full_029_cycg,cgy,full,cmcy,cycg,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#65cb87,0.3950980392156863,0.7980392156862745,0.5284313725490196,74.4706038333752,-45.17079511101662,25.353031660511615,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2184,11121,4698,2226,2184,2226,1.0,0.65,0.65,8,98.0,3.1717303457365764,42,0.018867924528301886,#7ec8a0,0.49411765,0.78431374,0.627451,74.9980460978199,-32.114674070925744,12.203342671727846,75.08150417224348,-31.85506752245867,12.374819901964118,6.832997892802836,18.537929022886225,1.3096719566080595,2.3924013975678116,0.6892444816230122,159.1935729719762,34.35511407411426,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
30,cgy_full_030_ccycg,cgy,full,ccmcy,ccycg,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#5ccb98,0.3615686274509804,0.7952941176470588,0.5952941176470589,74.29243915253387,-43.577827096841716,16.032767388690704,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2454,12791,5398,2503,2454,2503,1.0,0.65,0.65,8,98.0,6.653137237929008,49,0.019576508190171794,#79c5a9,0.4745098,0.77254903,0.6627451,74.20520046658885,-29.74785120933221,5.902693981166718,74.00965761290217,-29.35384287680951,5.4397432051791315,6.856444248689007,17.143343631836945,2.5908801984142906,5.138546453673702,1.5208942872436606,168.77690715262668,30.327816403557144,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
31,cgy_full_031_cccycg,cgy,full,cccmcy,cccycg,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#56caa3,0.33921568627450976,0.7934640522875817,0.6398692810457517,74.21993019621358,-42.11421876104454,9.811292319475262,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4173,17278,7403,4257,4173,4257,1.0,0.65,0.65,8,98.0,5.994994971326606,84,0.019732205778717406,#75c3b5,0.45882353,0.7647059,0.70980394,73.54489498644858,-27.626694336551736,-1.3355657600315984,73.3501837415951,-27.24824751413937,-0.7714224977460851,8.610167657002258,18.29197861165832,2.075744809467539,4.524658676915036,1.4024116027763085,182.76771267147646,27.65895832934835,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
32,cgy_full_032_cccccy,cgy,full,cccccm,cccccy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#5bccb7,0.3562091503267974,0.7993464052287581,0.7189542483660132,75.29660301626511,-37.09575172861812,0.50977836820707,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1809,9033,3790,1845,1809,1845,1.0,0.65,0.65,8,98.0,16.28984682090852,36,0.01951219512195122,#78bdcc,0.47058824,0.7411765,0.8,72.28781615286124,-16.85402383744561,-13.942237761175512,72.41333547332627,-18.749061927261252,-11.825534457128871,15.324494103208501,25.052766645893563,4.953392580454278,12.391607224182719,3.996215023632161,219.59874191626676,21.873365385837023,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
33,cgy_full_033_ccccy,cgy,full,ccccm,ccccy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,530,4026,1726,540,530,540,1.0,0.65,0.65,8,98.0,12.635286905609371,10,0.018518518518518517,#78bec5,0.47058824,0.74509805,0.77254903,72.76758659453691,-20.165799934671103,-10.345740120964253,72.78389775868585,-20.889397099747995,-8.915963214210567,13.968245516035426,23.471049765045407,4.951915008791416,8.593162278546197,2.961623798888522,207.15936379822506,22.664814705964627,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
34,cgy_full_034_cccy,cgy,full,cccm,cccy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1139,5735,2522,1162,1139,1162,1.0,0.65,0.65,8,98.0,8.732760932544076,23,0.019793459552495698,#7bc2b8,0.48235294,0.7607843,0.72156864,73.90337444381532,-25.026095440180917,-1.6821058609847173,73.79788783680725,-25.31942338950547,-0.9259227040229823,9.707947073881348,18.93398063201822,3.3440848807050925,6.087148788879516,2.0628890786554748,183.84529911597642,25.082562331400737,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
35,cgy_full_035_ccy,cgy,full,ccm,ccy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1578,7566,3248,1611,1578,1611,1.0,0.65,0.65,8,98.0,4.913256416344585,33,0.020484171322160148,#80c6ab,0.5019608,0.7764706,0.672549,74.70266688696783,-27.73134576449751,6.534948183876277,74.69606795773846,-27.90682183053341,6.548391787587004,8.808080925593805,19.42124043360948,1.7693900315553945,3.4394413575695317,1.1342213706285558,166.74005003018806,28.49092988436955,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
36,cgy_full_036_cycycg,cgy,full,cmcmcy,cycycg,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#77ce7f,0.4679738562091504,0.8084967320261437,0.49607843137254903,75.87590449730357,-42.61308270122893,31.639899002497685,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3614,15077,6491,3688,3614,3688,1.0,0.65,0.65,8,98.0,3.7562679882800363,74,0.020065075921908895,#85c998,0.52156866,0.7882353,0.59607846,75.44656598354439,-31.968960638529442,17.661026315285255,75.36436922574134,-32.0352588735229,17.937781267493584,6.286398948894835,17.575282292194817,1.650970412981481,2.8724333526672456,0.8329073139352772,151.08185483138766,36.52295572399697,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
37,cgy_full_037_ccycy,cgy,full,ccmcm,ccycy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1472,7227,3065,1502,1472,1502,1.0,0.65,0.65,8,98.0,4.43037690143474,30,0.019973368841544607,#87c89d,0.5294118,0.78431374,0.6156863,75.3754919605137,-29.70560464675176,14.966947503302075,75.44652447993087,-29.59540471137134,14.882403996470204,7.57630523720995,18.368851543027354,1.2046525671928525,2.7883920115529564,0.9609590645875095,153.25909029654804,33.263079607813225,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
38,cgy_full_038_cy,cgy,full,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2140,9658,4057,2184,2140,2184,1.0,0.65,0.65,8,98.0,3.014990280742846,44,0.020146520146520148,#8ecb91,0.5568628,0.79607844,0.5686275,76.45096332649982,-31.013574618656946,23.22628038582736,76.57646101400084,-31.043062245766745,22.90055829272829,8.580497206920125,21.681593234003213,0.8504425061046801,1.607817606938457,0.5528118354927302,143.1702061740479,38.7466374178208,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
39,cgy_full_039_cycyg,cgy,full,cmcmy,cycyg,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#84cf6c,0.516078431372549,0.8133333333333332,0.42274509803921567,76.53936997292597,-42.008825413566655,42.00069732402443,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3155,13859,5894,3219,3155,3219,1.0,0.65,0.65,8,98.0,3.6625409442804493,64,0.019881950916433674,#89cc92,0.5372549,0.8,0.57254905,76.37116950125218,-32.99747705264722,22.326723034864536,76.40472319111507,-33.04126547949684,22.37785411086909,7.578814587619744,21.64019304468057,1.3629364647792968,2.5603926404806114,0.7704017972991438,145.91696765417896,39.8411351911003,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
40,cgy_full_040_cycyy,cgy,full,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1471,7183,3064,1502,1471,1502,1.0,0.65,0.65,8,98.0,4.2248299486168595,31,0.020639147802929428,#96ce89,0.5882353,0.80784315,0.5372549,77.69616826083364,-31.14842376568616,29.303525159231025,77.8128316543803,-31.366849035398463,29.571629878451883,10.705830866309869,27.60930632490974,1.7204638670940446,3.4063863793157467,0.9715642464261385,136.74803471238124,42.765884649384354,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
41,cgy_full_041_cyy,cgy,full,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1584,7566,3259,1617,1584,1617,1.0,0.65,0.65,8,98.0,4.0785208982616155,33,0.02040816326530612,#9ed384,0.61960787,0.827451,0.5176471,79.3640300077041,-31.3832234661805,33.91945905413264,79.26546629464947,-31.462236358506715,33.97536443191067,11.837289688033614,30.78347564604822,1.4862277815765943,2.537052998286206,0.7615700327650521,132.77585558961056,46.21078248258953,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
42,cgy_full_042_cycygy,cgy,full,cmcmym,cycygy,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#98d25a,0.5967320261437908,0.823529411764706,0.35228758169934643,78.1804207838276,-38.045420688177565,52.677252551317544,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3573,15135,6447,3646,3573,3646,1.0,0.65,0.65,8,98.0,3.0516842762289484,73,0.02002194185408667,#90d086,0.5647059,0.8156863,0.5254902,77.82101115729814,-34.91249974256727,30.878598235708978,77.79912626225426,-35.0538900905416,31.133364256933145,7.823498464162774,22.025569207230166,1.2530552485491027,2.285803632871437,0.6189213628543258,138.50862898374237,46.6086951896005,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
43,cgy_full_043_cyyy,cgy,full,cmmm,cyyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1097,5846,2449,1120,1097,1120,1.0,0.65,0.65,8,98.0,4.798559439739936,23,0.020535714285714286,#aad979,0.6666667,0.8509804,0.4745098,81.49896476321399,-30.755563055847645,42.66661143464423,81.4218586235492,-30.852250852369913,41.498542812312515,11.971418075313027,31.243856489132938,1.5569168479219828,3.0795386063778816,0.9286538318254232,125.78536190142466,52.59604918810095,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
44,cgy_full_044_cyyyy,cgy,full,cmmmm,cyyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,519,3987,1700,530,519,530,1.0,0.65,0.65,8,98.0,6.000837727007948,11,0.020754716981132074,#b4dc74,0.7058824,0.8627451,0.45490196,83.00619793947078,-29.63376224305636,47.138549537134125,82.82245839289558,-29.560522453338415,45.34672340998084,12.13305790636688,31.672585929101164,1.638776120207797,3.9770622614984092,1.249943467974825,122.1556204061672,55.67946405222342,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4566cgy.tif,DSC_4566cgy.tif,DSC_4566,cgy,capture_number,4566,c,g,y,CMY+OVG,full__cgy__DSC_4566cgy,0.5462822458270106
