region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_y,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cym_two_color_021_cm,cym,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9460,32331,13744,9653,9460,9653,1.0,0.65,0.65,8,98.0,5.574349189171829,193,0.019993784315756758,#8571b9,0.52156866,0.44313726,0.7254902,52.24991549838515,23.7157801456514,-34.8478687548287,52.19498731587066,23.58219864248734,-34.83590465101997,1.9024847477103943,2.400608143631158,1.7830925356816723,3.510062002204796,1.0407527363128293,304.2373160929029,42.15225005466066,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
22,cym_two_color_022_cmcmm,cym,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6192,23057,9877,6319,6192,6319,1.0,0.65,0.65,8,98.0,7.122594362088039,127,0.020098116790631428,#8e6db4,0.5568628,0.42745098,0.7058824,51.76283957467746,27.116618274047543,-32.80661617328129,51.7153529798999,28.9046387696021,-32.800659185026134,4.613294989608208,9.347225213342801,2.72918735157541,6.182183510510244,1.889457183239007,309.5757549168626,42.56271903158222,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
23,cym_two_color_023_cmm,cym,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4181,16963,7186,4264,4181,4264,1.0,0.65,0.65,8,98.0,6.5591446736619865,83,0.019465290806754222,#9766b0,0.5921569,0.4,0.6901961,51.39769571736409,33.40825835788069,-31.31024281754151,51.34708809130792,33.01856179638526,-31.288749788283823,5.871744554997435,11.889994108654944,3.0353954095846007,5.2204906315885635,1.438313893739834,316.85673882405735,45.78693079690224,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
24,cym_two_color_024_mcmm,cym,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2623,11777,5021,2677,2623,2677,1.0,0.65,0.65,8,98.0,8.958504243929347,54,0.020171834142697048,#a45fac,0.6431373,0.37254903,0.6745098,51.22263327066554,40.726531627007624,-28.694641394220156,51.41408620128532,38.58458643542867,-28.84556795227845,7.160288892632793,14.661496020086982,2.9176904350401953,7.439745047952989,2.195832389813292,324.83267208400946,49.82000424637221,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
25,cym_two_color_025_mmcmm,cym,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3203,13848,5837,3269,3203,3269,1.0,0.65,0.65,8,98.0,11.967790873449951,66,0.02018966044661976,#ad5ba8,0.6784314,0.35686275,0.65882355,51.22869817947557,45.15204614392637,-26.63398674252171,51.588329685817904,42.025996241919515,-27.097767761236298,7.681468587801047,15.725436848844996,2.4757269979225502,8.450108334337623,2.819551698548115,329.4647800773316,52.422099545745766,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
26,cym_two_color_026_m,cym,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1136,6794,2897,1159,1136,1159,1.0,0.65,0.65,8,98.0,1.7763783054546907,23,0.01984469370146678,#d9509e,0.8509804,0.3137255,0.61960787,55.03263709766257,60.899412180210724,-14.604545275479097,55.0284189072536,60.89068845371634,-14.60203541191463,10.96950386739984,18.067874995795272,0.6634065210304593,1.2966211173437572,0.4077105724246453,346.5143316095593,62.626121918882355,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
27,cym_two_color_027_mmymm,cym,two_color,mmymm,mmymm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2820,13801,5907,2875,2820,2875,1.0,0.65,0.65,8,98.0,15.581699015673319,55,0.019130434782608695,#da6089,0.85490197,0.3764706,0.5372549,57.044956731624936,51.78756976140525,0.48805954527435524,58.14180308048104,49.489565853518684,3.059720968194007,7.27535980894879,10.838286067104868,3.958662593161616,13.119691522185121,4.220114632511429,0.5399543632893824,51.789869510476166,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
28,cym_two_color_028_mmym,cym,two_color,mmym,mmym,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2053,11730,4999,2094,2053,2094,1.0,0.65,0.65,8,98.0,13.506722659941863,41,0.019579751671442217,#da6583,0.85490197,0.39607844,0.5137255,57.949583860719,48.0590793071769,5.7459289569604,59.01829609374836,46.96518137216786,7.305817018650148,6.476283378499223,10.477131636055454,4.498223934989722,11.202705072686202,3.404836490018164,6.817902730651156,48.401351256260966,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
29,cym_two_color_029_mmy,cym,two_color,mmy,mmy,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3359,16879,7084,3426,3359,3426,1.0,0.65,0.65,8,98.0,10.193080519874398,67,0.019556333917104495,#dc6d7c,0.8627451,0.42745098,0.4862745,59.51327777421342,44.15853052261848,13.56020483753515,60.43259974804042,43.7551884499878,13.623114535501223,5.292180271228209,9.362012207288284,4.4193169694588095,7.732993561718738,2.2061966430944104,17.07067887853458,46.193668106710675,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
30,cym_two_color_030_mmymy,cym,two_color,mmymy,mmymy,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#db685a,0.8588235294117647,0.4086274509803921,0.3529411764705882,57.79272001589632,43.79980661784783,29.40157737957495,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5152,23085,9758,5254,5152,5254,1.0,0.65,0.65,8,98.0,10.692120702555972,102,0.019413779977160258,#df7676,0.8745098,0.4627451,0.4627451,61.531824762859685,40.648748568979045,21.38312899126793,61.63127101070135,41.37457943250018,18.742435478208908,5.13135027150874,9.391782881436736,4.187152150638732,9.53415448696739,2.759950618019052,27.746453770211417,45.92993539818317,LayerLoomPhotos100NCZ_5/centered_4x3_tif/cmysimpleDSC_4511.tif,cmysimpleDSC_4511.tif,DSC_4511,cmy,filename_prefix,4511,c,y,m,CMY,two_color__cym__cmysimpleDSC_4511,0.5442999697611128
