region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_l,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cly_full_021_cylcl,cly,full,cmycy,cylcl,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#9acda6,0.6047058823529412,0.803921568627451,0.6494117647058824,78.04550688511553,-24.409275924481665,14.342469281986169,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2929,13883,5882,2985,2929,2985,1.0,0.65,0.65,8,98.0,9.954550988724542,56,0.018760469011725293,#a2beb6,0.63529414,0.74509805,0.7137255,74.47671954376267,-10.767283768010893,1.942319223927158,74.7264418141677,-11.65074022940903,2.6967392113985884,11.08830319341088,18.77775051882923,5.513422125486694,8.15136596509701,2.14900973752288,169.7743377725535,10.94106958704257,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
22,cly_full_022_cclcl,cly,full,ccycy,cclcl,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#73c8d2,0.45019607843137255,0.7858823529411765,0.8219607843137254,75.91892577141277,-23.486585930190984,-12.664493303691327,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1103,7254,3068,1126,1103,1126,1.0,0.65,0.65,8,98.0,6.852978391820548,23,0.020426287744227355,#9fb8c9,0.62352943,0.72156864,0.7882353,73.398802897259,-5.077301126516554,-11.888164547510204,72.77961315291708,-5.06567621098254,-12.608750355334857,13.41454390353642,18.59718991195458,2.498786647537791,5.842021298328885,1.7057611154091272,246.87321799082704,12.92700441084495,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
23,cly_full_023_ccl,cly,full,ccy,ccl,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#69c8d3,0.41307189542483663,0.7856209150326797,0.8287581699346406,75.57752358876611,-25.127508791505605,-14.151564442941812,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1239,7612,3200,1263,1239,1263,1.0,0.65,0.65,8,98.0,6.399846508573428,24,0.019002375296912115,#94b3cb,0.5803922,0.7019608,0.79607844,71.37395540999808,-4.938854181832985,-15.599546850175482,71.73618692724567,-4.997404972052386,-15.633421521827081,14.249444815072502,20.67240705466746,3.293830700123473,4.996940877001585,1.3643056315420306,252.43208719942305,16.362705844701512,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
24,cly_full_024_cyclcl,cly,full,cmcycy,cyclcl,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#8accaf,0.5418300653594771,0.8006535947712418,0.6849673202614378,77.13858677458921,-27.25335580358251,8.084621785362046,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3446,15217,6477,3517,3446,3517,1.0,0.65,0.65,8,98.0,11.834037826054109,71,0.020187659937446686,#9cbcbb,0.6117647,0.7372549,0.73333335,73.82885042931849,-11.295766425041599,-1.6650042920621888,73.87725604674704,-12.766226652733987,-0.27124148067132947,11.723542538084658,18.99089840157433,5.216906973448777,10.147223317721025,2.711414617704743,188.38506066357397,11.417818461583744,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
25,cly_full_025_cccl,cly,full,cccy,cccl,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#5ec8d6,0.3666666666666667,0.7852941176470588,0.8372549019607843,75.20410346817063,-26.903791665477627,-15.926264019264202,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,751,5794,2461,766,751,766,1.0,0.65,0.65,8,98.0,6.727972665233522,15,0.0195822454308094,#86afd2,0.5254902,0.6862745,0.8235294,69.65340007080765,-4.8435523580508955,-21.227143718701402,70.93786710911795,-4.730651258997432,-20.36849733165745,15.141668218233807,23.35730703857655,2.6623990223195904,5.82032962383705,1.7435777285941445,257.1464609237617,21.772726744704826,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
26,cly_full_026_ccccl,cly,full,ccccy,ccccl,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#56c8d7,0.3388235294117647,0.7850980392156862,0.8423529411764706,75.00808609551619,-27.818736517711272,-16.94665722176596,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,304,3968,1739,310,304,310,1.0,0.65,0.65,8,98.0,6.671915982076092,6,0.01935483870967742,#83aed7,0.5137255,0.68235296,0.84313726,69.35672216287313,-4.1093981580981875,-24.362325683914264,70.2416644546699,-3.997180237495242,-23.86014201275444,15.995533570223456,25.476710511569195,2.0467030346005313,5.382221976082329,1.7355038348242784,260.425565823356,24.706478218291036,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
27,cly_full_027_cccccl,cly,full,cccccy,cccccl,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#52c8d8,0.3202614379084967,0.7849673202614379,0.8457516339869282,74.88890569394864,-28.364876898192335,-17.608635469954613,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1519,8971,3838,1547,1519,1547,1.0,0.65,0.65,8,98.0,9.764052163947378,28,0.01809954751131222,#7facd8,0.49803922,0.6745098,0.84705883,68.75726532475149,-3.6883153393740264,-26.134808216162718,70.03357870691161,-3.6946660893297363,-24.761580910579106,16.554863174583456,26.818376641428163,1.623444111665746,6.8909050602439095,2.3752175314707786,261.967093610049,26.393784695232096,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
28,cly_full_028_c,cly,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,639,4816,2060,653,639,653,1.0,0.65,0.65,8,98.0,1.7424824318019227,14,0.021439509954058193,#80ace9,0.5019608,0.6745098,0.9137255,69.41110381274947,0.9856077119346218,-35.199257811753085,69.3466610050315,0.958669565191337,-35.066004203262224,19.730661412440153,34.86625895392718,0.5855758855879019,1.293171745192253,0.4151564069722951,271.60390911478765,35.213054014954245,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
29,cly_full_029_cycl,cly,full,cmcy,cycl,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#8fce9f,0.5598039215686275,0.8078431372549019,0.6215686274509804,77.54559243271768,-29.87197434347033,17.327250744035382,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2220,11118,4742,2266,2220,2266,1.0,0.65,0.65,8,98.0,9.89483097788056,46,0.02030008826125331,#93beae,0.5764706,0.74509805,0.68235296,73.46040285543774,-16.612082265308693,2.6274047153851177,73.91907020696509,-16.878681378800767,4.072752036195595,10.611469417320532,20.213831528753655,4.803771201593441,7.198232122165592,2.1030245772610288,171.01241808494206,16.81857701257189,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
30,cly_full_030_ccycl,cly,full,ccmcy,ccycl,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#7ecdab,0.49333333333333335,0.8031372549019608,0.6698039215686274,76.62912151256064,-31.935036719117406,9.34969625161386,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2488,12580,5451,2538,2488,2538,1.0,0.65,0.65,8,98.0,9.94463668613099,50,0.019700551615445233,#87bcbd,0.5294118,0.7372549,0.7411765,72.54433925049634,-16.097355887377844,-2.380606503899796,73.19806990212574,-16.62981454684114,-2.058409713801128,11.367336346920725,20.127532958426308,5.791514216648978,8.703227199008115,2.0899118961835135,188.4123857616516,16.272435401356127,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
31,cly_full_031_cccycl,cly,full,cccmcy,cccycl,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#73ccb3,0.44901960784313727,0.7999999999999999,0.7019607843137255,76.09911883965674,-32.78361998688334,4.117919124098446,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4126,17468,7350,4210,4126,4210,1.0,0.65,0.65,8,98.0,12.020643452322968,84,0.019952494061757718,#84bcbe,0.5176471,0.7372549,0.74509805,72.37282097221161,-16.075380789174197,-7.072919177994819,72.79445353322564,-16.733852535505555,-5.541989473187148,12.376425429413743,20.45202715596642,4.9677823557259915,9.094378741320098,2.5654936825934667,203.748752836314,17.562575358283812,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
32,cly_full_032_cccccy,cly,full,cccccm,cccccy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#5bccb7,0.3562091503267974,0.7993464052287581,0.7189542483660132,75.29660301626511,-37.09575172861812,0.50977836820707,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1834,9002,3833,1872,1834,1872,1.0,0.65,0.65,8,98.0,15.982047138200056,38,0.0202991452991453,#78bccd,0.47058824,0.7372549,0.8039216,72.23687664682814,-17.36675997805048,-14.153195323554613,72.37110563752448,-18.762811538281223,-11.875580072998023,15.201993440842854,24.770907097542654,5.2255033661376,12.462502486085727,3.932519826507719,219.17861850673046,22.40351066243646,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
33,cly_full_033_ccccy,cly,full,ccccm,ccccy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,548,4080,1762,559,548,559,1.0,0.65,0.65,8,98.0,11.717885159886938,11,0.01967799642218247,#79bfc5,0.4745098,0.7490196,0.77254903,72.89261194530062,-20.407426587030347,-9.715855418206488,72.84472939977532,-20.94140671057106,-8.781694515826235,13.458750332153178,22.86853454770388,5.15105299028162,8.639542159993532,2.6082434199950133,205.45884369227952,22.6022323325048,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
34,cly_full_034_cccy,cly,full,cccm,cccy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1097,5696,2449,1120,1097,1120,1.0,0.65,0.65,8,98.0,8.42793927813172,23,0.020535714285714286,#7bc2b8,0.48235294,0.7607843,0.72156864,73.79143825835959,-24.95371193404078,-1.749208845286443,73.92863147981241,-25.032175839859306,-1.2976986891412174,9.782075478196631,19.044674162596603,3.677582207247396,7.112397651166722,2.0859243721550347,184.00976861206823,25.014944950399503,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
35,cly_full_035_ccy,cly,full,ccm,ccy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1546,7607,3221,1578,1546,1578,1.0,0.65,0.65,8,98.0,7.130426706932792,32,0.020278833967046894,#80c6ab,0.5019608,0.7764706,0.67058825,74.75092097776133,-27.76864820129449,6.856065360012242,74.69024402689276,-27.803175565498183,6.590254983657827,8.617107548467008,19.131718120688067,2.6461879128816386,4.832241285416669,1.4538743004148544,166.13107393839175,28.602507847180387,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
36,cly_full_036_cycycl,cly,full,cmcmcy,cycycl,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#93d08e,0.5777777777777778,0.815032679738562,0.5581699346405229,78.00818182760099,-32.03775655545144,26.517832848308153,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3557,15169,6427,3630,3557,3630,1.0,0.65,0.65,8,98.0,10.770985620997896,73,0.020110192837465565,#8dc19c,0.5529412,0.75686276,0.6117647,73.7552635917928,-23.86673131807404,12.181275742789776,74.34067281204327,-22.318999792101163,11.700606231775032,7.83739785684717,17.040828518300327,4.0046807654105825,9.059728161294949,2.5751378105821843,152.96081248692485,26.79560304473506,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
37,cly_full_037_ccycy,cly,full,ccmcm,ccycy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1460,7233,3068,1489,1460,1489,1.0,0.65,0.65,8,98.0,6.190568550325608,29,0.019476158495634655,#86c8a1,0.5254902,0.78431374,0.6313726,75.32966228786424,-28.940111073326836,13.351768117874663,75.26518918148413,-28.924187181332304,12.741266886810415,8.42577670949426,20.148562849713286,2.4548740604989536,4.733828213726819,1.4986967981713035,155.233357257055,31.871613401426494,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
38,cly_full_038_cy,cly,full,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2113,9587,4046,2157,2113,2157,1.0,0.65,0.65,8,98.0,3.707285741961741,44,0.020398701900788133,#8dcb91,0.5529412,0.79607844,0.5686275,76.34803359346611,-31.240173734972178,22.921866655282287,76.44526568687988,-31.279340219324535,22.751051083145445,8.760026366991339,21.950734574235703,1.214191142692448,2.4619093246084187,0.7454472485247116,143.73136905973473,38.74739250522269,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
39,cly_full_039_cycyl,cly,full,cmcmy,cycyl,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#a5d17f,0.647843137254902,0.8211764705882352,0.4972549019607843,79.23929810102528,-28.848518844113713,36.32750420892164,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3156,13924,5883,3221,3156,3221,1.0,0.65,0.65,8,98.0,8.839667284313576,65,0.020180068301769636,#97c29c,0.5921569,0.7607843,0.6117647,74.33629096569265,-21.058881419053765,13.64165262113508,75.02358235898903,-20.3202847653945,13.727844944421024,10.917779063974764,24.4819482975946,3.454117309574004,6.873918567346526,2.000354096093135,147.0653908917543,25.09125690071124,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
40,cly_full_040_cycyy,cly,full,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1455,7223,3063,1483,1455,1483,1.0,0.65,0.65,8,98.0,5.989380576439064,28,0.018880647336480108,#97cf87,0.5921569,0.8117647,0.5294118,77.87099872120808,-31.705577216763427,30.003214174666027,77.72165809356355,-31.504689314061956,29.740587297668856,10.492030423856063,26.905274922695884,1.7266463776044971,3.3971513264905693,1.1880285083888573,136.58022030492606,43.65130567874263,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
41,cly_full_041_cyy,cly,full,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1568,7499,3242,1600,1568,1600,1.0,0.65,0.65,8,98.0,3.560991643027139,32,0.02,#9ed382,0.61960787,0.827451,0.50980395,79.31493671286219,-31.87019877359909,34.624067588726874,79.17977948188732,-31.70713336130092,34.152789886715205,11.684433928860196,30.15731396117968,1.367032895231175,2.506086130760603,0.7287849078616293,132.62844302040128,47.05885279368212,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
42,cly_full_042_cycyly,cly,full,cmcmym,cycyly,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#b4d46a,0.7065359477124183,0.8300653594771242,0.4143790849673203,80.55905526205493,-26.777101209037145,48.574448046396704,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3593,15144,6465,3666,3593,3666,1.0,0.65,0.65,8,98.0,8.017976400190976,73,0.019912711402073104,#9cc68b,0.6117647,0.7764706,0.54509807,75.59174767343359,-24.181104495498595,24.69905004176558,76.48183983892757,-22.811838375163823,24.153598462127473,10.10824137947931,24.524436252363106,2.863064129928592,6.489331391383279,1.881722727995548,134.39290324477338,34.56542908149503,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
43,cly_full_043_cyyy,cly,full,cmmm,cyyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1138,5735,2522,1162,1138,1162,1.0,0.65,0.65,8,98.0,3.330286221623419,24,0.020654044750430294,#abd97b,0.67058825,0.8509804,0.48235294,81.50109658422036,-30.681620694837484,41.17948091094502,81.33469391660857,-30.675428667988246,40.768780007885724,12.475078530845819,32.66197183474872,1.6305156501867044,2.6866654883078493,0.8222150336064201,126.68871203024725,51.35281391079524,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
44,cly_full_044_cyyyy,cly,full,cmmmm,cyyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,538,4043,1753,549,538,549,1.0,0.65,0.65,8,98.0,5.38476762068636,11,0.020036429872495445,#b4dc70,0.7058824,0.8627451,0.4392157,82.97209901335034,-29.823945226826492,48.68226216780036,82.80811728910135,-29.955390718020695,46.99156009634545,11.705298345507613,30.279904631002506,1.449702869383667,4.036858075156203,1.3328937207757625,121.49265525335505,57.091421060148726,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
45,cly_full_045_cyyyyy,cly,full,cmmmmm,cyyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#dedb25,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1835,8910,3836,1873,1835,1873,1.0,0.65,0.65,8,98.0,5.410387465666175,38,0.0202883075280299,#bcdf70,0.7372549,0.8745098,0.4392157,84.32976733131278,-28.73394870967505,50.48537665876955,84.10083698354178,-28.851890921313856,49.30716797246422,12.061188237410864,31.33769894726429,1.571678552828699,4.099165729343372,1.280926078860518,119.64653669518981,58.08969843981005,LayerLoomPhotos100NCZ_5/centered_4x3_tif/clyDSC_4529.tif,clyDSC_4529.tif,DSC_4529,cly,capture_number,4529,c,l,y,CMY+neutral,full__cly__clyDSC_4529,0.5442999697611128
