region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,yom_two_color_021_ym,yom,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9481,32389,13805,9670,9481,9670,1.0,0.65,0.65,8,98.0,7.59713556989406,189,0.01954498448810755,#ed8a81,0.92941177,0.5411765,0.5058824,67.79320334105216,36.97265530989902,22.683470012799066,68.09233474663172,36.65856462635365,22.249465153217248,12.430890985365608,21.497041294095144,3.812369627868615,5.928392733960233,1.5958432418449453,31.52995562813578,43.37645735287932,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
22,yom_two_color_022_ymymm,yom,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6287,23354,10010,6416,6287,6416,1.0,0.65,0.65,8,98.0,10.521171726825244,129,0.020105985037406484,#eb8489,0.92156863,0.5176471,0.5372549,66.45730725885029,39.03037869250808,17.040545819214458,66.95512258571598,39.16594058558724,15.30304547531903,9.684003471744484,15.830906987977638,4.872702160071296,9.105030267746804,2.701436205533779,23.58593674012002,42.58815167035705,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
23,yom_two_color_023_ymm,yom,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4230,16963,7267,4316,4230,4316,1.0,0.65,0.65,8,98.0,12.767072538932863,86,0.019925857275254866,#e97e8d,0.9137255,0.49411765,0.5529412,65.09850806308293,42.14521221804751,10.998801270851445,65.783566773156,41.395314231775416,11.462480434210224,10.079441509520654,15.292479960786963,4.336173813617232,9.19649754349533,2.905144082860798,14.626472003075037,43.55677378204158,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
24,yom_two_color_024_mymm,yom,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2654,11867,5067,2708,2654,2708,1.0,0.65,0.65,8,98.0,14.827361160161441,54,0.019940915805022157,#e77893,0.90588236,0.47058824,0.5764706,63.92720070080614,45.32537191916502,6.463817627586865,64.8721660637725,43.583954616640476,7.753845245711659,11.613593392712076,16.443867339407227,4.982815484423309,12.412657283068341,3.7718958788776926,8.116183132746016,45.783952187784486,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
25,yom_two_color_025_mmymm,yom,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3289,14017,5923,3356,3289,3356,1.0,0.65,0.65,8,98.0,17.751023001416716,67,0.019964243146603097,#e7749b,0.90588236,0.45490196,0.60784316,63.48470292212549,48.98206595952065,0.08768354742298978,64.25985278987952,46.16955217016645,2.987648826109626,12.908198166120911,17.451806606868782,3.678356633654237,13.526771111096252,4.4427644686051035,0.1025659439896458,48.98214444128922,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
26,yom_two_color_026_m,yom,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1177,6958,2947,1201,1177,1201,1.0,0.65,0.65,8,98.0,2.7628185435969246,24,0.019983347210657785,#e667ac,0.9019608,0.40392157,0.6745098,61.22296443946439,56.62995754667005,-12.783407074581032,61.27080306427199,56.537787394654075,-12.725965214733964,16.772865749141165,25.29635060048714,0.67666113834711,1.7898037211003548,0.6054412768858193,347.2794976551694,58.05486704981849,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
27,yom_two_color_027_mmomm,yom,two_color,mmymm,mmomm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cf2c7d,0.8117647058823529,0.17411764705882354,0.4909803921568628,47.73462346444327,67.08714465268916,-5.790117668219019,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2855,13851,5943,2910,2855,2910,1.0,0.65,0.65,8,98.0,13.023210980258584,55,0.018900343642611683,#ee6c96,0.93333334,0.42352942,0.5882353,62.71505272420532,54.27966342338825,0.3870370300613324,62.71805125525046,54.27856824776595,3.9977278278889443,14.780544505270404,20.654347639470906,3.3261104091274984,10.124717854763217,3.281180656682176,0.40853629382655754,54.28104327496802,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
28,yom_two_color_028_mmom,yom,two_color,mmym,mmom,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d23177,0.8235294117647058,0.1931372549019608,0.4666666666666667,48.58003200991725,65.88304866652928,-0.7034040005712283,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2072,11839,5035,2113,2072,2113,1.0,0.65,0.65,8,98.0,10.084940989335863,41,0.019403691433980123,#f06c8e,0.9411765,0.42352942,0.5568628,62.75101949690966,54.749485360974624,5.964552860697392,62.58978885993744,55.06452652493821,7.371498828907355,14.000203358547946,19.215482479995863,4.441990379050999,8.071281853955028,2.3629833466182215,6.217433013786149,55.07342406387702,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
29,yom_two_color_029_mmo,yom,two_color,mmy,mmo,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d7396d,0.8431372549019608,0.22483660130718955,0.42614379084967324,50.10623141864188,63.795324231423145,7.899709013172629,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3346,16844,7086,3413,3346,3413,1.0,0.65,0.65,8,98.0,8.13317077002105,67,0.019630823322590096,#f46d87,0.95686275,0.42745098,0.5294118,63.3011378245737,54.55588258273825,12.886600486285072,63.24939237554355,54.64357252310357,14.140858537219922,12.788730406152533,16.862441211323915,3.6086116360971587,7.466184473173032,2.000742167207045,13.290188791825926,56.05719219221246,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
30,yom_two_color_030_mmomo,yom,two_color,mmymy,mmomo,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#db4064,0.8588235294117647,0.25019607843137254,0.39372549019607844,51.42406872049685,62.0679106077171,14.84953793234256,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5183,23199,9805,5284,5183,5284,1.0,0.65,0.65,8,98.0,8.269698805834759,101,0.019114307342922028,#f86c7d,0.972549,0.42352942,0.49019608,63.818412903445434,55.17992082427148,18.248665381173023,63.35793433060939,55.40569302439769,17.840461157167002,11.689074398916583,14.581434716640043,3.8653632797020316,7.226581693427126,2.1208622710605893,18.299673675690315,58.11916594693089,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4605yom.tif,DSC_4605yom.tif,DSC_4605,yom,capture_number,4605,y,o,m,CMY+OVG,two_color__yom__DSC_4605yom,0.547112462006079
