region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_v,f_c,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,vcm_full_021_vmcvc,vcm,full,cmycy,vmcvc,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#6c78dc,0.42274509803921567,0.4698039215686275,0.8627450980392158,53.735299567322926,23.017910749143276,-52.81698091006728,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,3002,13927,5971,3063,3002,3063,1.0,0.65,0.65,8,98.0,7.769277109447126,61,0.019915115899444988,#847bcb,0.5176471,0.48235294,0.79607844,55.40882560648233,22.543523615100426,-40.621531386561195,54.86008878172935,22.97805758705177,-40.631532997149364,6.335420527768449,12.318876638601214,2.353886005722873,6.146290870904566,1.8362272144692142,299.0287366376346,46.45771485096923,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
22,vcm_full_022_vvcvc,vcm,full,ccycy,vvcvc,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#5c84f1,0.35921568627450984,0.5184313725490196,0.9450980392156862,57.230916724072955,19.10439038254935,-59.01091171208801,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1132,7232,3113,1156,1132,1156,1.0,0.65,0.65,8,98.0,5.220760242761822,24,0.020761245674740483,#7e79cb,0.49411765,0.4745098,0.79607844,54.42562884785923,22.281630896409276,-41.99028126617587,54.29290519235338,22.072453823234248,-41.95987877196405,10.6196522545088,17.54042069414687,1.81136223199013,3.561908224860206,1.0419273414712305,297.9521119900827,47.53582644928329,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
23,vcm_full_023_vvc,vcm,full,ccy,vvc,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#5f7df3,0.3738562091503268,0.48888888888888893,0.954248366013072,55.60660835952862,25.101988035983457,-62.901087858384976,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1262,7613,3232,1288,1262,1288,1.0,0.65,0.65,8,98.0,5.117750616784775,26,0.020186335403726708,#7f75c9,0.49803922,0.45882353,0.7882353,53.388830043335076,23.658336772380636,-42.29922358532357,53.38492012072092,23.576972035783232,-42.26503390019725,9.699587245870552,20.771121326407112,1.9886922721006663,3.6924722083420445,1.1545767696223386,299.2186781928459,48.4658768078797,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
24,vcm_full_024_vmvcvc,vcm,full,cmcycy,vmvcvc,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#6d72e2,0.42679738562091507,0.4483660130718954,0.8856209150326798,52.76388228765671,28.35142200477997,-57.65066078331722,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3445,15220,6467,3516,3445,3516,1.0,0.65,0.65,8,98.0,9.190645322271724,71,0.020193401592719,#8276c8,0.50980395,0.4627451,0.78431374,53.632254914446435,23.571634740416957,-41.90721998385782,53.268746712079825,25.166634967250406,-41.90887124407125,6.0045758591741345,16.475932917974852,2.6768227067505608,6.395037660627201,2.0603811472063427,299.35653162729653,48.081566645764404,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
25,vcm_full_025_vvvc,vcm,full,cccy,vvvc,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#6473f6,0.3921568627450981,0.45196078431372544,0.9656862745098039,53.70174887928475,32.57975215233,-67.57713568042698,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,750,5811,2461,766,750,766,1.0,0.65,0.65,8,98.0,6.330353112356608,16,0.020887728459530026,#8071c5,0.5019608,0.44313726,0.77254903,52.240533089285975,25.545612998734423,-42.180213922088825,52.64075415619441,25.25935571023176,-41.99319125133219,9.411504635636643,26.39352003837756,1.6479808168452155,3.811616336374587,1.3840610907111923,301.2003651692165,49.31276498021872,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
26,vcm_full_026_vvvvc,vcm,full,ccccy,vvvvc,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#676ef8,0.4031372549019608,0.42980392156862746,0.9725490196078432,52.6336143349329,37.02149791197279,-70.26885899612341,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,299,4000,1735,306,299,306,1.0,0.65,0.65,8,98.0,4.687971865116406,7,0.02287581699346405,#826fc4,0.50980395,0.43529412,0.76862746,52.02796803265667,26.13132801869389,-42.051541833638126,52.018579792754956,26.332643789811858,-42.01197545283049,9.32483834032088,30.251935402486662,1.6520362078539808,3.6602351042483168,1.0606906790481307,301.8573093114147,49.509377643097004,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
27,vcm_full_027_vvvvvc,vcm,full,cccccy,vvvvvc,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#696af9,0.4104575163398693,0.4150326797385621,0.977124183006536,51.9554756004721,39.95098139301578,-72.01077903677114,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1533,9067,3861,1565,1533,1565,1.0,0.65,0.65,8,98.0,4.64194353560517,32,0.020447284345047924,#836ec4,0.5137255,0.43137255,0.76862746,51.642078047191234,27.488932837523016,-42.17473407100736,51.69610680914818,27.153454192867674,-42.11394489220121,9.569642043675534,32.335591094410816,1.9557497217705124,3.5396826622149447,1.0010471496322007,303.09577591911585,50.34232436534928,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
28,vcm_full_028_v,vcm,full,c,v,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#7257ff,0.4470588235294118,0.3411764705882353,1.0,49.0221678957536,53.970442144664624,-79.9984025813113,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,681,4882,2122,695,681,695,1.0,0.65,0.65,8,98.0,5.837873730394056,14,0.02014388489208633,#876bc0,0.5294118,0.41960785,0.7529412,51.18381285968631,29.632762173252004,-41.090536052305524,51.152148385657036,29.672319433013882,-41.17064615297973,11.256284113099568,45.94363343467648,1.3520832702702483,3.975010851522862,1.4059891978687746,305.79755352138596,50.660958805399005,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
29,vcm_full_029_vmvc,vcm,full,cmcy,vmvc,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#7864dc,0.4715686274509804,0.3911764705882353,0.8627450980392157,49.790380821639644,37.75191329599031,-59.090498348807216,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2214,11084,4739,2259,2214,2259,1.0,0.65,0.65,8,98.0,8.615057638113552,45,0.0199203187250996,#8674c7,0.5254902,0.45490196,0.78039217,53.91506924234439,26.329608685618012,-40.82770398907984,53.06929574373292,27.000670520018833,-40.96266223940769,7.1920264225173804,21.931980188886683,2.9397289305770045,6.991936186100076,2.1701082486114265,302.8177936071167,48.5813720118905,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
30,vcm_full_030_vvmvc,vcm,full,ccmcy,vvmvc,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#7761e3,0.4666666666666667,0.3811764705882353,0.8901960784313726,49.560615014212146,40.9927902585932,-63.42548872541016,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2438,12878,5382,2488,2438,2488,1.0,0.65,0.65,8,98.0,8.165663131435622,50,0.02009646302250804,#8671c4,0.5254902,0.44313726,0.76862746,52.85220533821075,27.549027306744108,-41.08546537829389,52.31739286825619,27.9222748521415,-41.08139501620711,7.785914443815737,26.280144069549003,2.9736199021827723,5.9131855057503,1.796262988304534,303.843029154686,49.466800693987864,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
31,vcm_full_031_vvvmvc,vcm,full,cccmcy,vvvmvc,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#7660e8,0.4633986928104576,0.37450980392156863,0.9084967320261438,49.42817674546458,43.1598402408131,-66.27388548203577,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4194,17515,7433,4280,4194,4280,1.0,0.65,0.65,8,98.0,8.206835298581442,86,0.020093457943925235,#8670c4,0.5254902,0.4392157,0.76862746,52.321255088216034,27.974536248463856,-41.20375200306829,51.93298829440972,28.44685260713449,-41.256861510883375,8.287899714845732,29.452927737163943,3.2813717723680904,6.01279865741093,1.6876264200754016,304.17382883000465,49.802849892822124,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
32,vcm_full_032_vvvvvm,vcm,full,cccccm,vvvvvm,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#804ded,0.5,0.30065359477124187,0.9313725490196078,46.91475865389191,56.73748978257559,-73.60279609059697,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1866,9033,3868,1905,1866,1905,1.0,0.65,0.65,8,98.0,5.900046656743378,39,0.02047244094488189,#8a67be,0.5411765,0.40392157,0.74509805,50.46760569848365,31.949486559590653,-40.458067597087165,50.60342144731326,32.023593770260774,-40.55999294578524,10.449182989244765,41.54083355944433,1.9879626215812323,4.148437024019569,1.2968955679774092,308.29793292480895,51.55215732742848,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
33,vcm_full_033_vvvvm,vcm,full,ccccm,vvvvm,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#824bea,0.5105882352941176,0.2925490196078432,0.9176470588235294,46.55113040139975,57.32465652541086,-72.21111280381838,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,534,4080,1731,545,534,545,1.0,0.65,0.65,8,98.0,5.006539407074657,11,0.02018348623853211,#8a67be,0.5411765,0.40392157,0.74509805,50.36124709522938,32.392290258146105,-40.82778719290463,50.3606570853228,32.43592413612896,-40.6813248882656,10.165124282524603,40.26230250875222,2.0644203438444917,3.820181635608537,1.1260933780162472,308.42807414784585,52.116875148430516,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
34,vcm_full_034_vvvm,vcm,full,cccm,vvvm,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#8648e5,0.5264705882352941,0.2803921568627451,0.8970588235294118,46.04496773045418,58.22162368876366,-70.04778407563721,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1138,5845,2522,1162,1138,1162,1.0,0.65,0.65,8,98.0,5.53826254736791,24,0.020654044750430294,#8b65bd,0.54509807,0.39607844,0.7411765,49.986693649800074,33.31744041429438,-40.49765509163274,50.21176361391289,33.40218078043128,-40.554592864129546,9.906202569630723,38.845407331664056,2.158808483742373,4.003380910107276,1.2384621374851534,309.4441477226983,52.44150935738695,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
35,vcm_full_035_vvm,vcm,full,ccm,vvm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#8d42dc,0.5529411764705882,0.2601307189542484,0.8627450980392157,45.31120392348,59.7498642644132,-66.23123816885285,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1584,7618,3259,1617,1584,1617,1.0,0.65,0.65,8,98.0,5.8715370908739395,33,0.02040816326530612,#8f65bd,0.56078434,0.39607844,0.7411765,50.63315225946183,34.51507931470249,-39.806307301496076,50.53806495468067,34.4580262248166,-39.846205276725314,10.120394617131414,36.92417198656716,2.042998115209545,3.973617506300861,1.1557522031373184,310.92776193148393,52.68617276934569,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
36,vcm_full_036_vmvmvc,vcm,full,cmcmcy,vmvmvc,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#8455d6,0.5163398692810458,0.33398692810457514,0.8398692810457516,47.32037362727549,46.91776856418939,-59.69893398259618,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3589,15245,6476,3663,3589,3663,1.0,0.65,0.65,8,98.0,7.251166040702504,74,0.020202020202020204,#886bc2,0.53333336,0.41960785,0.7607843,51.885472292293215,32.422957610565575,-40.90968700727928,51.32555809531737,31.10359427480144,-40.92480029364206,7.650857789343992,24.165584460180032,3.697845929843041,5.978133812681156,1.697541468723713,308.39857141716305,52.20010221493908,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
37,vcm_full_037_vvmvm,vcm,full,ccmcm,vvmvm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#923ed5,0.5741176470588235,0.243921568627451,0.8352941176470589,44.8280240721982,60.991082424680044,-62.979505757944885,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1482,7269,3091,1513,1482,1513,1.0,0.65,0.65,8,98.0,4.553089240277383,31,0.020489094514210177,#9163bb,0.5686275,0.3882353,0.73333335,50.059948741538,35.70399447649744,-39.18083479372132,50.355964057646176,35.60853792968726,-39.303766643762714,9.746521945431512,35.11675657443532,2.1335555580972994,3.7426005661625683,1.1512025699691202,312.34171365902324,53.00861285405083,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
38,vcm_full_038_vm,vcm,full,cm,vm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9b38cb,0.6058823529411764,0.2196078431372549,0.7941176470588236,44.284845982298684,62.859789877610375,-57.75650193520261,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2217,9650,4165,2261,2217,2261,1.0,0.65,0.65,8,98.0,6.197857412466319,44,0.019460415745245468,#9560ba,0.58431375,0.3764706,0.7294118,49.91017312961807,37.92635864613181,-38.96564472242385,49.98565432073399,37.76193078935125,-38.92320214014121,9.375935802473718,31.724069935622676,1.9352014661520314,4.329582743262924,1.4499969616755943,314.2256271454905,54.375823201025426,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
39,vcm_full_039_vmvmc,vcm,full,cmcmy,vmvmc,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#8755ce,0.5301960784313725,0.3325490196078431,0.807843137254902,47.09114547868604,45.80723913287971,-55.37340321398907,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3206,13970,5949,3272,3206,3272,1.0,0.65,0.65,8,98.0,7.836804954046939,66,0.020171149144254278,#8d6dc2,0.5529412,0.42745098,0.7607843,52.49688384457612,30.654401144498717,-39.48139710680829,52.71016866831653,29.74940488515294,-39.34845287278449,7.903901054173132,22.613853375602517,3.335216567700953,6.216936806761195,1.809407109696422,307.826710216688,49.984727937974554,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
40,vcm_full_040_vmvmm,vcm,full,cmcmm,vmvmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#a332c0,0.6376470588235293,0.1952941176470588,0.7529411764705883,43.967119452573655,64.70709587811146,-52.10656105438327,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1498,7302,3093,1529,1498,1529,1.0,0.65,0.65,8,98.0,5.792802711552487,31,0.020274689339437543,#9e61b9,0.61960787,0.38039216,0.7254902,51.179626823993424,40.129847653567694,-36.112290777383585,51.1503298413236,40.0598509206768,-36.265275896070996,10.158871261249216,30.19731899635032,2.0978397804305375,4.5388763950461275,1.3456872155243234,318.01639426962055,53.98612986581698,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
41,vcm_full_041_vmm,vcm,full,cmm,vmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#a82eb9,0.6588235294117647,0.17908496732026144,0.7254901960784315,43.88265939050312,65.9120756649047,-48.09967666173325,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1589,7558,3275,1622,1589,1622,1.0,0.65,0.65,8,98.0,6.866598846852875,33,0.020345252774352653,#a35fb7,0.6392157,0.37254903,0.7176471,50.958503376073125,41.95899907241157,-35.05704308005812,51.46537556639159,41.850873054193585,-35.09519491795632,9.777382526735485,28.176723320851366,2.809107267752745,5.034935121384663,1.501048978988933,320.1210027466852,54.67681293451262,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
42,vcm_full_042_vmvmcm,vcm,full,cmcmym,vmvmcm,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#914bc5,0.569281045751634,0.2934640522875817,0.7712418300653594,45.71731105335628,51.09608841052415,-52.13688611893599,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3609,15153,6483,3682,3609,3682,1.0,0.65,0.65,8,98.0,7.116531759478754,73,0.019826181423139598,#8f6fbf,0.56078434,0.43529412,0.7490196,52.87390743783287,31.450818959378623,-38.21845614657862,52.759295055067106,30.804183782163474,-38.24388275247097,9.75679216795588,25.11724858565984,2.8338098555073685,5.466658773454852,1.5620034838954049,309.4517253678695,49.49549882002971,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
43,vcm_full_043_vmmm,vcm,full,cmmm,vmmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#af29b0,0.6852941176470588,0.1588235294117647,0.6911764705882354,43.920086818262064,67.37604791481428,-42.8222223074697,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1165,5845,2548,1188,1165,1188,1.0,0.65,0.65,8,98.0,5.706201539211331,23,0.01936026936026936,#b05fb5,0.6901961,0.37254903,0.70980394,52.659140642460784,45.32078219946656,-31.658360985176472,53.296479211617616,44.74050639492271,-31.99144952919012,10.64940736446692,26.219031392105805,2.1661462328164665,4.767768670576935,1.3480751412016527,325.06417596534163,55.283135940711865,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
44,vcm_full_044_vmmmm,vcm,full,cmmmm,vmmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#b325ab,0.7011764705882353,0.14666666666666667,0.6705882352941177,44.01776554377584,68.22803130910299,-39.514756479993764,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,522,4044,1721,533,522,533,1.0,0.65,0.65,8,98.0,6.706918204122458,11,0.020637898686679174,#ba62b5,0.7294118,0.38431373,0.70980394,54.641843234095816,47.48588782564511,-29.152715707581766,54.695382333139364,46.83972989536843,-29.285490462139048,12.08236276955826,25.504498270450988,1.6199983980856507,3.705709066122098,1.0889877503745387,328.4532466057297,55.72064586593407,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
