region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_v,f_c,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
45,vcm_full_045_vmmmmm,vcm,full,cmmmmm,vmmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#b623a8,0.711764705882353,0.13856209150326795,0.6568627450980393,44.11362122013136,68.78409705244675,-37.252341500297995,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1870,9080,3851,1904,1870,1904,1.0,0.65,0.65,8,98.0,4.882545657504197,34,0.017857142857142856,#bf61b3,0.7490196,0.38039216,0.7019608,55.357741769672515,49.12930708346719,-26.567242897106745,55.53726898681696,48.35141750686923,-27.54775811645161,12.545748606806477,25.038217744424884,1.450301343651554,3.6752833686417663,1.1855062006873276,331.59717947780996,55.85254881968671,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
46,vcm_full_046_m,vcm,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,641,4868,2050,655,641,655,1.0,0.65,0.65,8,98.0,1.4663217021939792,14,0.021374045801526718,#e86db0,0.9098039,0.42745098,0.6901961,62.66964055742967,54.67538684920547,-12.630824457030233,62.6741477762728,54.73298299172158,-12.69840060217419,18.05293331108549,27.46914486272285,0.4818772643178247,0.9829215884596191,0.31803633526733327,346.99202436061313,56.115378048932214,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
47,vcm_full_047_vmcm,vcm,full,cmym,vmcm,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#8d54c2,0.5509803921568628,0.33039215686274515,0.7598039215686275,46.819934417559175,44.359880195115494,-48.71231365240505,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2220,11173,4755,2266,2220,2266,1.0,0.65,0.65,8,98.0,6.344564751730882,46,0.02030008826125331,#9076c4,0.5647059,0.4627451,0.76862746,55.053574271429504,28.017671491418263,-37.38661638135863,54.91948748055631,26.850132813644922,-37.33696274818567,10.126705142362765,21.520502532093154,2.3699695412864523,4.796908755086828,1.3841769521962393,306.8480282754055,46.719899403229725,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
48,vcm_full_048_vmmcm,vcm,full,cmmym,vmmcm,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#9748b9,0.5937254901960783,0.283921568627451,0.7254901960784315,45.36980880327992,51.22197306570253,-45.86048476889324,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2423,12758,5374,2473,2423,2473,1.0,0.65,0.65,8,98.0,6.987849761224585,50,0.020218358269308533,#9974c2,0.6,0.45490196,0.7607843,55.462655533165844,30.985246821023605,-35.52959328045573,54.99418408533046,30.695396935823567,-35.290913867372375,12.251218671476936,24.86197826322186,2.991890642393465,5.423950348152152,1.517040827508227,311.09158064652996,47.14273559345446,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
49,vcm_full_049_vmmmcm,vcm,full,cmmmym,vmmmcm,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#9f41b3,0.6222222222222222,0.2529411764705882,0.7026143790849674,44.69248223338733,55.501498363625664,-43.4616223710075,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4170,17523,7402,4253,4170,4253,1.0,0.65,0.65,8,98.0,7.846387164328494,83,0.01951563602163179,#9e6fbf,0.61960787,0.43529412,0.7490196,54.680788788370734,35.13840197886614,-34.60955971688762,54.87459532502819,33.50213650207272,-34.20826351268699,11.975171240088033,24.347093778186235,3.352797032078328,6.331887061638118,1.7463484738638284,315.43441913239775,49.32067434073863,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
50,vcm_full_050_mmmmmc,vcm,full,mmmmmy,mmmmmc,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#ac36a2,0.6751633986928104,0.21241830065359477,0.6339869281045752,44.29329499365149,59.912836127730685,-33.59685277421012,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1560,9102,3885,1590,1560,1590,1.0,0.65,0.65,8,98.0,8.605691162859886,30,0.018867924528301886,#b971bc,0.7254902,0.44313726,0.7372549,58.12082664829758,41.085797254757416,-27.10908067860336,58.726410633837084,38.906016777783925,-27.264009038896777,14.88653705427709,24.243539575507942,2.227354149190092,7.061531084912507,2.2463058047637166,326.5825191335148,49.22341913457514,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
51,vcm_full_051_mmmmc,vcm,full,mmmmy,mmmmc,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,297,4000,1736,304,297,304,1.0,0.65,0.65,8,98.0,8.289369030448775,7,0.023026315789473683,#b271be,0.69803923,0.44313726,0.74509805,57.694214074557436,36.927908678206165,-28.475796730777404,58.85815379300098,35.3165284479107,-28.375473934905948,14.592580060775633,24.697371466320423,2.6241740663940707,7.05434755105498,2.259188924744494,322.36351564360126,46.63197871416661,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
52,vcm_full_052_mmmc,vcm,full,mmmy,mmmc,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980392,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,761,5722,2475,777,761,777,1.0,0.65,0.65,8,98.0,7.486335937819628,16,0.02059202059202059,#ab79c1,0.67058825,0.4745098,0.75686276,58.30444205731676,32.41727264119532,-29.925996068443126,58.938260476486604,31.59331297296217,-29.786865643913266,14.756714182086462,24.292107551277653,2.9316612668630246,5.699595980268373,1.9276873512080313,317.2883581635398,44.11853132394668,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
53,vcm_full_053_mmc,vcm,full,mmy,mmc,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915032,46.56431782014134,42.571600369637416,-37.144930571145984,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1259,7648,3228,1283,1259,1283,1.0,0.65,0.65,8,98.0,5.773398223955288,24,0.018706157443491817,#9f82c6,0.62352943,0.50980395,0.7764706,59.343880925539466,25.245639135857644,-31.517475077432945,59.38749808584729,24.847796599559278,-31.476850685536277,14.31663745527804,22.252514940406478,2.864961462363625,4.470295347536728,1.2836479281013045,308.6948844727025,40.38184654810319,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
54,vcm_full_054_vmcmcm,vcm,full,cmymym,vmcmcm,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#885ebf,0.5326797385620915,0.3673202614379085,0.7483660130718954,48.16003460798254,37.191505524713286,-44.917225605633114,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3489,15240,6526,3561,3489,3561,1.0,0.65,0.65,8,98.0,5.876735672232723,72,0.020219039595619208,#8e7ec7,0.5568628,0.49411765,0.78039217,56.96022047554682,22.402495970870017,-35.84191019474279,56.76615100852225,22.807435967015767,-36.0272029249259,10.473737010252373,19.45557567111518,2.83580914229748,4.5413352541078975,1.1110863205673724,302.00687998962485,42.267178189853816,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
55,vcm_full_055_mmcmc,vcm,full,mmymy,mmcmc,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862745,48.249788201706025,34.52823134339417,-37.289592968905396,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1144,7254,3114,1167,1144,1167,1.0,0.65,0.65,8,98.0,6.6254189223527336,23,0.01970865467009426,#9888ca,0.59607846,0.53333336,0.7921569,60.12416882746258,19.15301723026841,-32.285315046685355,60.0126316695103,20.684999785097613,-32.25916626518197,13.455653917963376,20.06093023248481,2.442316039555066,5.543298510662947,1.6619364207882026,300.67821426267915,37.53904149930691,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4563vcm.tif,DSC_4563vcm.tif,DSC_4563,vcm,capture_number,4563,v,c,m,CMY+OVG,full__vcm__DSC_4563vcm,0.5497861942577886
