region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_v,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cvm_two_color_021_cm,cvm,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9436,32199,13763,9627,9436,9627,1.0,0.65,0.65,8,98.0,5.801705369071112,191,0.019840033239846264,#9584c8,0.58431375,0.5176471,0.78431374,59.34050896288815,21.138947211831795,-32.666981540342775,59.51478551833755,20.753269411246162,-32.601043881093766,7.624531878087147,8.749122717717901,2.432045606422783,4.165944044221838,1.1338459549705509,302.9070832173148,38.90998293730937,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
22,cvm_two_color_022_cmcmm,cvm,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6220,23400,9922,6346,6220,6346,1.0,0.65,0.65,8,98.0,10.521406724762862,126,0.019855026788528206,#9c7fc4,0.6117647,0.49803922,0.76862746,58.40142664629782,24.26760503837094,-31.477701223512543,58.69510038997864,25.97293864903132,-31.361520896851463,10.735240907658582,15.560022523801685,4.475669134865854,8.128089140600975,2.615681371864098,307.6302795080053,39.746224079968776,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
23,cvm_two_color_023_cmm,cvm,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4138,16752,7154,4221,4138,4221,1.0,0.65,0.65,8,98.0,11.182038733766571,83,0.019663586827765932,#a777c0,0.654902,0.46666667,0.7529412,57.53250060631599,32.38679720474907,-30.332113501970902,58.01525636207138,31.02895413776263,-30.27269051069836,11.475980311337215,16.44523412896578,3.947985798841253,7.791268244506904,2.4509197226332895,316.8763498111666,44.372759015842,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
24,cvm_two_color_024_mcmm,cvm,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2609,11814,5022,2663,2609,2663,1.0,0.65,0.65,8,98.0,10.379143843098156,54,0.020277882087870822,#b970bc,0.7254902,0.4392157,0.7372549,57.73524688132703,40.94505377395441,-28.21308597101786,57.8850365607854,38.28656069873822,-28.061796099901034,13.151039396723846,18.439862240446136,3.2256726730199285,7.882343167385553,2.44610025709549,325.4313137374714,49.72399469632406,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
25,cvm_two_color_025_mmcmm,cvm,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3250,13785,5880,3313,3250,3313,1.0,0.65,0.65,8,98.0,11.87195916636886,63,0.019015997585270148,#bf6ab7,0.7490196,0.41568628,0.7176471,57.651333788635114,46.31218889973401,-26.269509246827116,58.02877200995454,41.61426441170924,-26.07719047513895,13.612189376050425,18.84164027150156,2.2927029842308646,9.768133866444673,3.224343668479426,330.4369360516424,53.24383491779852,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
26,cvm_two_color_026_m,cvm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1182,6802,2968,1206,1182,1206,1.0,0.65,0.65,8,98.0,2.9072324062816124,24,0.01990049751243781,#e569ad,0.8980392,0.4117647,0.6784314,61.467112809190496,55.84314292792969,-13.272255130415989,61.492693215497944,55.8844595960308,-13.235499696482757,16.963664616331844,25.68685427586007,0.6419903497364702,1.6915686122062754,0.6099750986119011,346.63054679443496,57.39868786231997,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
27,cvm_two_color_027_mmvmm,cvm,two_color,mmymm,mmvmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#b325ab,0.7011764705882353,0.14666666666666667,0.6705882352941177,44.01776554377584,68.22803130910299,-39.514756479993764,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2722,13773,5762,2778,2722,2778,1.0,0.65,0.65,8,98.0,8.750810072921405,56,0.020158387329013677,#bb60b1,0.73333335,0.3764706,0.69411767,54.82503786534093,49.32746975284963,-27.145271670215585,54.31517851037501,48.085646024844266,-28.097282156664228,12.170177021046443,25.040617337308646,3.4820335201411536,7.146685450972926,2.190161076559417,331.17568573104154,56.30333068538756,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
28,cvm_two_color_028_mmvm,cvm,two_color,mmym,mmvm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#af29b0,0.6852941176470588,0.1588235294117647,0.6911764705882354,43.920086818262064,67.37604791481428,-42.8222223074697,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2054,11619,5001,2095,2054,2095,1.0,0.65,0.65,8,98.0,10.387838034496712,41,0.019570405727923627,#b15cb0,0.69411767,0.36078432,0.6901961,52.34163773615143,47.32619333197233,-31.133258699657972,52.38208897369926,46.30648117799093,-31.326930240458083,10.099685987604031,24.68908785031271,3.5706578759671688,7.728576484395103,2.35108597642611,326.66131617860475,56.64846310849969,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
29,cvm_two_color_029_mmv,cvm,two_color,mmy,mmv,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#a82eb9,0.6588235294117647,0.17908496732026144,0.7254901960784315,43.88265939050312,65.9120756649047,-48.09967666173325,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3299,16780,7008,3367,3299,3367,1.0,0.65,0.65,8,98.0,9.739587201177457,68,0.020196020196020195,#a85eb3,0.65882355,0.36862746,0.7019608,51.795850369016065,43.71443329181407,-33.176151501107086,51.98820619579978,42.7593082633415,-33.09610921187018,10.204455324528789,27.893825868924647,3.0498474828115225,7.134616312529443,2.1105994026207964,322.8040827136562,54.87812593783494,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
30,cvm_two_color_030_mmvmv,cvm,two_color,mmymy,mmvmv,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#a332c0,0.6376470588235295,0.1952941176470588,0.7529411764705883,43.967119452573655,64.70709587811146,-52.10656105438327,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5148,22994,9759,5254,5148,5254,1.0,0.65,0.65,8,98.0,9.167394656469726,106,0.020175104682146935,#a461b7,0.6431373,0.38039216,0.7176471,52.08306859659037,41.08595969845977,-35.40011128101319,52.01737624670723,40.92604209449101,-34.75491628622262,10.708160724274634,30.048829743536654,3.1089148351759475,5.276785648953194,1.6531842607123861,319.2514538476157,54.233052311773655,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4610cvm.tif,DSC_4610cvm.tif,DSC_4610,cvm,capture_number,4610,c,v,m,CMY+OVG,two_color__cvm__DSC_4610cvm,0.5452893062708271
