region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_o,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
46,coy_full_046_y,coy,full,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,611,4744,1998,623,611,0,0.0,0.65,0.65,8,98.0,0.7125458204317447,12,0.019261637239165328,#ffe856,1.0,0.9098039,0.3372549,91.50552565617481,-7.928615657841254,70.95802037866204,91.43797743894014,-7.961834837477187,70.8032861727937,4.541977566395149,17.894403256350593,0.31264221366460504,0.5730154252082164,0.1559868415778111,96.37559629262114,71.39960505708966,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
47,coy_full_047_cyoy,coy,full,cmym,cyoy,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#cec03e,0.8068627450980392,0.7529411764705882,0.2411764705882353,76.75739644495494,-9.854149346488372,64.09395194532938,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2135,10862,4639,2179,2135,2179,1.0,0.65,0.65,8,98.0,10.502207826365836,44,0.020192748967416244,#d1a65c,0.81960785,0.6509804,0.36078432,70.71998972541438,7.310791571394026,44.0595655857043,70.92835351313556,7.3851780593266865,42.86897548734194,13.474147681917316,27.064037271225413,4.134593052984487,7.331631569979478,2.110072929034896,80.57876520042328,44.66198599481828,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
48,coy_full_048_cyyoy,coy,full,cmmym,cyyoy,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#d8c631,0.8454901960784313,0.7772549019607843,0.19294117647058823,79.18125169267049,-9.341316147815416,70.93138025462534,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2346,12337,5260,2393,2346,2393,1.0,0.65,0.65,8,98.0,9.843344899346024,47,0.01964061847053907,#d9ad5e,0.8509804,0.6784314,0.36862746,72.99145221396422,6.63910177198318,47.01559020884933,73.1565250148156,6.9904461783174545,46.20729019906833,12.89492888737338,29.421971177874045,5.798776342738055,8.082057708436063,2.424665297412873,81.96236956737886,47.48203233882475,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
49,coy_full_049_cyyyoy,coy,full,cmmmym,cyyyoy,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#deca29,0.8712418300653595,0.7934640522875817,0.1607843137254902,80.80331023846773,-8.902476960362337,74.93288318473678,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4004,16994,7181,4085,4004,4085,1.0,0.65,0.65,8,98.0,9.563091535128647,81,0.019828641370869034,#e1b55a,0.88235295,0.70980394,0.3529412,75.3526067470094,5.579163648262108,51.32289031767752,75.31084093367863,5.854108246817536,50.02074020269015,11.475950281465833,28.228706071156463,6.105444749509543,8.734921692917522,2.660071665957451,83.79590265630014,51.625247094560685,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
50,coy_full_050_yyyyyo,coy,full,mmmmmy,yyyyyo,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.9166666666666667,0.14433756729740643,#ffce04,1.0,0.8084967320261439,0.01699346405228758,84.7390543215448,2.603901926529262,85.20590184688047,"[[0.8333333333333334, 0.11547005383792527], [0.8333333333333334, 0.09622504486493769], [0.9166666666666666, 0.0481125224324689], [0.9583333333333333, 0.07216878364870329], [0.9083333333333332, 0.15877132402714716]]",6,5,5,full,1451,8806,3713,1476,1451,0,0.0,0.65,0.65,8,98.0,3.989398738414028,25,0.016937669376693765,#ffa977,1.0,0.6627451,0.46666667,76.67714686316106,26.45637653587718,38.812054800224516,76.64806971658959,26.53831518132201,38.954650100577,25.059869842168315,52.78564142497122,2.1191285371997717,3.547274945133009,1.119566252893612,55.71956115872723,46.97143235226858,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
51,coy_full_051_yyyyo,coy,full,mmmmy,yyyyo,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#ffcb05,1.0,0.7952941176470588,0.0203921568627451,83.91018440610115,4.335725257683776,84.54218946995307,"[[0.8250000000000001, 0.15877132402714667], [0.8333333333333333, 0.11547005383792514], [0.9083333333333332, 0.15877132402714725], [0.8875000000000002, 0.19485571585149836]]",6,5,5,full,259,3849,1636,263,259,0,0.0,0.65,0.65,8,98.0,3.849998270183769,4,0.015209125475285171,#ffa576,1.0,0.64705884,0.4627451,75.79577626591227,28.382035418597738,38.263771763017765,75.54981887725339,28.988598377701535,38.044349443847594,25.653370792972346,52.78030501312039,1.7804779292250532,2.943247337385324,0.959637627930398,53.43393726569684,47.64090851395313,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
52,coy_full_052_yyyo,coy,full,mmmy,yyyo,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#ffc607,1.0,0.7754901960784314,0.025490196078431372,82.67503192424981,6.944610171289112,83.55113476041522,"[[0.7916666666666665, 0.21650635094610965], [0.8250000000000001, 0.1587713240271467], [0.8875000000000002, 0.19485571585149844], [0.8541666666666666, 0.2525907427704614]]",6,5,5,full,737,5610,2417,749,737,0,0.0,0.65,0.65,8,98.0,2.6750174016166977,12,0.01602136181575434,#ff9d76,1.0,0.6156863,0.4627451,73.90040661983919,32.948793828702584,35.947850666454585,73.86251201149291,32.94048162488665,35.99320054114611,28.13309269423719,54.9480142812424,1.3232803306508867,2.0370625664576796,0.5894219115865771,47.4925000546246,48.76341848459836,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
53,coy_full_053_yyo,coy,full,mmy,yyo,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#ffbd09,1.0,0.742483660130719,0.03398692810457516,80.64006228490356,11.318016287963806,81.91233890022134,"[[0.7499999999999999, 0.2790526301083193], [0.7499999999999999, 0.25018511664883825], [0.7666666666666673, 0.23094010767584988], [0.7916666666666665, 0.2165063509461097], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,5,5,full,1205,7349,3141,1227,1205,0,0.0,0.65,0.65,8,98.0,2.0112233966926456,22,0.017929910350448247,#ff9574,1.0,0.58431375,0.45490196,72.22724298271291,36.74240172892201,34.794515284583596,72.21381246731646,36.71140623191949,34.725084547691665,28.5309349781073,54.196533154216326,0.9220067990593905,1.6048037606886438,0.43404903744787515,43.4402724248356,50.602987843590945,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
54,coy_full_054_cyoyoy,coy,full,cmymym,cyoyoy,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.28867513459481287,#deba2d,0.8712418300653595,0.7274509803921569,0.17777777777777778,76.47162291267362,-0.10313936030736937,69.92674480320534,"[[0.7499999999999998, 0.2790526301083193], [0.7166666666666667, 0.35603266600026906], [0.6833333333333338, 0.3752776749732563], [0.6000000000000006, 0.27905263010831927], [0.6833333333333333, 0.23094010767585077], [0.7499999999999998, 0.2501851166488382]]",6,5,5,full,3344,14750,6315,3412,3344,3412,1.0,0.65,0.65,8,98.0,11.710405747157203,68,0.01992966002344666,#e69d50,0.9019608,0.6156863,0.3137255,70.37023271988139,19.399088367191897,50.61504978122481,70.70325144990828,19.231590626682745,48.23774371798202,15.856939964984615,28.11592810564734,4.156824733382571,7.470904463676717,2.1399951993137982,69.02981039195117,54.20523861984177,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
55,coy_full_055_yyoyo,coy,full,mmymy,yyoyo,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#ffb70a,1.0,0.716078431372549,0.0407843137254902,79.03551590229607,14.834011880161036,80.61386264736072,"[[0.7166666666666666, 0.356032666000269], [0.7499999999999999, 0.2790526301083194], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,5,5,full,1052,7044,2955,1071,1052,0,0.0,0.65,0.65,8,98.0,2.743721449291354,19,0.017740429505135387,#ff8f73,1.0,0.56078434,0.4509804,71.00502470082276,39.35470344075672,33.491107511934274,71.3479890155053,38.83574178811137,33.54920052639515,28.656168221897353,53.724362770536125,0.6786482932979481,1.816935858977863,0.6662209148603511,40.39799853346199,51.676367570542816,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
