region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_o,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,coy_full_021_cyoco,coy,full,cmycy,cyoco,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#b0ad62,0.6909803921568628,0.6799999999999999,0.3858823529411765,69.60073469065115,-9.924189578700505,38.73453948514862,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2809,13510,5713,2867,2809,2867,1.0,0.65,0.65,8,98.0,8.823623579618806,58,0.020230205790024415,#c1936c,0.75686276,0.5764706,0.42352942,64.55877107377472,12.47246816885883,27.677273845597995,65.0404316488124,11.159908276991704,28.47783349584604,18.747353323075913,25.481263681356197,3.5633756156230745,7.090509465332776,2.0244057303960923,65.74179962926632,30.357765888606156,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
22,coy_full_022_ccoco,coy,full,ccycy,ccoco,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#89a98e,0.5364705882352941,0.6619607843137254,0.5584313725490196,66.18799823635786,-16.31857019722094,10.042692270695408,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1066,7037,3010,1088,1066,1088,1.0,0.65,0.65,8,98.0,11.189834346784405,22,0.02022058823529412,#b28e83,0.69803923,0.5568628,0.5137255,62.11938500911658,12.147651449509883,11.246221248433763,62.1796621287406,11.469960067958842,10.279269523854618,31.6730491624018,28.78068571861944,3.728690361539703,8.049435498714391,2.388958834574674,42.793327870790506,16.554241997370422,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
23,coy_full_023_cco,coy,full,ccy,cco,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#7cae9b,0.4849673202614379,0.6823529411764705,0.6091503267973857,67.20853974722671,-20.729985445494147,4.239399619416795,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1201,7428,3153,1226,1201,1226,1.0,0.65,0.65,8,98.0,9.368006138333488,25,0.020391517128874388,#a99393,0.6627451,0.5764706,0.5764706,63.00029739858246,8.333281886473587,3.5029501032366017,62.976304015906564,8.209966710802837,3.3708901861504237,32.40866638640934,29.375587986697866,3.647626041598558,6.235537441609747,1.885634305684166,22.79977185061358,9.03959326657976,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
24,coy_full_024_cycoco,coy,full,cmcycy,cycoco,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#9db277,0.6137254901960785,0.6973856209150325,0.4653594771241831,69.62322886779987,-17.629861446073257,27.88283499973332,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3281,14806,6243,3347,3281,3347,1.0,0.65,0.65,8,98.0,15.011590373134414,66,0.01971915147893636,#b39678,0.7019608,0.5882353,0.47058824,64.48659816891082,6.865279297178894,21.224559738453586,64.73556997645223,4.8256561978073895,21.14074788883029,20.479567457098646,25.898446370843764,5.287649415007014,12.546030053477915,3.754906076851911,72.075721524156,22.30726329963983,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
25,coy_full_025_ccco,coy,full,cccy,ccco,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#6bb5ac,0.42058823529411765,0.707843137254902,0.6725490196078432,68.71019047163973,-25.032710154815952,-2.6037191005717997,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,726,5615,2416,739,726,739,1.0,0.65,0.65,8,98.0,12.366632314798487,13,0.017591339648173207,#9c9bac,0.6117647,0.60784316,0.6745098,64.8978325179254,2.689374422198604,-7.45061054006062,64.63981761771255,3.5758464304737014,-7.034934399612481,24.19706031976282,28.39965498185827,6.545092663747123,10.118737897170831,2.700254945623393,289.84756863740665,7.921132002588928,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
26,coy_full_026_cccco,coy,full,ccccy,cccco,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#61b8b5,0.3819607843137255,0.7231372549019608,0.7105882352941177,69.71997196396055,-26.967901962533347,-6.5004972507528125,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,246,3882,1632,252,246,252,1.0,0.65,0.65,8,98.0,15.508950043576482,6,0.023809523809523808,#93a2bc,0.57450986,0.63529414,0.7372549,65.97054376333384,0.11607597028873151,-15.444519812170721,65.65255698072937,1.1763461651543343,-13.793845982270032,21.04985159909651,28.767961555807197,4.452310493694217,12.085443630172362,4.03615714338012,270.4306082716637,15.444956000565766,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
27,coy_full_027_ccccco,coy,full,cccccy,ccccco,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#5bbbbc,0.3562091503267974,0.7333333333333333,0.7359477124183007,70.43433600928462,-27.997070577618743,-9.015943147154438,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1475,8741,3773,1506,1475,1506,1.0,0.65,0.65,8,98.0,18.915335066693725,31,0.020584329349269587,#8fa3c4,0.56078434,0.6392157,0.76862746,66.15783176676169,-0.019366492528649637,-19.083394139852516,65.63790913633596,1.7535799818105255,-16.53244494774486,20.68621249974441,30.039873233746526,4.292851715518493,16.883191438138176,5.461130542725255,269.94185426885787,19.083403966745298,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
28,coy_full_028_c,coy,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,623,4680,2043,636,623,636,1.0,0.65,0.65,8,98.0,1.4136478258553744,13,0.020440251572327043,#83aeea,0.5137255,0.68235296,0.91764706,70.14507942541319,1.075059896625763,-34.56972848796151,70.09523891123993,1.0398008324157375,-34.52485141898684,19.66596243527024,34.59175447354489,0.3998890387254605,1.0080364647216804,0.3371250507404535,271.78122745800556,34.58644071760942,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
29,coy_full_029_cyco,coy,full,cmcy,cyco,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#9dba75,0.6137254901960785,0.7303921568627451,0.45686274509803926,71.96934661275603,-22.16623720355776,32.09950038966218,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2127,10756,4602,2171,2127,2171,1.0,0.65,0.65,8,98.0,9.328409093130894,44,0.02026715799170889,#afa17c,0.6862745,0.6313726,0.4862745,66.40069738853735,-0.3404520784995868,20.083507667932743,66.25207791037619,-0.12937081950407217,20.360379213821535,15.555720023835418,25.529567791019428,4.956830991295307,7.951694907522123,2.2410919032708203,90.97117492529185,20.086393102437977,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
30,coy_full_030_ccyco,coy,full,ccmcy,ccyco,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#89bd89,0.5364705882352941,0.7411764705882353,0.5380392156862746,71.8979515344492,-27.41437244787681,20.836415702349864,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2353,12380,5248,2402,2353,2402,1.0,0.65,0.65,8,98.0,17.06233265298035,49,0.020399666944213156,#9fa790,0.62352943,0.654902,0.5647059,67.34461392924342,-6.269310981949494,11.411042104498659,67.16595311586245,-5.033444090878482,11.137009283742378,13.551361841734897,23.594155530637156,7.2487937044959985,13.961645096102158,3.6735860868157757,118.78471932092253,13.019836485111236,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
31,coy_full_031_cccyco,coy,full,cccmcy,cccyco,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#7cbf97,0.48496732026143796,0.7483660130718954,0.592156862745098,72.01530267008731,-29.945140067235364,13.461658422384737,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4011,16944,7196,4093,4011,4093,1.0,0.65,0.65,8,98.0,21.1951335587537,82,0.02003420473979966,#96ae9f,0.5882353,0.68235296,0.62352943,68.65278717196094,-10.182766981181256,4.792248420397871,67.8522725182129,-8.489236668478117,5.0813667402111635,12.095621659220786,21.840709014363195,5.788186517419721,17.760873728210694,5.340894532934276,154.79722686457876,11.254083184153258,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
32,coy_full_032_cccccy,coy,full,cccccm,cccccy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#5bccb7,0.3562091503267974,0.7993464052287581,0.7189542483660132,75.29660301626511,-37.09575172861812,0.50977836820707,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1752,8783,3702,1788,1752,1788,1.0,0.65,0.65,8,98.0,12.982146583449264,36,0.020134228187919462,#7bbdcb,0.48235294,0.7411765,0.79607844,72.8470221060303,-17.370319890343822,-13.236838788772554,72.96236026986341,-18.222688669159155,-11.76557843822245,14.653778195419022,24.167386931622513,5.101482474405385,10.479996627955869,3.169661741278481,217.30876755923063,21.838999844608907,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
33,coy_full_033_ccccy,coy,full,ccccm,ccccy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,509,3912,1687,520,509,520,1.0,0.65,0.65,8,98.0,13.371522845188215,11,0.021153846153846155,#7bbfc4,0.48235294,0.7490196,0.76862746,73.12897983410058,-20.417883567864504,-9.197297661886505,73.27603935414521,-20.426457336619535,-8.692384550187379,13.099899038467974,22.50667932567725,4.450611052575307,8.25794075097118,2.8960441064647493,204.24932760975182,22.393754791731876,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
34,coy_full_034_cccy,coy,full,cccm,cccy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1050,5625,2401,1072,1050,1072,1.0,0.65,0.65,8,98.0,7.290447686524389,22,0.020522388059701493,#7ec4b8,0.49411765,0.76862746,0.72156864,74.36163411077344,-24.712852313957924,-0.1326231360789798,74.47227610528265,-24.954779144590713,-0.025299736602479448,8.80535330129005,18.084541292964293,3.287765597231926,6.153458301940993,1.8466204248225704,180.3074785912941,24.713208176756797,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
35,coy_full_035_ccy,coy,full,ccm,ccy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1504,7384,3161,1535,1504,1535,1.0,0.65,0.65,8,98.0,4.628604171421195,31,0.020195439739413682,#83c6ab,0.5137255,0.7764706,0.6686275,75.04388312458104,-27.36796249381096,7.321824850712844,75.15954238325283,-27.426071132361145,7.370651568266477,8.377589907912665,18.956433920228857,1.6495003335789493,3.1930622342245583,1.0518168323492274,165.0222671359369,28.33045164142569,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
36,coy_full_036_cycyco,coy,full,cmcmcy,cycyco,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#9dc372,0.6137254901960785,0.7633986928104575,0.44836601307189544,74.33080468632252,-26.579436295691373,36.25668822304231,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3454,14818,6291,3525,3454,3525,1.0,0.65,0.65,8,98.0,15.060211333685098,71,0.020141843971631206,#a4b07d,0.6431373,0.6901961,0.49019608,69.6486057011592,-13.0798532415696,24.507471259599402,69.28975810428555,-10.747890478841066,24.725506371504878,8.080672305449575,18.49880615677268,4.552972113141553,13.03506112341214,4.019757882744219,118.08923323118552,27.779465588111833,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
37,coy_full_037_ccycy,coy,full,ccmcm,ccycy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1386,7018,2959,1412,1386,1412,1.0,0.65,0.65,8,98.0,5.869129130997823,26,0.018413597733711047,#89c9a0,0.5372549,0.7882353,0.627451,75.79710778575539,-28.643715417611514,13.600789389200397,75.82482756001286,-28.365005884978096,13.126095679688607,8.251435543251255,20.009745118007935,2.207091192731702,3.909504333471496,1.240223521216029,154.600402636353,31.708735467288847,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
38,coy_full_038_cy,coy,full,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2057,9294,3956,2099,2057,2099,1.0,0.65,0.65,8,98.0,2.273953584935377,42,0.020009528346831826,#91cd92,0.5686275,0.8039216,0.57254905,77.05799890321302,-30.606786130543185,23.335370108886888,77.05073394793675,-30.556516564181592,23.118883215461086,8.407991995741963,21.589360298010014,0.6546552652882909,1.5936808122835595,0.504311350209868,142.67720735874343,38.48785334829084,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
39,coy_full_039_cycyo,coy,full,cmcmy,cycyo,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#b0c25d,0.6909803921568628,0.7592156862745097,0.3654901960784314,75.10999877232788,-20.73295445267981,47.95214373204855,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3035,13482,5724,3097,3035,3097,1.0,0.65,0.65,8,98.0,12.57365216091076,62,0.02001937358734259,#b5ad74,0.70980394,0.6784314,0.45490196,69.83506343046098,-6.164754432852915,30.234553516204564,69.73227754218102,-4.746268204875099,30.59463914431461,10.069570393660223,23.536575743619363,5.8975681805276166,10.520298590572176,2.975825559091604,101.5245003882211,30.856643102282163,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
40,coy_full_040_cycyy,coy,full,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1393,7002,2972,1422,1393,1422,1.0,0.65,0.65,8,98.0,3.5406552118739785,29,0.020393811533052038,#98d089,0.59607846,0.8156863,0.5372549,78.12780021775485,-31.12535698016594,29.745355791684425,78.20730893348272,-31.10618528181136,29.912041071125202,10.455497038045069,27.12549663542596,1.1700854585299647,2.546680643978869,0.7803864858524208,136.29873132788362,43.05315363961923,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
41,coy_full_041_cyy,coy,full,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1493,7378,3146,1524,1493,1524,1.0,0.65,0.65,8,98.0,3.2288907527202753,31,0.020341207349081365,#a1d484,0.6313726,0.83137256,0.5176471,79.76986710062921,-30.861995705576405,34.36452473957594,79.70813039845257,-30.886585891562728,34.033921466410725,11.490331956009776,30.25050617990166,1.2010313733867553,2.232520472839324,0.6990215359569177,131.92628737449525,46.18856286471731,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
42,coy_full_042_cycyoy,coy,full,cmcmym,cycyoy,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#bdc64e,0.742483660130719,0.7784313725490195,0.30457516339869284,77.29562607985372,-19.06898441604754,57.712658726105225,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3468,14723,6321,3538,3468,3538,1.0,0.65,0.65,8,98.0,13.049195443012085,70,0.01978518937252685,#bdb16a,0.7411765,0.69411767,0.41568628,71.861738702872,-5.699033988005253,37.78657217520836,71.53902945807869,-3.9982556196162324,39.14765366965389,9.582067430204377,24.603488202038797,7.00414274085947,11.93332736681165,3.2722572367628224,98.57680242512606,38.21392449289486,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
43,coy_full_043_cyyy,coy,full,cmmm,cyyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1041,5550,2377,1063,1041,1063,1.0,0.65,0.65,8,98.0,4.0424645738572815,22,0.020696142991533398,#add979,0.6784314,0.8509804,0.4745098,81.87672592412916,-30.31996478056587,42.50971588384485,81.79418932441304,-30.40340601112086,42.20549241702749,11.86155571593862,31.264611985253584,1.3272648943430234,2.3115622653389365,0.6951273138056183,125.49828400713466,52.21471257050033,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
44,coy_full_044_cyyyy,coy,full,cmmmm,cyyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,483,3904,1651,493,483,493,1.0,0.65,0.65,8,98.0,4.738926934056421,10,0.02028397565922921,#b7dd73,0.7176471,0.8666667,0.4509804,83.42765596278215,-29.378822822264283,48.15953841034566,83.27626690086586,-29.371616152713568,47.425445509208366,11.690207805748367,30.606877568051313,1.4992763458502787,2.7261506128478956,1.023357962742178,121.38449545255293,56.41326413459476,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
45,coy_full_045_cyyyyy,coy,full,cmmmmm,cyyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#dedb25,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1745,8746,3709,1781,1745,1781,1.0,0.65,0.65,8,98.0,4.458583929327597,36,0.02021336327905671,#bee071,0.74509805,0.8784314,0.44313726,84.64827037867344,-28.040550246212824,50.73740812265064,84.506184160437,-28.084535602784836,49.99645944787259,11.712193008829527,30.849952605098288,1.7387804068825612,3.4395383756660105,1.053266063974617,118.92768560421325,57.970311721732195,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4549coy.tif,DSC_4549coy.tif,DSC_4549,coy,capture_number,4549,c,o,y,CMY+OVG,full__coy__DSC_4549coy,0.5442999697611128
