region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_v,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
11,cvy_full_011_cvyv,cvy,full,cymy,cvyv,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.4330127018922193,#8795b7,0.5303921568627451,0.5852941176470589,0.7156862745098039,61.7774215976672,2.5622992486872276,-18.94853201460396,"[[0.5416666666666665, 0.47631397208144155], [0.4583333333333335, 0.47631397208144155], [0.4583333333333335, 0.3800889272165036], [0.475, 0.3608439182435162], [0.5249999999999999, 0.3608439182435162], [0.5416666666666665, 0.38008892721650367]]",6,5,5,full,2586,10959,4640,2639,2586,2639,1.0,0.65,0.65,8,98.0,11.171963559579083,53,0.02008336491095112,#8a84af,0.5411765,0.5176471,0.6862745,57.152946927713316,11.3989710271942,-22.513586079546865,57.16639744570278,11.343750600375751,-20.861389882305925,8.30638561130255,10.59160727085708,4.067971924160433,8.347730344871216,2.3994422987888053,296.85378718488755,25.234858799683803,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
12,cvy_full_012_cvyvv,cvy,full,cymyy,cvyvv,0.2,0.6,0.2,0.2,0.6,0.2,0.5,0.5196152422706631,#8389c5,0.5137254901960785,0.5364705882352941,0.7725490196078432,58.68636568916514,12.159224736436213,-31.91840896340963,"[[0.4083333333333336, 0.5244264945139103], [0.45833333333333354, 0.4763139720814415], [0.5416666666666665, 0.47631397208144144], [0.5916666666666665, 0.5244264945139102], [0.5833333333333335, 0.5484827557301435], [0.4166666666666665, 0.5484827557301435]]",6,5,5,full,2593,12362,5205,2646,2593,2646,1.0,0.65,0.65,8,98.0,10.608489119019854,53,0.0200302343159486,#8c7fb6,0.54901963,0.49803922,0.7137255,55.832810129277945,16.696373548776233,-27.638261521693508,55.894493098927015,16.25090635987357,-25.954951376538972,6.0146297861379425,6.859166188503574,3.5173757051358723,7.997009150423222,2.236122255353765,301.13632558149686,32.289973515346816,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
13,cvy_full_013_cvyvvv,cvy,full,cymyyy,cvyvvv,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.5773502691896257,#8081cf,0.5026143790849674,0.5039215686274511,0.8104575163398694,56.74157540504528,18.875139200358827,-40.43772005409711,"[[0.5499999999999997, 0.6350852961085888], [0.5166666666666663, 0.6639528095680701], [0.5000000000000001, 0.6735753140545636], [0.4833333333333337, 0.66395280956807], [0.44999999999999996, 0.6350852961085883], [0.4166666666666665, 0.5773502691896255], [0.41666666666666646, 0.5484827557301435], [0.5833333333333334, 0.5484827557301435], [0.5833333333333334, 0.5773502691896257]]",6,5,5,full,4183,17065,7276,4268,4183,4268,1.0,0.65,0.65,8,98.0,10.618727642482908,85,0.019915651358950327,#8a7aba,0.5411765,0.47843137,0.7294118,54.71862279724219,20.22199861970442,-32.53735771865966,54.70350289970007,19.584754005265207,-30.348353039511142,5.54620861808315,8.265717910750158,3.4530627924364854,8.080649322358035,2.3390618946720765,301.8609903302421,38.30938364796997,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
14,cvy_full_014_cvvvvv,cvy,full,cyyyyy,cvvvvv,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.4166666666666667,0.7216878364870322,#696af9,0.4104575163398693,0.41503267973856217,0.977124183006536,51.9554756004721,39.95098139301578,-72.01077903677114,"[[0.4583333333333333, 0.7938566201357353], [0.4083333333333336, 0.7072540797572919], [0.4833333333333335, 0.6639528095680699], [0.5000000000000002, 0.6735753140545637], [0.5000000000000002, 0.7698003589195006]]",6,5,5,full,1609,8840,3744,1642,1609,1642,1.0,0.65,0.65,8,98.0,6.888286415413973,33,0.020097442143727162,#8776c9,0.5294118,0.4627451,0.7882353,54.47837916835074,25.565420538665062,-40.6039898779123,54.17192064775367,24.928598813911684,-40.692899695647384,10.155921687885607,34.63662525096889,1.9578583292471936,3.9142585547276614,1.28113370585319,302.1956787923844,47.982024981490746,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
15,cvy_full_015_cvvvv,cvy,full,cyyyy,cvvvv,0.2,0.8,0.0,0.2,0.8,0.0,0.4,0.6928203230275509,#676ef8,0.4031372549019608,0.4298039215686275,0.9725490196078432,52.6336143349329,37.02149791197279,-70.26885899612341,"[[0.45000000000000007, 0.6350852961085884], [0.48333333333333367, 0.66395280956807], [0.40833333333333355, 0.7072540797572919], [0.38750000000000007, 0.6711696879329401]]",6,5,5,full,246,3905,1653,252,246,252,1.0,0.65,0.65,8,98.0,3.7666525207779826,6,0.023809523809523808,#8675c9,0.5254902,0.45882353,0.7882353,54.05140586116116,25.609304658564756,-41.45076835163317,53.62802390950969,25.342135406507882,-41.582042230727545,9.554377503734626,31.027900928987002,2.214343726763273,3.413519469057418,0.9090384647801947,301.70879270360166,48.72373838321461,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
16,cvy_full_016_cvvv,cvy,full,cyyy,cvvv,0.25,0.75,0.0,0.25,0.75,0.0,0.375,0.649519052838329,#6473f6,0.39215686274509803,0.45196078431372555,0.9656862745098039,53.70174887928475,32.57975215233,-67.57713568042698,"[[0.41666666666666646, 0.5773502691896255], [0.45000000000000007, 0.6350852961085885], [0.3875000000000001, 0.6711696879329401], [0.3541666666666666, 0.6134346610139771]]",6,5,5,full,724,5631,2416,739,724,739,1.0,0.65,0.65,8,98.0,5.862838224258577,15,0.02029769959404601,#8277c9,0.50980395,0.46666667,0.7882353,54.26763393764565,23.759406242257697,-40.997826818595165,54.17708509044018,23.68097647595216,-40.974507904260435,9.283693811584019,28.010326443032692,2.0261989528667703,3.5987236890341676,1.0813911599007109,300.09351132005753,47.384925755266885,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
17,cvy_full_017_cvv,cvy,full,cyy,cvv,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5773502691896257,#5f7df3,0.3738562091503268,0.48888888888888893,0.954248366013072,55.60660835952862,25.101988035983457,-62.901087858384976,"[[0.3833333333333331, 0.5099927377841694], [0.4083333333333336, 0.5244264945139103], [0.4166666666666664, 0.5484827557301433], [0.4166666666666664, 0.5773502691896256], [0.3541666666666665, 0.613434661013977], [0.3166666666666666, 0.5484827557301443]]",6,5,5,full,1220,7377,3149,1245,1220,1245,1.0,0.65,0.65,8,98.0,7.898548579519107,25,0.020080321285140562,#8279cb,0.50980395,0.4745098,0.79607844,54.91588569143126,22.58688071289988,-40.87123077760899,54.584255975043725,22.27844106533115,-41.089293561350786,9.733982482889152,22.183720735040545,2.003063933841186,5.035499443816699,1.6796000956360506,298.92658467952845,46.69715928849785,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
18,cvy_full_018_cvcvyv,cvy,full,cycymy,cvcvyv,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.4330127018922193,#7793c9,0.4660130718954249,0.5777777777777778,0.7875816993464052,60.86018638677629,3.7201899126353966,-30.767224567540595,"[[0.45833333333333354, 0.38008892721650345], [0.45833333333333354, 0.47631397208144144], [0.40833333333333355, 0.5244264945139103], [0.3833333333333331, 0.5099927377841694], [0.3333333333333333, 0.4426352063787134], [0.3333333333333333, 0.40414518843273783]]",6,5,5,full,3500,14932,6294,3572,3500,3572,1.0,0.65,0.65,8,98.0,12.551351438949474,72,0.020156774916013438,#8682bd,0.5254902,0.50980395,0.7411765,56.83020249249438,14.493427995157017,-30.42237114666947,56.706319047599784,14.005035640883712,-27.703818926794074,9.092468697043062,11.507491162401658,3.2964040417560416,8.942152593297973,2.8333436459695633,295.47345301629196,33.698369711849686,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
19,cvy_full_019_cvcvv,cvy,full,cycyy,cvcvv,0.4,0.6,0.0,0.4,0.6,0.0,0.3,0.5196152422706631,#5c84f1,0.35921568627450984,0.5184313725490196,0.9450980392156862,57.230916724072955,19.10439038254935,-59.01091171208801,"[[0.3333333333333333, 0.44263520637871334], [0.383333333333333, 0.5099927377841693], [0.31666666666666654, 0.5484827557301443], [0.2750000000000001, 0.4763139720814414]]",6,5,5,full,1048,7060,3011,1069,1048,1069,1.0,0.65,0.65,8,98.0,4.700110942992824,21,0.019644527595884004,#7e7bcb,0.49411765,0.48235294,0.79607844,54.93160165036204,21.438636382034083,-41.36789487144625,55.13178686830544,21.296598006676067,-41.28581339352293,10.362035436098152,17.944681591866527,1.9958760876135386,3.8814776575884444,1.1072800648519427,297.39514869022224,46.59310953366501,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
20,cvy_full_020_cv,cvy,full,cy,cv,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#5690ee,0.33725490196078434,0.5627450980392157,0.9313725490196079,59.81163391751927,10.177625879693009,-52.969272073506076,"[[0.2833333333333334, 0.3560326660002692], [0.3166666666666668, 0.3752776749732568], [0.3333333333333333, 0.40414518843273783], [0.3333333333333333, 0.44263520637871334], [0.27500000000000013, 0.47631397208144144], [0.225, 0.3897114317029974]]",6,5,5,full,1764,9466,3982,1799,1764,1799,1.0,0.65,0.65,8,98.0,5.363892569968854,35,0.019455252918287938,#7e7fce,0.49411765,0.49803922,0.80784315,56.28224326433286,19.05768022619081,-41.27113891090908,56.20273974674014,18.845536790635528,-41.11657955871844,11.890129999316398,15.104909237377287,1.725854126931339,3.393441001440574,1.1084991814882545,294.7859690200867,45.45879543726712,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4561cvy.tif,DSC_4561cvy.tif,DSC_4561,cvy,capture_number,4561,c,v,y,CMY+OVG,full__cvy__DSC_4561cvy,0.5477784540474742
