region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,com_two_color_021_cm,com,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9225,31555,13517,9414,9225,9414,1.0,0.65,0.65,8,98.0,6.789494133349107,189,0.020076481835564052,#9c82c9,0.6117647,0.50980395,0.7882353,59.49924997998613,25.159666198624585,-32.6398129775938,58.87819512355251,24.814155514785917,-32.689178321598256,8.380360905844146,9.392056589352762,2.683023292647152,4.79131927192858,1.4700362772183675,307.6260248226933,41.211238690902185,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
22,com_two_color_022_cmcmm,com,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,5946,22627,9596,6068,5946,6068,1.0,0.65,0.65,8,98.0,8.35066149117519,122,0.02010547132498352,#a57dc4,0.64705884,0.49019608,0.76862746,58.72571479395965,28.187345874401025,-30.844904579137378,58.478781826179706,29.880567274495423,-30.921584479126356,10.560436832534934,13.837842134465431,3.7714909314214733,6.666870813410725,1.8470939789939929,312.42235548437793,41.78438232090074,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
23,com_two_color_023_cmm,com,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4009,16496,6993,4091,4009,4091,1.0,0.65,0.65,8,98.0,7.708397973601051,82,0.02004399902224395,#b177c0,0.69411767,0.46666667,0.7529412,58.28202587671157,34.51224745198861,-29.586661677099137,58.1572087841107,34.063335240468625,-29.592935611133303,12.002101038659069,16.10544256532373,3.595653611462251,5.63175150170849,1.5295443816903675,319.3941738375761,45.4583960713796,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
24,com_two_color_024_mcmm,com,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2536,11637,4915,2588,2536,2588,1.0,0.65,0.65,8,98.0,7.578871846127069,52,0.02009273570324575,#be70bb,0.74509805,0.4392157,0.73333335,58.1799027134583,41.32805795001737,-27.529236042096436,58.134074675197766,39.98362485359635,-27.45953125640625,13.567427558124914,18.824350189057032,3.233664406842937,6.243401933951743,1.7557429423358382,326.3318237754491,49.65749904074364,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
25,com_two_color_025_mmcmm,com,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3179,13448,5794,3243,3179,3243,1.0,0.65,0.65,8,98.0,10.517267222719035,64,0.019734813444341658,#c76fba,0.78039217,0.43529412,0.7294118,58.5988262846157,45.74911370554191,-25.401334006479214,58.60969462602499,42.50060237060674,-25.46251612764208,14.557903634630131,20.2086329440249,2.39632164577753,7.184165439827295,2.45850051115869,330.9596002335458,52.32790053261567,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
26,com_two_color_026_m,com,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1126,6748,2862,1148,1126,1148,1.0,0.65,0.65,8,98.0,2.65684959381738,22,0.01916376306620209,#e76caf,0.90588236,0.42352942,0.6862745,62.208711964262406,55.01116103662335,-12.841627714983384,62.209462707435534,55.07351625010894,-12.880012840261424,17.647388960301182,26.87018072941588,0.6054874121481263,1.6671315132827933,0.5815948009040096,346.8603573727284,56.49013401442358,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
27,com_two_color_027_mmomm,com,two_color,mmymm,mmomm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cf2c7d,0.8117647058823529,0.17411764705882354,0.4909803921568628,47.73462346444327,67.08714465268916,-5.790117668219019,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2697,13466,5721,2753,2697,2753,1.0,0.65,0.65,8,98.0,13.622711819488437,56,0.020341445695604796,#ee6f9a,0.93333334,0.43529412,0.6039216,63.271771181417606,53.717498083139134,1.5927298710894489,63.264414383858444,53.70846715407738,4.537779454552805,15.3736795532287,21.786620811003136,3.6664413041630697,9.754907099862178,3.2084197391261107,1.6983287518554562,53.741105205925166,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
28,com_two_color_028_mmom,com,two_color,mmym,mmom,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d23177,0.8235294117647058,0.1931372549019608,0.4666666666666667,48.58003200991725,65.88304866652928,-0.7034040005712283,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1907,11449,4787,1946,1907,1946,1.0,0.65,0.65,8,98.0,13.095424336419784,39,0.020041109969167522,#f06f90,0.9411765,0.43529412,0.5647059,63.6119814735749,53.63030149961406,5.042148419379111,63.333951870137994,54.0166125123663,7.429821762844078,14.660701549762836,20.226237673494882,3.7440835132107018,8.548226499105988,2.4801358366270403,5.370977032830922,53.866803317280244,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
29,com_two_color_029_mmo,com,two_color,mmy,mmo,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d7396d,0.8431372549019608,0.22483660130718955,0.42614379084967324,50.10623141864188,63.795324231423145,7.899709013172629,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3301,16402,6994,3367,3301,3367,1.0,0.65,0.65,8,98.0,8.548064046347625,66,0.019602019602019603,#f56f86,0.9607843,0.43529412,0.5254902,64.1013335422607,53.55740112047924,12.898062546148449,63.932159163074395,53.72522274252698,13.492228307209714,13.496608193524626,18.046093514019347,3.6459290500313477,6.512603229845549,1.8354155106311738,13.540522067260099,55.08861254582718,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
30,com_two_color_030_mmomo,com,two_color,mmymy,mmomo,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#db4064,0.8588235294117647,0.25019607843137254,0.39372549019607844,51.42406872049685,62.0679106077171,14.84953793234256,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,4976,22566,9519,5078,4976,5078,1.0,0.65,0.65,8,98.0,7.800460606133914,102,0.020086648286727057,#f9707f,0.9764706,0.4392157,0.49803922,64.3808188285299,53.963550682825876,17.00654332577067,64.30080134930608,53.95605683792338,16.695401741779822,12.105316379814504,15.434075787732652,3.437470700972254,6.623223061610259,2.006335093863041,17.492178265619657,56.57991974357362,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4603com.tif,DSC_4603com.tif,DSC_4603,com,capture_number,4603,c,o,m,CMY+OVG,two_color__com__DSC_4603com,0.5415162454873647
