region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_n,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,ynm_two_color_021_ym,ynm,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9160,31802,13493,9342,9160,9342,1.0,0.65,0.65,8,98.0,5.6142509192923455,182,0.01948190965532006,#ec8780,0.9254902,0.5294118,0.5019608,67.01053806314918,37.94034270961938,21.78022936664665,67.15793045004176,37.80006038901311,21.51970976510198,13.029181606615193,22.299577313430134,2.243104871874152,4.022233642593857,1.1599260101522435,29.85863254339779,43.747548459166325,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
22,ynm_two_color_022_ymymm,ynm,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6009,22874,9737,6132,6009,6132,1.0,0.65,0.65,8,98.0,8.786127600792668,123,0.020058708414872797,#ea8286,0.91764706,0.50980395,0.5254902,65.7382671468958,40.011174986253394,16.799895668912445,65.92358343627032,40.48996877311242,15.148327939566055,9.42012249768388,15.371656735293618,3.3526083043826866,7.512287992859433,2.3352574352551057,22.776565239813067,43.39505292388676,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
23,ynm_two_color_023_ymm,ynm,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4045,16653,7077,4128,4045,4128,1.0,0.65,0.65,8,98.0,9.118241027691749,83,0.020106589147286823,#e87c8a,0.9098039,0.4862745,0.5411765,64.3806670830556,42.904655109061,11.465572433070959,64.7714353496166,42.611953022285164,11.541358321722816,9.422502017048126,14.186389766766995,3.4987734776111026,6.275458480794713,1.9690803141039848,14.961747956822535,44.410232843855596,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
24,ynm_two_color_024_mymm,ynm,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2536,11521,4945,2585,2536,2585,1.0,0.65,0.65,8,98.0,11.563746793267134,49,0.018955512572533847,#e77790,0.90588236,0.46666667,0.5647059,63.35724088996878,45.641050326441786,6.387371267448283,63.936208169785324,44.87652272481162,7.5242528616694635,11.132000178848932,15.816681706734608,4.387348966518111,9.440507175573382,2.885265946989522,7.966685257519089,46.08583281887196,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
25,ynm_two_color_025_mmymm,ynm,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3185,13630,5823,3247,3185,3247,1.0,0.65,0.65,8,98.0,14.901353235776925,62,0.019094548814290114,#e77197,0.90588236,0.44313726,0.5921569,62.549890310051126,49.85070287305188,0.38373533311013563,63.23611840297522,47.51028800507505,3.0055637260507537,12.084565681595844,16.17284926447317,3.318080770129645,11.24993884099362,3.702847019087688,0.4410365254897215,49.85217978928484,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
26,ynm_two_color_026_m,ynm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1126,6792,2858,1145,1126,1145,1.0,0.65,0.65,8,98.0,1.9475498994843334,19,0.016593886462882096,#e565ab,0.8980392,0.39607844,0.67058825,60.84755031477897,56.978388461227325,-12.839262739152236,60.77701805397477,57.057033553891934,-12.831784419122634,16.442508276319327,24.824357204172895,0.5337973752544366,1.4010135081952224,0.4548462406474233,347.3013126531763,58.40704939751285,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
27,ynm_two_color_027_mmnmm,ynm,two_color,mmymm,mmnmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#b83195,0.72,0.19058823529411764,0.5850980392156864,44.918116447875995,62.80487675537733,-25.00603531788006,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2762,13669,5805,2817,2762,2817,1.0,0.65,0.65,8,98.0,7.36903839373652,55,0.019524316648917288,#bc649e,0.7372549,0.39215687,0.61960787,54.44194349777962,44.34367812836865,-16.581937273339655,54.425910192485475,41.94271442613428,-15.322697895031668,11.084058461849981,22.41616747542658,1.944631349486092,5.054005599724686,1.6276114100097319,339.49714856635023,47.34260695915817,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
28,ynm_two_color_028_mmnm,ynm,two_color,mmym,mmnm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#b53795,0.7088235294117646,0.21372549019607842,0.5843137254901961,45.152474771199074,60.00786555802967,-24.56024123498739,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1955,11616,4849,1992,1955,1992,1.0,0.65,0.65,8,98.0,6.150079500307192,37,0.01857429718875502,#b26497,0.69803923,0.39215687,0.5921569,52.97744405016353,39.55281329911231,-15.21071056723795,52.93573738258588,38.23698650799401,-14.279388060440324,10.223612970103982,23.812875316495592,2.7182716382732677,4.983132308942115,1.3974852837994645,338.96489918663644,42.376771418251295,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
29,ynm_two_color_029_mmn,ynm,two_color,mmy,mmn,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#b04095,0.6901960784313724,0.2522875816993464,0.5830065359477125,45.76549839412049,54.79116553605162,-23.472415052041008,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3311,16600,7019,3376,3311,3376,1.0,0.65,0.65,8,98.0,6.453109379443099,65,0.01925355450236967,#a76692,0.654902,0.4,0.57254905,51.72168531116324,32.13884234953962,-12.669430235778467,51.83374457078394,31.7829675685685,-12.447139639750386,10.01289729999367,25.793572635006175,2.4190994445242957,4.373214349776963,1.2745343713987873,338.4851804093265,34.54590641549038,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
30,ynm_two_color_030_mmnmn,ynm,two_color,mmymy,mmnmn,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#ac4894,0.6752941176470587,0.28313725490196073,0.5819607843137256,46.45421009260702,50.15238958253848,-22.296503628763787,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5107,22823,9686,5210,5107,5210,1.0,0.65,0.65,8,98.0,6.678908430058889,103,0.019769673704414587,#a0688e,0.627451,0.40784314,0.5568628,51.461660940492166,26.323645229960224,-10.224585419546983,51.31466514806519,28.035636409178185,-11.004471241832938,10.602781936526544,27.177469173279107,2.8171988452052577,4.996464399213874,1.3638063100876203,338.77291915699976,28.239625443592917,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4591ynm.tif,DSC_4591ynm.tif,DSC_4591,ynm,capture_number,4591,y,n,m,CMY+neutral,two_color__ynm__DSC_4591ynm,0.5366726296958855
