region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_w,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,ywm_two_color_021_ym,ywm,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,12000,40361,17011,12410,12161,12410,1.0,0.65,0.65,8,98.0,7.189729033456426,249,0.02006446414182111,#ed8b81,0.92941177,0.54509807,0.5058824,67.99728448150778,36.4672672714742,22.80931484887214,68.1371792346561,36.36333888323556,22.31938818172638,12.266858008560215,21.388606728178218,3.393534134925924,5.1343961587960445,1.4523238937014493,32.024894218972236,43.01309598394555,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
22,ywm_two_color_022_ymymm,ywm,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,8058,28723,12216,8223,8058,8223,1.0,0.65,0.65,8,98.0,9.522049335079263,165,0.02006566946369938,#ea8489,0.91764706,0.5176471,0.5372549,66.28639263370405,38.85923879704356,16.720721130217164,66.97350514933639,38.9509376433099,15.35741192961056,9.69110571974052,16.04231280543238,4.538560117969739,8.248690142861005,2.53237197062986,23.281700477077436,42.30393545522858,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
23,ywm_two_color_023_ymm,ywm,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,5510,20780,8929,5623,5510,5623,1.0,0.65,0.65,8,98.0,11.77528180253318,113,0.020096034145473948,#e97e8d,0.9137255,0.49411765,0.5529412,65.08538727603305,41.76701445347186,11.295707994006744,65.78717075104433,41.1931230100944,11.745088447759796,10.017085784334359,15.302902825525763,4.20586773211448,8.193105151416114,2.5333978930793117,15.13337216946718,43.26749952842659,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
24,ywm_two_color_024_mymm,ywm,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,3486,14706,6205,3558,3486,3558,1.0,0.65,0.65,8,98.0,14.557320103494005,72,0.02023608768971332,#e77993,0.90588236,0.4745098,0.5764706,63.97753854820834,44.69440342046893,5.422854628132711,64.72297115703753,43.61805366096048,7.437382351740385,11.732471517800914,17.011998743368,4.532371885166809,11.852188787663712,3.699833506175634,6.917987617166091,45.022183970010666,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
25,ywm_two_color_025_mmymm,ywm,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,4334,17187,7326,4423,4334,4423,1.0,0.65,0.65,8,98.0,16.78609716706593,89,0.020122089079810085,#e77498,0.90588236,0.45490196,0.59607846,63.20954539836919,48.33672990640425,0.9383904967808165,64.1672676255917,45.82420062833996,3.732738212208872,12.738813099499861,17.652965535645365,3.875229078161096,13.11419483992512,4.326574430190937,1.1121782971820267,48.345837822599826,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
26,ywm_two_color_026_m,ywm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1636,8560,3654,1667,1636,1667,1.0,0.65,0.65,8,98.0,2.524756823505366,31,0.01859628074385123,#e667ab,0.9019608,0.40392157,0.67058825,61.19234307763715,56.51972519865428,-12.587611326276438,61.21782273205248,56.51401804599465,-12.616025629299154,16.773351924271545,25.438467730939724,0.6115960314497307,1.6367742019371139,0.5749257098760584,347.4444628208664,57.904466973047924,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
27,ywm_two_color_027_mmwmm,ywm,two_color,mmymm,mmwmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cd45a9,0.803921568627451,0.2705882352941177,0.6627450980392158,51.953608615570644,63.65101284368174,-25.59135202774929,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,3732,17135,7207,3808,3732,3808,1.0,0.65,0.65,8,98.0,13.270866721518122,76,0.01995798319327731,#e672b2,0.9019608,0.44705883,0.69803923,63.600136319806836,52.45027472100167,-12.388884042598214,65.04259294377545,49.00153996972795,-11.835757467259842,11.945736425560241,20.86631982303873,2.1101993938298715,8.891089624794118,3.2262265316669985,346.710175955117,53.89355959787302,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
28,ywm_two_color_028_mmwm,ywm,two_color,mmym,mmwm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d050ae,0.8137254901960784,0.3137254901960785,0.6813725490196079,54.15857735374166,60.54786040441418,-24.929775923569018,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2786,14618,6121,2833,2786,2833,1.0,0.65,0.65,8,98.0,12.6200290606599,47,0.016590187080833037,#e677b3,0.9019608,0.46666667,0.7019608,64.34152319107143,49.98557597511788,-12.32432158569976,66.14943018803956,46.748078544682365,-11.550940101896483,10.555419200788677,19.34300176692991,2.7326696998705167,10.879864477539112,3.563648578197852,346.149541521641,51.48248933484109,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
29,ywm_two_color_029_mmw,ywm,two_color,mmy,mmw,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d462b6,0.8300653594771242,0.38562091503267976,0.7124183006535948,58.14329845405503,54.68572752693207,-23.324711403659727,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,4616,20747,8874,4705,4616,4705,1.0,0.65,0.65,8,98.0,11.011130007431449,89,0.01891604675876727,#e780b7,0.90588236,0.5019608,0.7176471,66.21585287227416,45.6735367310272,-11.502082789140623,67.97086780926662,43.63643442287936,-11.129908070604808,8.693675449627671,16.916272199682396,3.085360692153517,8.496606196459906,2.8785618194630747,345.86497866902425,47.099573947210345,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
30,ywm_two_color_030_mmwmw,ywm,two_color,mmymy,mmwmw,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#d771bc,0.8431372549019608,0.4431372549019608,0.7372549019607844,61.560125053185786,49.546375899836406,-21.67040790287964,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,6973,28554,12211,7115,6973,7115,1.0,0.65,0.65,8,98.0,7.92450390468793,142,0.019957835558678846,#e88abc,0.9098039,0.5411765,0.7372549,68.60619986256215,41.48826372076092,-10.792884737038078,69.48823792198975,41.375110125642266,-10.722743099957249,7.732166488241703,15.261089487101263,3.140574457021158,6.322667147670057,2.080448977509483,345.4181052385486,42.86913093952799,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4578ywm.tif,DSC_4578ywm.tif,DSC_4578,ywm,capture_number,4578,y,w,m,CMY+neutral,two_color__ywm__DSC_4578ywm,0.6050420168067226
