region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_w,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset
11,cwm_two_color_011_cw,cwm,two_color,cy,cw,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.4330127018922193,#98dfe9,0.5941176470588235,0.8725490196078431,0.911764705882353,84.47714009895887,-19.637580053559034,-11.93320855548472,"[[0.4999999999999999, 0.3464101615137758], [0.2750000000000002, 0.47631397208144144], [0.22500000000000003, 0.3897114317029974], [0.45, 0.25980762113533157], [0.45, 0.25980762113533157], [0.5, 0.28867513459481287], [0.5, 0.34641016151377524]]",6,2,2,two_color
12,cwm_two_color_012_ccwcw,cwm,two_color,ccycy,ccwcw,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#85dae6,0.5207843137254902,0.8549019607843137,0.9019607843137255,82.2833002416743,-22.74293603831096,-13.98008971986997,"[[0.36666666666666653, 0.21169509870286277], [0.36666666666666714, 0.21169509870286302], [0.45, 0.25980762113533157], [0.225, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,2,2,two_color
13,cwm_two_color_013_ccw,cwm,two_color,ccy,ccw,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#78d7e4,0.47189542483660135,0.8431372549019608,0.8954248366013072,80.86869976537044,-24.584811857946644,-15.26882688076956,"[[0.29166666666666674, 0.16839382851364088], [0.29166666666666674, 0.16839382851364088], [0.3666666666666666, 0.21169509870286274], [0.18333333333333332, 0.3175426480542941], [0.14583333333333337, 0.2525907427704613]]",6,2,2,two_color
14,cwm_two_color_014_ccwc,cwm,two_color,ccyc,ccwc,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#69d3e2,0.41078431372549024,0.8284313725490196,0.8872549019607844,79.15731221950574,-26.594704014567093,-16.789360863889357,"[[0.22499999999999984, 0.12990381056766567], [0.2916666666666667, 0.16839382851364085], [0.14583333333333337, 0.2525907427704613], [0.11250000000000002, 0.1948557158514987], [0.22500000000000003, 0.12990381056766576]]",6,2,2,two_color
15,cwm_two_color_015_ccwcc,cwm,two_color,ccycc,ccwcc,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#5fd1e1,0.37411764705882355,0.8196078431372549,0.8823529411764707,78.16191971863205,-27.6298182850393,-17.651519830013275,"[[0.22499999999999995, 0.12990381056766578], [0.11249999999999999, 0.19485571585149866], [0.04999999999999999, 0.08660254037844385], [0.1, 0.05773502691896256]]",6,2,2,two_color
16,cwm_two_color_016_c,cwm,two_color,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.1, 0.057735026918962574], [0.05, 0.08660254037844387], [0.0, 0.0], [0.10000000000000002, 0.0]]",6,2,2,two_color
17,cwm_two_color_017_ccmcc,cwm,two_color,ccmcc,ccmcc,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#55a5ce,0.3349019607843137,0.6470588235294118,0.807843137254902,64.41427157262386,-12.44504966424509,-28.289394293942706,"[[0.22499999999999998, 0.12990381056766578], [0.22499999999999992, 0.12990381056766576], [0.1, 0.05773502691896257], [0.10000000000000002, 0.0], [0.22499999999999998, 0.0]]",6,2,2,two_color
18,cwm_two_color_018_ccmc,cwm,two_color,ccmc,ccmc,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#5c9ccb,0.36176470588235293,0.6127450980392157,0.7941176470588236,62.02760964894165,-7.296634181354344,-30.004299401504532,"[[0.29166666666666663, 0.16839382851364085], [0.29166666666666674, 0.16839382851364088], [0.22499999999999992, 0.12990381056766573], [0.22499999999999995, 0.12990381056766576], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,2,2,two_color
19,cwm_two_color_019_ccm,cwm,two_color,ccm,ccm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#688ec5,0.40653594771241824,0.5555555555555556,0.7712418300653595,58.21165026866812,1.8861516758218455,-32.60539208245304,"[[0.3666666666666667, 0.2116950987028628], [0.36666666666666675, 0.2116950987028628], [0.29166666666666674, 0.16839382851364085], [0.2916666666666667, 0.16839382851364082], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,2,2,two_color
20,cwm_two_color_020_ccmcm,cwm,two_color,ccmcm,ccmcm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#7182c0,0.4423529411764706,0.5098039215686275,0.7529411764705883,55.346614328532084,9.718729906051603,-34.38506179838539,"[[0.44999999999999996, 0.25980762113533157], [0.4500000000000001, 0.2598076211353316], [0.3666666666666665, 0.21169509870286266], [0.36666666666666675, 0.21169509870286288], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,2,2,two_color
21,cwm_two_color_021_cm,cwm,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color
22,cwm_two_color_022_cmcmm,cwm,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color
23,cwm_two_color_023_cmm,cwm,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color
24,cwm_two_color_024_mcmm,cwm,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color
25,cwm_two_color_025_mmcmm,cwm,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color
26,cwm_two_color_026_m,cwm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color
27,cwm_two_color_027_mmwmm,cwm,two_color,mmymm,mmwmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#cd45a9,0.803921568627451,0.2705882352941177,0.6627450980392158,51.953608615570644,63.65101284368174,-25.59135202774929,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color
28,cwm_two_color_028_mmwm,cwm,two_color,mmym,mmwm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#d050ae,0.8137254901960784,0.3137254901960785,0.6813725490196079,54.15857735374166,60.54786040441418,-24.929775923569018,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color
29,cwm_two_color_029_mmw,cwm,two_color,mmy,mmw,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d462b6,0.8300653594771242,0.38562091503267976,0.7124183006535948,58.14329845405503,54.68572752693207,-23.324711403659727,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color
30,cwm_two_color_030_mmwmw,cwm,two_color,mmymy,mmwmw,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#d771bc,0.8431372549019608,0.4431372549019608,0.7372549019607844,61.560125053185786,49.546375899836406,-21.67040790287964,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color
