region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_v,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cvy_two_color_021_cy,cvy,two_color,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9394,32435,13673,9586,9394,9586,1.0,0.65,0.65,8,98.0,3.559018157240255,192,0.020029209263509283,#95ce93,0.58431375,0.80784315,0.5764706,77.79445931559671,-29.862006371300875,23.62536983135699,77.78663366633697,-29.833991491936676,23.43567644816687,8.138323672371776,21.41725418939604,1.5614535336249789,2.729469708269549,0.7944482463622489,141.65066554729134,38.07751993221206,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
22,cvy_two_color_022_cycyy,cvy,two_color,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6262,23212,9947,6388,6262,6388,1.0,0.65,0.65,8,98.0,6.0822317257843155,126,0.019724483406386977,#9ed28e,0.61960787,0.8235294,0.5568628,79.23855043700615,-29.749681486643976,28.631831999965797,79.38153376973226,-29.611228859843486,29.641638055458117,10.580154930926621,28.178136426667734,2.4060101391498283,4.950625872559259,1.5710580997796633,136.09692655291065,41.28953078240334,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
23,cvy_two_color_023_cyy,cvy,two_color,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4167,16939,7166,4246,4167,4246,1.0,0.65,0.65,8,98.0,5.489173968392261,79,0.018605746585021198,#a7d684,0.654902,0.8392157,0.5176471,80.80388319066277,-29.725698025942325,35.544363409411204,80.79728360254435,-29.56445781839101,35.52317463362463,10.662304034542931,28.91549624701194,2.5062355279082906,4.604865027186289,1.3953680635044692,129.9056890593888,46.33593522645034,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
24,cvy_two_color_024_ycyy,cvy,two_color,mcmm,ycyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2614,11831,5008,2665,2614,2665,1.0,0.65,0.65,8,98.0,7.2078126108103255,51,0.019136960600375234,#b6dc79,0.7137255,0.8627451,0.4745098,83.26663101979675,-28.54465226347369,45.00492411635656,83.00773037454833,-28.43434066608451,42.98618539030325,10.357251881217788,28.392914655920126,2.570667294134712,6.113955101035282,1.8503196244144284,122.38516674004916,53.293905538641525,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
25,cvy_two_color_025_yycyy,cvy,two_color,mmcmm,yycyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3274,13912,5901,3333,3274,3333,1.0,0.65,0.65,8,98.0,9.17077423222531,59,0.0177017701770177,#c1e172,0.75686276,0.88235295,0.44705883,85.1487175593976,-26.970239560202725,50.963950216155254,84.72029383534614,-27.071632920211357,47.64498889038015,9.902161421658866,27.202206631521662,2.0176709349015183,7.365863576034174,2.4658599320548005,117.88789602073695,57.660368049202354,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
26,cvy_two_color_026_y,cvy,two_color,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1180,6818,2947,1201,1180,0,0.0,0.65,0.65,8,98.0,0.7599813017701834,21,0.017485428809325562,#ffe959,1.0,0.9137255,0.34901962,91.80996755265676,-8.688613022398872,70.05808869837273,91.89081933806615,-8.66751410709661,70.23350459764933,5.006176317309632,18.919170460561503,0.2934571971993503,0.552089327927613,0.14774834864773181,97.06973081492089,70.59481417442828,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
27,cvy_two_color_027_yyvyy,cvy,two_color,mmymm,yyvyy,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#e3c433,0.8894117647058823,0.7678431372549019,0.2,79.5739437608988,-3.2521168134359013,71.0938854861102,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2786,13804,5859,2843,2786,2843,1.0,0.65,0.65,8,98.0,25.655669677007385,57,0.020049243756595145,#cbc068,0.79607844,0.7529412,0.40784314,76.99140428465803,-8.213693830124935,46.02237277884784,75.42497686951783,-5.45279130486092,38.699874986790924,8.386782387721746,25.687886368272824,3.4223330017950695,21.076143460901683,7.197290338853037,100.11913739489876,46.74958355461861,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
28,cvy_two_color_028_yyvy,cvy,two_color,mmym,yyvy,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#dcbd40,0.861764705882353,0.7411764705882353,0.25,77.24603834345442,-2.213430655522264,64.13854172454272,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1981,11680,4894,2021,1981,2021,1.0,0.65,0.65,8,98.0,28.744906078606558,40,0.01979218208807521,#beb172,0.74509805,0.69411767,0.44705883,72.05673571308704,-4.0742748842578225,33.22019330449797,70.6728815273945,-2.4656576434524133,29.9571160029707,10.689862585878295,31.405984653508956,5.799499048276896,19.828892647467253,6.95435385572664,96.99209566074614,33.469104544649916,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
29,cvy_two_color_029_yyv,cvy,two_color,mmy,yyv,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#d0b255,0.815686274509804,0.6967320261437909,0.3333333333333333,73.40015937264121,-0.0024389208980180044,50.53195710443885,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3361,16685,7086,3429,3361,3429,1.0,0.65,0.65,8,98.0,23.12014045139665,68,0.019830854476523767,#b1a277,0.69411767,0.63529414,0.46666667,66.95260166314658,-0.8187341012498295,24.746985141442646,66.49896337601113,-0.1921034538010058,22.48079216501915,10.81853562353429,26.591391790788794,6.147167711762044,19.073467494400948,5.92696091362674,91.89489362735958,24.76052501703735,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
30,cvy_two_color_030_yyvyv,cvy,two_color,mmymy,yyvyv,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#c7a966,0.7788235294117648,0.6611764705882354,0.4,70.36887960795697,2.2915304464816155,38.278747695252704,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5266,23027,9895,5374,5266,5374,1.0,0.65,0.65,8,98.0,19.14566005704087,108,0.020096762188314105,#a59183,0.64705884,0.5686275,0.5137255,61.60911547659964,5.000829429671283,10.030826021351325,63.09919252522195,3.396105446513019,13.104515331916174,16.43681598649616,29.698802122513197,10.09868150554552,18.043305483992967,5.623914873709858,63.50162835466989,11.208290041540023,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4607cvy.tif,DSC_4607cvy.tif,DSC_4607,cvy,capture_number,4607,c,v,y,CMY+OVG,two_color__cvy__DSC_4607cvy,0.5477784540474742
