region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_m,f_v,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,mvy_full_021_myvmv,mvy,full,cmycy,myvmv,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#af59a2,0.6847058823529413,0.35058823529411764,0.6352941176470589,50.557809384601754,44.680061251492155,-24.00301884887872,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2985,13944,5940,3046,2985,3046,1.0,0.65,0.65,8,98.0,15.41183887729441,61,0.020026263952724884,#a573a2,0.64705884,0.4509804,0.63529414,55.362025092393665,28.980003519805784,-19.97806019703323,55.20906491109629,27.294980565309878,-17.429870732784966,7.523580960716891,16.904809773976915,4.857478008611795,12.848392169023501,3.8447359518117397,325.4186311599526,35.19891323953396,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
22,mvy_full_022_mmvmv,mvy,full,ccycy,mmvmv,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#a332c0,0.6376470588235295,0.1952941176470588,0.7529411764705883,43.967119452573655,64.70709587811146,-52.10656105438327,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1111,7211,3077,1133,1111,1133,1.0,0.65,0.65,8,98.0,9.482563391300593,22,0.019417475728155338,#a466bb,0.6431373,0.4,0.73333335,52.76758413169178,39.35666440514096,-34.757724716756954,52.645189472305766,39.18517877679257,-34.82103994969723,11.593780032071516,31.95425913245247,2.6320291611716495,4.913067314951275,1.7459006556051937,318.55076011433727,52.507584791006586,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
23,mvy_full_023_mmv,mvy,full,ccy,mmv,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#a82eb9,0.6588235294117647,0.17908496732026144,0.7254901960784315,43.88265939050312,65.9120756649047,-48.09967666173325,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1262,7553,3232,1288,1262,1288,1.0,0.65,0.65,8,98.0,6.294751077414155,26,0.020186335403726708,#a962b8,0.6627451,0.38431373,0.72156864,52.44200266075346,42.33188754733908,-32.91789690691648,53.15444266080413,41.911230743582664,-33.077787629750105,10.964000363072987,29.321904191261645,2.3401756780520686,5.175191742371909,1.6108288381391958,322.1308395851388,53.624403400829955,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
24,mvy_full_024_mymvmv,mvy,full,cmcycy,mymvmv,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#b24fa0,0.6980392156862746,0.3084967320261438,0.627450980392157,48.94450238749407,50.67656391025505,-25.279259740744298,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3439,15283,6457,3510,3439,3510,1.0,0.65,0.65,8,98.0,20.903509384976502,71,0.020227920227920228,#ac70a0,0.6745098,0.4392157,0.627451,55.08603922600078,31.69344230344967,-16.26664275324825,55.278127695340906,30.58716916079312,-14.714047257617686,9.142856506713667,21.89302732928451,7.224338071499088,14.8613779187526,4.750584176607317,332.83086147665216,35.62412036112467,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
25,mvy_full_025_mmmv,mvy,full,cccy,mmmv,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#af29b0,0.6852941176470588,0.1588235294117647,0.6911764705882353,43.920086818262064,67.37604791481428,-42.82222230746968,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,750,5760,2461,766,750,766,1.0,0.65,0.65,8,98.0,5.954488582962251,16,0.020887728459530026,#b562b6,0.70980394,0.38431373,0.7137255,53.87720998336464,45.89702036093879,-30.086568223050048,54.201546486363206,45.16136076967782,-30.311799141309308,11.696035536286942,26.882890680564085,2.1975306868904942,4.727798198410674,1.411213966155619,326.754223150384,54.87930452777873,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
26,mvy_full_026_mmmmv,mvy,full,ccccy,mmmmv,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#b325ab,0.7011764705882353,0.14666666666666667,0.6705882352941177,44.01776554377584,68.22803130910299,-39.514756479993764,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,286,4043,1705,292,286,292,1.0,0.65,0.65,8,98.0,5.804648099697293,6,0.02054794520547945,#bd63b5,0.7411765,0.3882353,0.70980394,55.26635661788875,47.80740598880495,-27.885926283546492,55.28081708853643,47.40550116145883,-28.308131783437066,12.67305479620038,26.053069519010883,1.9767538109684213,3.7683340267465586,1.1634429272090483,329.74510732465137,55.34593889410327,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
27,mvy_full_027_mmmmmv,mvy,full,cccccy,mmmmmv,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#b623a8,0.711764705882353,0.13856209150326795,0.6568627450980392,44.11362122013136,68.78409705244675,-37.252341500297995,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1514,9132,3835,1543,1514,1543,1.0,0.65,0.65,8,98.0,4.555591791733888,29,0.018794556059624108,#c263b2,0.7607843,0.3882353,0.69803923,55.90926173179619,49.17365633135379,-25.962388929320802,55.75655707164547,48.69560131895818,-26.343949461976674,13.078397695408857,25.518024010703577,1.8571403500391501,3.718924410531678,1.0452256592002087,332.1671320460227,55.606601369904006,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
28,mvy_full_028_m,mvy,full,c,m,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,636,4882,2059,649,636,649,1.0,0.65,0.65,8,98.0,3.478374162692739,13,0.020030816640986132,#e769ad,0.90588236,0.4117647,0.6784314,61.751867088067385,56.39643623717045,-12.38206322630302,61.540080042234976,56.45010040194331,-12.378993645044108,17.254844519427373,25.97231046898519,0.7856923021913766,1.9482095612894375,0.7011458590422984,347.61695789592113,57.7397047965557,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
29,mvy_full_029_mymv,mvy,full,cmcy,mymv,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#be5a8b,0.7441176470588236,0.3529411764705882,0.5441176470588236,51.93509846171875,45.59958622229854,-7.976418316091971,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2213,11095,4739,2259,2213,2259,1.0,0.65,0.65,8,98.0,11.118147911253512,46,0.02036299247454626,#b77794,0.7176471,0.46666667,0.5803922,57.707883196561255,29.285736945288964,-4.948401194108087,57.86574227453371,28.98277844049771,-5.31437387349561,8.239649434165242,17.568028048669664,5.79657843831548,8.99742359590011,2.585986703318602,350.40934006028255,29.700859630766807,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
30,mvy_full_030_mmymv,mvy,full,ccmcy,mmymv,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#bf4d8d,0.7482352941176471,0.30196078431372547,0.5529411764705883,49.8388474646661,52.42486739955521,-12.446958293342348,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2457,12717,5405,2508,2457,2508,1.0,0.65,0.65,8,98.0,14.293560413021725,51,0.02033492822966507,#bc7295,0.7372549,0.44705883,0.58431375,57.15740578916589,34.08587490174375,-5.674409690952897,57.656169713359944,34.01568463767142,-6.931154953102214,9.716126846022727,20.87456242309327,7.015199923482149,11.21004196039623,3.3143998006037383,350.54842243919245,34.554967705933464,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
31,mvy_full_031_mmmymv,mvy,full,cccmcy,mmmymv,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#c0448f,0.7509803921568627,0.2679738562091503,0.5588235294117647,48.61950917180282,56.599537326665896,-15.180827476580117,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4150,17459,7371,4234,4150,4234,1.0,0.65,0.65,8,98.0,14.914382560412252,84,0.01983939537080775,#c17096,0.75686276,0.4392157,0.5882353,57.4981099635589,39.054425117213526,-7.4802115692915505,57.971398377176705,37.155427829434984,-7.8189014367944205,10.591880889399674,21.117765028838445,6.258618875466546,11.84844917832747,3.4466681738367226,349.15728219888354,39.7643268062896,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
32,mvy_full_032_mmmmmy,mvy,full,cccccm,mmmmmy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#cd3a7d,0.8039215686274509,0.22745098039215686,0.4901960784313726,48.87116714116331,62.29780497489007,-4.023754337227636,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1839,9096,3835,1875,1839,1875,1.0,0.65,0.65,8,98.0,10.443087059583938,36,0.0192,#e7729c,0.90588236,0.44705883,0.6117647,62.971128300298034,49.088592003219574,-0.4046614709132923,63.53720352808118,47.83220560683983,1.0710683127664355,13.782295540843677,19.656806586906818,2.5773208604436766,7.216539712299208,2.3488674029404564,359.5276933336045,49.090259886912335,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
33,mvy_full_033_mmmmy,mvy,full,ccccm,mmmmy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#cf4178,0.8117647058823529,0.2533333333333333,0.47058823529411764,49.930016111003084,59.9627816908268,0.597488729997786,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,536,3994,1731,545,536,545,1.0,0.65,0.65,8,98.0,9.96723342420531,9,0.01651376146788991,#e77597,0.90588236,0.45882353,0.5921569,63.46993667183935,47.79473351708144,2.0311195342679333,63.800399957449464,46.68797901935291,3.497497391486587,13.01540821051868,18.26050772665691,2.6512391623808664,6.306591878377269,1.9871500981360508,2.4334186607688366,47.83787201090066,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
34,mvy_full_034_mmmy,mvy,full,cccm,mmmy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1138,5845,2522,1162,1138,1162,1.0,0.65,0.65,8,98.0,8.32836900777335,24,0.020654044750430294,#e87890,0.9098039,0.47058824,0.5647059,63.85872574236883,45.52459610556445,7.466651820595594,64.29262724032637,44.776136468936336,7.829618635563899,11.548757696206197,16.216698220116136,2.5954764246531936,4.575679623887788,1.4231680382958163,9.314356403416127,46.13284881713655,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
35,mvy_full_035_mmy,mvy,full,ccm,mmy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1548,7696,3222,1580,1548,1580,1.0,0.65,0.65,8,98.0,5.0420452187433185,32,0.020253164556962026,#ea7d8b,0.91764706,0.49019608,0.54509807,64.8740701699587,43.14868676608613,11.914538474984127,65.08143918755478,43.03996715072875,12.013597927158662,9.678332690284567,14.158041620785871,2.380720651442204,3.9139766708904515,1.1229801434830344,15.436292292579083,44.763438168997844,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
36,mvy_full_036_mymymv,mvy,full,cmcmcy,mymymv,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#ca6576,0.7901960784313725,0.39738562091503266,0.46078431372549017,55.23522367761696,41.33117679572962,9.591235243972761,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3576,15284,6461,3649,3576,3649,1.0,0.65,0.65,8,98.0,17.855637163087266,73,0.020005480953685942,#c47e84,0.76862746,0.49411765,0.5176471,60.13807681554576,26.222749671772462,10.797858957375462,60.35514468297989,28.144307414506248,7.73857841192967,7.964342973665571,15.929798487042087,7.956239055805945,14.774961103378562,4.12724129222415,22.380613594668603,28.35888499944623,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
37,mvy_full_037_mmymy,mvy,full,ccmcm,mmymy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#db685a,0.8588235294117647,0.4086274509803921,0.3529411764705882,57.79272001589632,43.79980661784783,29.40157737957495,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1481,7232,3091,1512,1481,1512,1.0,0.65,0.65,8,98.0,5.505144170676492,31,0.0205026455026455,#ec8284,0.9254902,0.50980395,0.5176471,66.07653009931066,40.99774933152561,17.994711435075985,65.88860092985084,41.158754896644496,17.200012420422162,9.245498234048904,14.373225984784304,2.3726695083943605,4.36975148302876,1.3098680848537545,23.69760690527511,44.77303976593797,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
38,mvy_full_038_my,mvy,full,cm,my,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2125,9658,4056,2168,2125,2168,1.0,0.65,0.65,8,98.0,4.040782721609113,43,0.019833948339483393,#ee847d,0.93333334,0.5176471,0.49019608,66.66689895736991,39.78728163569922,22.508421655275733,66.88075596447084,39.56553380736267,22.278973318588655,13.133246437063855,21.846934939041084,1.8431775712455103,3.107524993926991,0.8652682117078423,29.497666349528004,45.71276435931363,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
39,mvy_full_039_mymyv,mvy,full,cmcmy,mymyv,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#cb756f,0.7952941176470588,0.4572549019607843,0.4352941176470589,58.46062811653219,33.14846996765153,17.881578709018054,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3188,14035,5927,3254,3188,3254,1.0,0.65,0.65,8,98.0,14.248377316266811,66,0.020282728948985862,#bf8383,0.7490196,0.5137255,0.5137255,60.91000314567275,23.523178153791125,10.710873861232706,60.71509068408985,23.942433469101235,8.975293948143301,5.56098314819061,12.25008932822115,5.775449802801047,11.362626063404363,3.2475125905187356,24.481329239421427,25.846909473401922,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
40,mvy_full_040_mymyy,mvy,full,cmcmm,mymyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#e7903c,0.9058823529411765,0.5639215686274509,0.23529411764705882,67.43094787588788,26.34285180880125,56.23381246555199,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1477,7302,3088,1508,1477,1508,1.0,0.65,0.65,8,98.0,5.537507740413636,31,0.020557029177718834,#f18c79,0.94509804,0.54901963,0.4745098,68.85578668992596,36.05882164791463,27.244900492987046,69.04331661218222,35.38026250672706,27.297160530300737,17.502167052810805,30.606980460569275,2.239732942596924,3.61629671773242,1.0785986708627369,37.07353605251501,45.19428306222904,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
41,mvy_full_041_myy,mvy,full,cmm,myy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#eb9d32,0.9215686274509803,0.615686274509804,0.19607843137254902,70.87834005274337,20.623964460334378,63.79337035503971,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1584,7623,3257,1615,1584,1615,1.0,0.65,0.65,8,98.0,4.872871480175337,31,0.019195046439628483,#f3957b,0.9529412,0.58431375,0.48235294,70.86873097004636,32.9158344345819,29.054149324582546,70.78391725793026,32.673194568608665,28.85022331273528,19.99705171852857,36.84974406425689,1.827332611078216,3.8658065123839105,1.2127314071671034,41.434200669887446,43.90439328244895,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
42,mvy_full_042_mymyvy,mvy,full,cmcmym,mymyvy,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#d4865d,0.8294117647058824,0.526797385620915,0.36274509803921573,63.21886382037205,25.37265807872918,34.66543643353188,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3580,15300,6465,3652,3580,3652,1.0,0.65,0.65,8,98.0,13.522126868017239,72,0.019715224534501644,#c48b77,0.76862746,0.54509807,0.46666667,63.45605600562233,20.601129125061014,21.429924176662585,63.09927828392876,20.54899133948835,18.526848592163702,6.139212638010154,14.071337299282353,3.621537767118503,9.20450565511578,2.8536567998464637,46.12964823883988,29.726220268391753,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
43,mvy_full_043_myyy,mvy,full,cmmm,myyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#f0ae26,0.9411764705882353,0.6803921568627451,0.14705882352941177,75.29275943833024,13.646301897515034,71.93335971602419,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1142,5845,2522,1162,1142,1162,1.0,0.65,0.65,8,98.0,6.8388522284777915,20,0.01721170395869191,#f7a479,0.96862745,0.6431373,0.4745098,74.70676992541661,26.44644773692162,34.87472039908555,74.1942583845624,26.649943930241886,34.399899342512256,18.840979276748268,39.21134867920603,2.491499375466419,5.047164382710195,1.638844976413737,52.82596966886672,43.76826156949942,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
44,mvy_full_044_myyyy,mvy,full,cmmmm,myyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#f3b71e,0.9529411764705882,0.7192156862745098,0.11764705882352941,77.98402366630827,9.564777772315624,76.10333175007294,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,531,4065,1726,540,531,540,1.0,0.65,0.65,8,98.0,7.728994023176672,9,0.016666666666666666,#f9ab76,0.9764706,0.67058825,0.4627451,76.31090946734756,23.16223731924194,39.34694362397531,75.84395332916019,23.699116886747284,38.4144114025448,17.67516350662331,39.2265507702295,2.4520790054543014,6.136832397270808,1.9538512896059643,59.51609296761853,45.65819981318991,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
45,mvy_full_045_myyyyy,mvy,full,cmmmmm,myyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#f5be19,0.9607843137254902,0.7450980392156863,0.09803921568627451,79.79204921266052,6.88998560197307,78.60061215554556,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1848,9053,3845,1886,1848,1886,1.0,0.65,0.65,8,98.0,8.62465652865859,38,0.02014846235418876,#fbb276,0.9843137,0.69803923,0.4627451,78.27052972758806,20.032434308150325,40.81807295259034,77.83850840805172,20.702614346721095,40.284949777447096,16.790211141453888,40.03197781974809,3.405365017706157,6.870490552002611,2.132157008447265,63.85941270340561,45.46881902879539,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4565mvy.tif,DSC_4565mvy.tif,DSC_4565,mvy,capture_number,4565,m,v,y,CMY+OVG,full__mvy__DSC_4565mvy,0.5491153142159854
