region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_g,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cgy_two_color_021_cy,cgy,two_color,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9136,31733,13444,9323,9136,9323,1.0,0.65,0.65,8,98.0,5.190779637084906,187,0.020057921269977474,#98cf8e,0.59607846,0.8117647,0.5568628,78.13662740964051,-30.497653194394182,27.49455360077718,78.11506801098112,-30.618140579377325,27.310136324253925,6.400802422766722,17.499055090751266,2.228842043585301,3.512556743013501,0.8849054410058387,137.96438751627363,41.061628414756655,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
22,cgy_two_color_022_cycyy,cgy,two_color,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,5982,22806,9694,6105,5982,6105,1.0,0.65,0.65,8,98.0,6.914415927868413,123,0.020147420147420148,#a2d584,0.63529414,0.8352941,0.5176471,80.15012759468024,-30.287009283311573,33.8752262270837,79.84966717714472,-30.449436071978152,34.40393043512938,8.375099054033246,22.887441283285508,2.988368725109139,4.908442259033667,1.3361187456610621,131.79911775634514,45.44044325557906,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
23,cgy_two_color_023_cyy,cgy,two_color,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4022,16502,7055,4105,4022,4105,1.0,0.65,0.65,8,98.0,7.032883273213101,83,0.020219244823386114,#acd97b,0.6745098,0.8509804,0.48235294,81.66810852679275,-30.06711026561204,40.98160019113799,81.06526152554572,-30.327333095976357,39.5506574222758,8.588823176527564,23.51212250850756,2.5158882471336494,5.002813295032915,1.4999807716843856,126.26650645135351,50.82836485615836,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
24,cgy_two_color_024_ycyy,cgy,two_color,mcmm,ycyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2557,11680,4967,2610,2557,2610,1.0,0.65,0.65,8,98.0,7.7361219404370125,53,0.020306513409961684,#bade71,0.7294118,0.87058824,0.44313726,84.05363047720594,-28.42867502535379,49.432709215474176,83.22948583865754,-28.822308705851167,47.300285806718456,8.808002938592002,24.053843951073503,2.250872596976086,6.44405281760097,1.9814685673707488,119.90314134813394,57.02440095326561,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
25,cgy_two_color_025_yycyy,cgy,two_color,mmcmm,yycyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3124,13562,5754,3188,3124,3188,1.0,0.65,0.65,8,98.0,10.240684169106666,64,0.020075282308657464,#c6e26a,0.7764706,0.8862745,0.41568628,85.58085175784649,-26.64117959957185,55.04456702249735,84.75682386835915,-27.166298016903916,51.80247594193039,8.532167422477077,23.215819677443147,1.7291289677536734,7.646784414851129,2.650756634079889,115.82665251210136,61.15273345608392,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
26,cgy_two_color_026_y,cgy,two_color,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1139,6759,2890,1162,1139,0,0.0,0.65,0.65,8,98.0,1.277746833275509,23,0.019793459552495698,#ffe853,1.0,0.9098039,0.3254902,91.53413385921203,-8.509989958459697,72.09902833107384,91.59895214308126,-8.519758532128238,72.39437513555676,4.454235501788686,16.856387758833794,0.35868937498869596,0.8474281826463957,0.262027129501175,96.73158823939144,72.5995166332261,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
27,cgy_two_color_027_yygyy,cgy,two_color,mmymm,yygyy,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#d2d914,0.8250980392156861,0.8494117647058823,0.07764705882352942,83.56396333712765,-21.455436693786577,80.99892539154644,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2763,13591,5805,2817,2763,2817,1.0,0.65,0.65,8,98.0,3.9287565877280275,54,0.019169329073482427,#c3ed5b,0.7647059,0.92941177,0.35686275,88.46830339581871,-33.67875365338768,64.0544126800241,87.99240730118186,-34.96412136006743,63.87785640362942,9.386077426356394,21.46109363329595,1.1516249069819269,3.3678774708129406,1.0344107012551746,117.73465328200513,72.36868267025734,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
28,cgy_two_color_028_yygy,cgy,two_color,mmym,yygy,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c7d719,0.7813725490196078,0.8431372549019608,0.09705882352941177,82.2965489753003,-25.259099303701905,78.89213150428324,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1976,11478,4876,2017,1976,2017,1.0,0.65,0.65,8,98.0,3.1915153838193304,41,0.02032721864154685,#b8eb5c,0.72156864,0.92156863,0.36078432,87.15726591549473,-37.603858035338774,62.072349478099454,86.84593917479664,-37.946401031549485,61.6154984940389,9.361973222811814,21.42252797228546,1.3228941403418237,2.588313312600909,0.7272077350480026,121.2077705470117,72.57428407413487,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
29,cgy_two_color_029_yyg,cgy,two_color,mmy,yyg,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#b5d421,0.7084967320261438,0.8326797385620915,0.12941176470588237,80.26235676752313,-31.443535494454224,75.10669897134102,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3266,16620,6943,3332,3266,3332,1.0,0.65,0.65,8,98.0,2.762465147927631,66,0.019807923169267706,#aee963,0.68235296,0.9137255,0.3882353,86.1425527814634,-39.90658856434959,57.61860570464775,85.66671360541564,-40.272635216964765,57.699054797008486,8.554383164812142,20.298605334623037,1.1143268067942953,2.2364666174696377,0.6248096225138828,124.70643482108443,70.08879749426397,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
30,cgy_two_color_030_yygyg,cgy,two_color,mmymy,yygyg,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#a6d228,0.6501960784313725,0.824313725490196,0.15529411764705883,78.71036781252369,-36.191852490797984,71.82923880743049,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5100,22770,9661,5203,5100,5203,1.0,0.65,0.65,8,98.0,2.458690699555898,103,0.01979627138189506,#a3e766,0.6392157,0.90588236,0.4,84.86032615532099,-41.992935907010086,55.12040785655772,84.72351797302063,-41.83124841976877,55.2087941939402,7.787015103169574,18.725906871626723,1.3673363073483027,1.9881035654918957,0.5406922963057049,127.30160335967645,69.29405478367914,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4616cgy.tif,DSC_4616cgy.tif,DSC_4616,cgy,capture_number,4616,c,g,y,CMY+OVG,two_color__cgy__DSC_4616cgy,0.5462822458270106
