region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_k,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cky_full_021_cykck,cky,full,cmycy,cykck,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#528560,0.3223529411764706,0.52,0.3764705882352941,51.05058842428056,-25.327615619700094,14.522007669040438,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2860,13692,5795,2919,2860,2708,0.9277149708804385,0.65,0.65,8,98.0,21.323133376340856,59,0.020212401507365536,#424c4f,0.25882354,0.29803923,0.30980393,31.39687766855252,-3.36218781835175,-3.072071593925174,33.87637586952831,-4.170150734954253,-2.7052424328628306,26.1661722512797,34.32637455481694,5.324864312463344,13.731075460937724,4.460079062369895,222.41832227030775,4.554330994127992,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
22,cky_full_022_cckck,cky,full,ccycy,cckck,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#2b808c,0.16784313725490194,0.5019607843137255,0.5490196078431373,49.30092876062784,-20.98856372096758,-13.896445901541377,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1101,7105,3065,1124,1101,1124,1.0,0.65,0.65,8,98.0,14.430771732932225,23,0.020462633451957295,#434d5a,0.2627451,0.3019608,0.3529412,32.26683012400204,-1.1709381446827205,-9.630789769831472,34.27870566079691,-1.2507876103334532,-10.393769438646283,22.018603406833165,26.47819144273474,4.825733903973506,11.664114489486424,3.489402719862734,263.0678444191612,9.701711587620172,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
23,cky_full_023_cck,cky,full,ccy,cck,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#2d8c99,0.17777777777777778,0.5490196078431372,0.6013071895424836,53.63298621676569,-22.635268982233057,-15.087355983918593,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1217,7526,3165,1242,1217,1242,1.0,0.65,0.65,8,98.0,10.546438932416295,25,0.020128824476650563,#495a6e,0.28627452,0.3529412,0.43137255,37.54888180226462,-1.8252296402276325,-13.071881458043165,37.95386772588243,-1.761873220595823,-13.195566839687938,21.906370172699788,26.37836783800012,5.780780332196133,8.823635168553842,2.260546576130531,262.05117040130415,13.198694938996741,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
24,cky_full_024_cyckck,cky,full,cmcycy,cyckck,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#4e9075,0.3065359477124183,0.5640522875816993,0.45751633986928114,54.86379187451247,-27.691913536364243,7.988682637955002,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3387,15101,6399,3456,3387,3363,0.9730902777777778,0.65,0.65,8,98.0,25.95201577940997,69,0.019965277777777776,#485753,0.28235295,0.34117648,0.3254902,35.52890634270791,-7.0283814129875335,0.7580534444387332,38.79477264708978,-7.970741288581871,1.7542426892974576,23.068882895017886,29.207898878144867,10.181564550665286,22.327270120393724,6.531721784714992,173.84410041954175,7.069143534478138,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
25,cky_full_025_ccck,cky,full,cccy,ccck,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#319baa,0.19019607843137254,0.607843137254902,0.6666666666666667,58.958793493974355,-24.63357424677265,-16.53963445030453,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,724,5749,2416,739,724,739,1.0,0.65,0.65,8,98.0,16.203248905617272,15,0.02029769959404601,#547593,0.32941177,0.45882353,0.5764706,47.991300357449425,-3.4351976588003486,-19.80452113035703,46.22980964346155,-3.0992517683284886,-18.594728993742915,17.986555641497116,24.089760494840913,8.455378528417047,14.868654040999047,4.3562456176651985,260.1596560310813,20.100239803489547,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
26,cky_full_026_cccck,cky,full,ccccy,cccck,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#32a4b4,0.19764705882352943,0.6431372549019608,0.7058823529411765,62.110429103245224,-25.805137854912232,-17.393975631597016,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,290,3925,1709,296,290,296,1.0,0.65,0.65,8,98.0,21.556295530903586,6,0.02027027027027027,#6089af,0.3745098,0.5372549,0.6862745,55.553869172259105,-4.028198539651667,-22.408817928576276,51.82123417220863,-3.5640537489476674,-21.636145088128927,15.56904658748043,23.28888591866786,5.597613079456671,19.61515947755432,6.35113773350501,259.80937245549586,22.767992982055606,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
27,cky_full_027_ccccck,cky,full,cccccy,ccccck,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#34aabb,0.2026143790849673,0.6666666666666666,0.7320261437908497,64.19440390098289,-26.576034175372577,-17.957114322838798,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1495,8984,3808,1526,1495,1526,1.0,0.65,0.65,8,98.0,27.897770445429337,31,0.020314547837483616,#6693bb,0.4,0.5764706,0.73333335,59.22304832966722,-3.6617844792052323,-26.240019672598436,53.540418578354796,-3.005411526738007,-24.213424071573527,15.71311802209179,24.867322662237555,4.013563469754751,24.611536479074292,8.829362366787736,262.05570062117226,26.49428802573304,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
28,cky_full_028_c,cky,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,623,4788,2042,636,623,636,1.0,0.65,0.65,8,98.0,1.9174573808001536,13,0.020440251572327043,#82aee9,0.50980395,0.68235296,0.9137255,70.04960224584029,0.9856077119346218,-34.56972848796151,70.03813203565058,0.9623024706252624,-34.47448571673934,19.625590479586478,34.5225485642485,0.4912570473358466,1.2381384903370805,0.41330237805551323,271.63310130018,34.583775824701426,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
29,cky_full_029_cyck,cky,full,cmcy,cyck,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#62a173,0.38333333333333336,0.6303921568627451,0.45098039215686275,60.976875079372675,-30.466146910845204,17.606312514181344,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2163,11042,4679,2208,2163,2208,1.0,0.65,0.65,8,98.0,18.05805632820157,45,0.020380434782608696,#607b6d,0.3764706,0.48235294,0.42745098,49.098303162134656,-12.196892577450047,3.9099929950112244,47.1186495532599,-12.000681586964918,4.545867190934054,16.16755730416337,25.738206873488174,9.130812484738893,16.16947564298039,4.382553077953786,162.22555858771761,12.808287698474489,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
30,cky_full_030_ccyck,cky,full,ccmcy,ccyck,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#5aa988,0.35215686274509805,0.6611764705882354,0.5333333333333334,63.48048770838142,-32.131233718729945,9.403225927241543,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2479,12632,5427,2530,2479,2530,1.0,0.65,0.65,8,98.0,23.132911719997292,51,0.02015810276679842,#638a7d,0.3882353,0.5411765,0.49019608,54.5137480608435,-13.824810732562476,-0.819569447391566,51.44849289281612,-13.413640843280627,0.14845911581595356,13.892627690679015,22.804233986846153,10.297184979882054,20.5243331306693,5.470552217653774,183.39266678879375,13.849082492001855,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
31,cky_full_031_cccyck,cky,full,cccmcy,cccyck,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#55ae96,0.33137254901960783,0.6816993464052287,0.5882352941176471,65.21230717471794,-32.67932001960916,4.08140418783991,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4119,17206,7340,4203,4119,4203,1.0,0.65,0.65,8,98.0,30.660679221671856,84,0.01998572448251249,#6b9c92,0.41960785,0.6117647,0.57254905,60.90971362880282,-14.628178719354178,-5.3067593555648385,55.885904285624996,-14.193867520902145,-3.2398463640826596,12.347087500125738,20.796481149002958,9.69570013490323,26.551899689507017,8.113547171271525,199.93958129068128,15.561018845282637,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
32,cky_full_032_cccccy,cky,full,cccccm,cccccy,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#5bccb7,0.3562091503267974,0.7993464052287581,0.7189542483660132,75.29660301626511,-37.09575172861812,0.50977836820707,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1782,8985,3767,1819,1782,1819,1.0,0.65,0.65,8,98.0,16.738048801830452,37,0.02034084661902144,#7bbdcc,0.48235294,0.7411765,0.8,72.75130381805005,-17.10337337734741,-13.350441614143293,72.77481668183694,-18.407758761290992,-11.371712652071674,14.849501521555334,24.459751390967494,5.380950017505113,12.584836367758204,4.0052078223479,217.9746582145482,21.696996846974127,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
33,cky_full_033_ccccy,cky,full,ccccm,ccccy,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#61cdb0,0.3819607843137255,0.8023529411764706,0.6901960784313725,75.5547352424016,-37.82289322407589,4.864422141720537,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,532,3957,1730,543,532,543,1.0,0.65,0.65,8,98.0,12.980536147231202,11,0.020257826887661142,#7bc0c3,0.48235294,0.7529412,0.7647059,73.39214789126913,-21.204929764742946,-8.403808382035326,73.2691007439393,-21.272756417689227,-7.310334392920762,12.260444563543675,21.37473823976635,6.029835759900431,9.311821907205537,2.8342651128528726,201.61911109367887,22.80949455050788,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
34,cky_full_034_cccy,cky,full,cccm,cccy,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#6bcea5,0.42058823529411765,0.8068627450980392,0.6470588235294118,75.99398463781759,-38.508338624210936,11.446263813771207,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1115,5774,2498,1138,1115,1138,1.0,0.65,0.65,8,98.0,8.612328973396897,23,0.020210896309314587,#7ec4b6,0.49411765,0.76862746,0.7137255,74.42081323555341,-25.390742367845164,0.07123697432862564,74.30638856783973,-25.369258865133414,0.481011831572697,8.494928070554224,17.433801519002166,4.308999362218675,6.909131784081375,2.058044385168709,179.83924978617063,25.39084229986865,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
35,cky_full_035_ccy,cky,full,ccm,ccy,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#7cd093,0.4849673202614379,0.8143790849673204,0.5751633986928105,76.86250739489427,-38.58330122000342,22.49598611228505,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1511,7493,3169,1542,1511,1542,1.0,0.65,0.65,8,98.0,6.480844338365625,31,0.020103761348897537,#83c7a8,0.5137255,0.78039217,0.65882355,75.24943514583839,-28.039111508386227,9.067096942928622,75.15466432397577,-28.039638094680797,8.582329507085158,7.339338474036981,17.149839739137693,2.3660033652229253,4.513481009709323,1.4371166784412286,162.08018331591313,29.468695613348455,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
36,cky_full_036_cycyck,cky,full,cmcmcy,cycyck,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#75b271,0.46013071895424845,0.6967320261437907,0.4444444444444445,67.06031064388367,-32.47492166051674,26.885069528945806,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3546,15072,6416,3619,3546,3619,1.0,0.65,0.65,8,98.0,32.570420617130935,73,0.02017131804365847,#78a278,0.47058824,0.63529414,0.47058824,62.669012042544054,-20.48588266778628,12.769901785975401,56.50138442606311,-18.602700577594202,12.322167833599526,8.482671344169098,19.033090127132034,5.786687016241335,28.82172293245945,9.615847992636628,148.0625955885384,24.14004515948063,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
37,cky_full_037_ccycy,cky,full,ccmcm,ccycy,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#89d184,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1459,7105,3067,1489,1459,1489,1.0,0.65,0.65,8,98.0,6.513360387625541,30,0.020147750167897917,#89c99f,0.5372549,0.7882353,0.62352943,75.76811569026297,-28.83186319354969,14.348616373377322,75.72490610125779,-29.03713026742502,13.755191928444214,7.868677373094754,19.265433841155883,2.721254701812235,5.085848271329806,1.538830618806255,153.54206584081908,32.204955007605854,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
38,cky_full_038_cy,cky,full,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2113,9555,4046,2157,2113,2157,1.0,0.65,0.65,8,98.0,3.895966707457495,44,0.020398701900788133,#8fcc92,0.56078434,0.8,0.57254905,76.77449621464288,-30.96122930840822,23.084318686281712,76.82859687705253,-30.875447120445656,22.82298617449776,8.59416711670894,21.79305065725473,1.0800193120526065,2.421548749701479,0.7929801837652578,143.29223301356876,38.61972927789177,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
39,cky_full_039_cycyk,cky,full,cmcmy,cycyk,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#81ad5c,0.5066666666666667,0.6792156862745098,0.3607843137254902,66.07339583755419,-29.202332966860702,36.875368600621506,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3136,13809,5859,3196,3136,3196,1.0,0.65,0.65,8,98.0,25.546823196998314,60,0.01877346683354193,#6d9172,0.42745098,0.5686275,0.44705883,56.69707260887505,-16.964013234728597,9.395586034152426,52.13440396156463,-15.913960159100974,9.706957764329733,15.39406363903838,31.509210670135488,6.935867034964544,23.09844303978476,7.294098891994841,151.0199497060762,19.39213195997818,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
40,cky_full_040_cycyy,cky,full,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1477,7127,3088,1508,1477,1508,1.0,0.65,0.65,8,98.0,4.356181350941181,31,0.020557029177718834,#97d08a,0.5921569,0.8156863,0.5411765,78.17343917790694,-31.229275592653536,28.775208310542588,78.2109341146292,-31.41655408983609,29.42232631861454,10.888721162399781,28.088130036410515,1.5616927226663118,3.4513657069423336,1.0098684911363525,137.34198132282575,42.465047596311784,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
41,cky_full_041_cyy,cky,full,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1529,7501,3198,1561,1529,1561,1.0,0.65,0.65,8,98.0,4.405908254472652,32,0.020499679692504803,#9fd483,0.62352943,0.83137256,0.5137255,79.80574170178599,-31.594501085565053,35.02681839960846,79.66352274643721,-31.381170169083134,34.25237225412577,11.40729831602158,29.68271817132712,1.7306689967707136,3.0156788864403197,0.9570064177803848,132.050740229084,47.17086501268469,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
42,cky_full_042_cycyky,cky,full,cmcmym,cycyky,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#96b64d,0.5888888888888889,0.711764705882353,0.3006535947712418,69.6700968500685,-26.722291700774782,48.914341219957876,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3553,15030,6425,3626,3553,3626,1.0,0.65,0.65,8,98.0,22.422467198947174,73,0.02013237727523442,#6b8c67,0.41960785,0.54901963,0.40392157,54.84467190128477,-19.59545683270142,14.987146803173058,53.213614470451425,-18.048331226747408,15.286560582512198,18.89939353483291,37.70463527397023,8.325107302423591,19.321281171291705,5.6932008428547975,142.590241985617,24.669748636379033,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
43,cky_full_043_cyyy,cky,full,cmmm,cyyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1082,5733,2449,1104,1082,1104,1.0,0.65,0.65,8,98.0,3.993070436861691,22,0.019927536231884056,#acda79,0.6745098,0.85490197,0.4745098,81.83571921679444,-30.827694766249138,42.36087059283166,81.62635985956521,-30.867726024856083,41.91593428210862,12.078488851727528,31.537612162419126,1.5837414530834328,3.0948788949667265,0.943370562875759,126.04487572510277,52.390744621389516,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
44,cky_full_044_cyyyy,cky,full,cmmmm,cyyyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,485,3991,1667,495,485,495,1.0,0.65,0.65,8,98.0,5.572871684588885,10,0.020202020202020204,#b4dc71,0.7058824,0.8627451,0.44313726,83.06949884074433,-30.08236347373311,48.26555753993578,83.01115653597867,-30.315470285435364,47.267519694704326,11.925589297196927,30.754271494656415,1.5516530587659705,3.522164304172976,1.158474339666981,121.9339547183929,56.87277588448311,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
45,cky_full_045_cyyyyy,cky,full,cmmmmm,cyyyyy,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#dedb25,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1798,9018,3779,1835,1798,1835,1.0,0.65,0.65,8,98.0,5.9268483643811525,37,0.020163487738419618,#bde070,0.7411765,0.8784314,0.4392157,84.62437337297227,-28.428574223042098,50.67305083568412,84.41512623380497,-28.532851547532868,49.73678865032465,11.879776354918116,31.046246257727596,1.8380443767465087,4.2289825625448145,1.2832018017636972,119.2932788583878,58.10285632695557,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4542cky.tif,DSC_4542cky.tif,DSC_4542,cky,capture_number,4542,c,k,y,CMY+neutral,full__cky__DSC_4542cky,0.5469462169553327
