region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_l,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,ylm_two_color_021_ym,ylm,two_color,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9509,32767,13821,9701,9509,9701,1.0,0.65,0.65,8,98.0,7.390163505448323,192,0.019791774043913,#ed8a80,0.92941177,0.5411765,0.5019608,67.72008466267599,36.53431120175837,22.921162255203733,68.08761958316943,36.25199860231322,22.720939325362657,12.146119841541605,21.21484397009677,3.226192811812731,5.365970199043218,1.5054205712751871,32.10363725084534,43.12928905183,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
22,ylm_two_color_022_ymymm,ylm,two_color,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6329,23418,10053,6459,6329,6459,1.0,0.65,0.65,8,98.0,10.230319695539803,130,0.020126954636940704,#ea8487,0.91764706,0.5176471,0.5294118,66.31331426317713,38.771878690134706,17.33463399384101,66.78536835969858,38.97121340381971,15.691564384740277,9.468193393390699,15.604220847180429,4.271643044226657,8.54994568109737,2.618047904005533,24.089082354475238,42.470555834165275,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
23,ylm_two_color_023_ymm,ylm,two_color,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4253,17163,7293,4340,4253,4340,1.0,0.65,0.65,8,98.0,11.585643005090345,87,0.020046082949308756,#e87e8c,0.9098039,0.49411765,0.54901963,65.03816079224006,41.996534369763474,11.764276067456446,65.65129715683331,41.12487091383933,12.108118717138018,9.871507736334884,14.900847985871096,4.494183932627551,8.245566747291635,2.5882611572385392,15.648883586025761,43.613152723256015,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
24,ylm_two_color_024_mymm,ylm,two_color,mcmm,mymm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2691,11939,5102,2743,2691,2743,1.0,0.65,0.65,8,98.0,14.447081470178567,52,0.018957345971563982,#e67892,0.9019608,0.47058824,0.57254905,63.48470292212549,45.07858639576806,5.656888773264024,64.57469293375324,43.772044550243834,7.0251191213699595,11.299749047546689,16.36483346405701,4.706185766630808,12.170633650708528,3.660897569926142,7.152628867497356,45.432139967580284,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
25,ylm_two_color_025_mmymm,ylm,two_color,mmcmm,mmymm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3356,14017,6010,3425,3356,3425,1.0,0.65,0.65,8,98.0,16.989534551106434,69,0.020145985401459853,#e77399,0.90588236,0.4509804,0.6,62.91640254460833,48.85080842342093,-0.3385868315007867,63.87418741246166,46.30037258783484,3.152129872506609,12.466887494482593,17.117196614963053,3.5256470271466975,13.89326098369531,4.483783262865683,359.60288710809306,48.85198178850311,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
26,ylm_two_color_026_m,ylm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1179,6945,2963,1203,1179,1203,1.0,0.65,0.65,8,98.0,2.0840041091043164,24,0.0199501246882793,#e566ab,0.8980392,0.4,0.67058825,60.84755031477897,56.95687085230594,-13.027569809605822,60.842259693113796,56.897538195391995,-12.993178234040485,16.42427282085281,24.74304342269079,0.5920009950233648,1.4056443746120675,0.46753097339346283,347.11653190435754,58.4277563528706,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
27,ylm_two_color_027_mmlmm,ylm,two_color,mmymm,mmlmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#c43c9f,0.7686274509803921,0.23607843137254902,0.6227450980392157,48.86873119968806,63.20287740701252,-24.46009316180198,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2841,13982,5929,2897,2841,2897,1.0,0.65,0.65,8,98.0,17.20379054570596,56,0.019330341732827064,#cd6eae,0.8039216,0.43137255,0.68235296,59.24632083256907,45.910965497941824,-17.058168907401527,61.28937410424944,41.049508325488254,-15.511586097136389,11.24198430069182,21.48238968847326,2.596687572701625,13.11696785687879,4.652749277616988,339.6175063337988,48.97752422720696,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
28,ylm_two_color_028_mmlm,ylm,two_color,mmym,mmlm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c445a1,0.7696078431372548,0.27058823529411763,0.6313725490196078,50.21783700971264,60.19646024433661,-23.676094231395204,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2074,11811,5052,2116,2074,2116,1.0,0.65,0.65,8,98.0,17.880660715770645,42,0.01984877126654064,#c973ae,0.7882353,0.4509804,0.68235296,59.69078730783528,41.03672897242464,-16.3313949205531,61.8356153958551,37.04861141481955,-15.121418698287146,10.770974234115112,22.600369415769908,3.9325971048904176,13.114397697858324,4.693214129823356,338.29891875013965,44.16704183899238,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
29,ylm_two_color_029_mml,ylm,two_color,mmy,mml,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#c554a5,0.7712418300653594,0.3281045751633987,0.6457516339869281,52.7536654284103,54.518865235422986,-21.924235144084527,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3444,16969,7218,3514,3444,3514,1.0,0.65,0.65,8,98.0,15.904825093749245,70,0.0199203187250996,#c27faf,0.7607843,0.49803922,0.6862745,61.138140527726904,32.173518544691944,-14.22533637379011,63.31688485176426,30.712490901139173,-13.800223072128862,10.839384426173654,25.077619179165826,4.954071842553734,13.107114169689122,4.147829956908294,336.1476573413669,35.178054103277404,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
30,ylm_two_color_030_mmlml,ylm,two_color,mmymy,mmlml,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#c55fa8,0.7725490196078431,0.37411764705882355,0.6572549019607843,55.012335835835785,49.49240915014885,-20.17017298832242,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,5229,23363,9871,5336,5229,5336,1.0,0.65,0.65,8,98.0,13.323169395239278,107,0.02005247376311844,#c187b1,0.75686276,0.5294118,0.69411767,62.584499042223456,26.509065901431594,-12.837500919149791,64.26225339762858,27.07759165428703,-13.062268784365642,10.870993669599107,25.285169609606196,5.577602577467824,10.711107772981968,3.3084238438189195,334.16056322821015,29.453896258655067,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4580ylm.tif,DSC_4580ylm.tif,DSC_4580,ylm,capture_number,4580,y,l,m,CMY+neutral,two_color__ylm__DSC_4580ylm,0.547112462006079
