region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_w,f_y,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,cwy_two_color_021_cy,cwy,two_color,cm,cy,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#9dd36e,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,12000,39742,16938,12306,12061,12306,1.0,0.65,0.65,8,98.0,4.351194675125603,245,0.019908987485779295,#94ce95,0.5803922,0.80784315,0.58431375,77.79197968471182,-29.690675633635642,22.701926324115362,77.76874688929212,-29.750328060716516,22.581988941535702,8.559549879598892,22.353277053617578,1.9231357911416334,3.4413959560433014,0.9920227451975114,142.59794098486373,37.37530840551456,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
22,cwy_two_color_022_cycyy,cwy,two_color,cmcmm,cycyy,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#b0d658,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,8049,28789,12253,8214,8049,8214,1.0,0.65,0.65,8,98.0,6.4048104319635035,165,0.02008765522279036,#9dd28f,0.6156863,0.8235294,0.56078434,79.31625941248319,-29.744295578715494,28.340034391297753,79.40472518520193,-29.55725629305278,29.080061085987914,10.703333428549758,28.465597504828516,2.904706686028213,5.5911675379271495,1.7246146230738577,136.38492721194325,41.083824904382176,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
23,cwy_two_color_023_cyy,cwy,two_color,cmm,cyy,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#bdd749,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,5467,20666,8896,5577,5467,5577,1.0,0.65,0.65,8,98.0,6.412450815144579,110,0.01972386587771203,#a6d686,0.6509804,0.8392157,0.5254902,80.55950580862275,-29.776123029764236,34.07116259093197,80.54525751909766,-29.498396219525425,33.824867059880575,11.285894031519033,30.39714635582487,2.92269647557708,5.466160995855577,1.5751064000725752,131.15148187766647,45.248885323081474,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
24,cwy_two_color_024_ycyy,cwy,two_color,mcmm,ycyy,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#ced937,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,3486,14515,6220,3557,3486,3557,1.0,0.65,0.65,8,98.0,8.563137952115211,71,0.019960640989597975,#b4dc79,0.7058824,0.8627451,0.4745098,83.00619793947078,-28.80190764039242,44.316886358950505,82.72538850238055,-28.728959576291206,41.96729795313344,10.68709076911685,29.122558751843183,2.5163798880912953,6.821267230905354,2.1261304562642174,123.02016967505574,52.85391471100157,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
25,cwy_two_color_025_yycyy,cwy,two_color,mmcmm,yycyy,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#d8da2c,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,4239,17047,7213,4325,4239,4325,1.0,0.65,0.65,8,98.0,10.01725618835666,86,0.019884393063583816,#bedf74,0.74509805,0.8745098,0.45490196,84.46367182636993,-27.353890323583265,48.379864631515886,84.03598862973803,-27.316276660363947,45.812211834871526,10.870821699060185,29.78810778888081,2.6867596021001625,7.926494995011326,2.526480848542881,119.48374145157675,55.57739304428037,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
26,cwy_two_color_026_y,cwy,two_color,m,y,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1605,8368,3601,1635,1605,0,0.0,0.65,0.65,8,98.0,0.9438685874456801,30,0.01834862385321101,#ffe956,1.0,0.9137255,0.3372549,91.7949276632703,-8.752838428609412,71.21930795326048,91.84846620291898,-8.764548732334527,71.22345872047269,4.77023319530074,17.793013293162726,0.3240580758739864,0.6398506807121893,0.20087936061954229,97.0065043408573,71.7551531661573,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
27,cwy_two_color_027_yywyy,cwy,two_color,mmymm,yywyy,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#fde331,0.9921568627450981,0.891764705882353,0.19215686274509805,89.98225411565325,-8.220184501397831,81.75862448367222,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,3772,17057,7228,3828,3772,0,0.0,0.65,0.65,8,98.0,5.763151416965548,56,0.014629049111807733,#ffeb67,1.0,0.92156863,0.40392157,92.40654589585235,-8.618037173681648,64.78145978583983,92.46291731619252,-8.093930225010068,62.354845419663285,4.383837956978784,17.15399657694121,1.1578949241724816,4.110772824897267,1.4203673680226327,97.57770523090619,65.35218509515455,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
28,cwy_two_color_028_yywy,cwy,two_color,mmym,yywy,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#fde53d,0.9901960784313726,0.8960784313725491,0.24019607843137256,90.27287161929827,-8.570060983918548,78.45597358508658,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,2817,14460,6163,2874,2817,0,0.0,0.65,0.65,8,98.0,5.540560278310639,57,0.019832985386221295,#ffeb70,1.0,0.92156863,0.4392157,92.57990312081907,-8.121736737258967,61.07203962377747,92.5997192362117,-7.774390840695468,59.77872593628773,4.498931140185756,17.54207937931842,1.7377964499701897,4.056469685190611,1.2708976390078548,97.5750990138987,61.60971215188063,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
29,cwy_two_color_029_yyw,cwy,two_color,mmy,yyw,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#fce652,0.9869281045751634,0.9032679738562092,0.32026143790849676,90.78894224505643,-8.920091259041696,71.78977329896013,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,4558,20794,8773,4652,4558,0,0.0,0.65,0.65,8,98.0,3.185065988483881,94,0.020206362854686157,#ffec76,1.0,0.9254902,0.4627451,93.00520637391345,-8.414179350110407,59.02220725854066,92.95244282375768,-8.038460752528838,57.8763558057802,3.5536635984802953,12.968365978215193,0.9537986171208022,2.6693717284172895,0.8252496059640599,98.11339190120856,59.61895138130118,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
30,cwy_two_color_030_yywyw,cwy,two_color,mmymy,yywyw,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#fbe862,0.9843137254901961,0.9090196078431372,0.3843137254901961,91.2318656217574,-8.977733645519292,65.64806211629117,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,6888,28636,12093,7029,6888,0,0.0,0.65,0.65,8,98.0,3.190611897177389,141,0.020059752454118653,#ffed85,1.0,0.92941177,0.52156866,93.29812223093437,-7.419774484579367,52.55202017340792,93.27479644071055,-7.566942632027168,53.4292201651231,3.799399948563059,13.34926843283487,1.412090500877354,2.6917715388950465,0.8404863218076025,98.03642237564605,53.07323127253783,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4574cwy.tif,DSC_4574cwy.tif,DSC_4574,cwy,capture_number,4574,c,w,y,CMY+neutral,two_color__cwy__DSC_4574cwy,0.6064690026954178
