region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_y,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,yom_full_021_ymoyo,yom,full,cmycy,ymoyo,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.34641016151377546,#f38f28,0.9529411764705882,0.5607843137254902,0.1584313725490196,68.65024934442768,31.016450747035794,65.60300721059345,"[[0.4000000000000001, 0.2790526301083191], [0.42499999999999993, 0.27424137786507224], [0.475, 0.36084391824351614], [0.45833333333333337, 0.38008892721650356], [0.33333333333333326, 0.4041451884327379], [0.31666666666666676, 0.37527767497325687]]",6,5,5,full,2839,13463,5754,2897,2839,0,0.0,0.65,0.65,8,98.0,3.7506361145672362,58,0.02002071108042803,#ff806e,1.0,0.5019608,0.43137255,67.8321411681326,46.728975695990606,32.202278294924014,67.70629164547026,47.22333406004248,32.12124531890276,20.814411493193397,36.92101614741507,1.529721071792495,2.961549757812127,0.870093685835965,34.571841718115024,56.75018851933635,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
22,yom_full_022_yyoyo,yom,full,ccycy,yyoyo,0.6,0.4,0.0,0.6,0.4,0.0,0.2,0.34641016151377546,#ffb70a,1.0,0.716078431372549,0.0407843137254902,79.03551590229607,14.834011880161036,80.61386264736072,"[[0.24999999999999994, 0.27905263010831904], [0.2833333333333333, 0.35603266600026917], [0.22500000000000003, 0.3897114317029973], [0.18333333333333335, 0.3175426480542941]]",6,5,5,full,1079,7017,3019,1094,1079,0,0.0,0.65,0.65,8,98.0,2.0916359147074135,15,0.013711151736745886,#ff9076,1.0,0.5647059,0.4627451,71.2443223419392,39.29401714554298,32.183602492023326,71.43289394950438,38.95911017956987,32.13837978113807,29.173915431277557,54.81317955921842,0.719298353154422,1.4145711268827412,0.46245719128290813,39.319049233326155,50.791771506798185,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
23,yom_full_023_yyo,yom,full,ccy,yyo,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.28867513459481287,#ffbd09,1.0,0.742483660130719,0.03398692810457516,80.64006228490356,11.318016287963806,81.91233890022134,"[[0.20833333333333337, 0.21650635094610968], [0.2333333333333333, 0.2309401076758503], [0.24999999999999997, 0.2501851166488378], [0.24999999999999997, 0.27905263010831904], [0.1833333333333333, 0.3175426480542941], [0.14583333333333334, 0.2525907427704613]]",6,5,5,full,1194,7374,3127,1216,1194,0,0.0,0.65,0.65,8,98.0,1.9226598746332102,22,0.018092105263157895,#ff9677,1.0,0.5882353,0.46666667,72.51771499567111,36.39197157264778,33.12208346009996,72.50399561805928,36.42078237887038,33.23404871058584,29.024086676568817,55.45416832860743,0.8404606080707144,1.4842414315825543,0.43759895420129197,42.30683545443736,49.20821077505492,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
24,yom_full_024_ymyoyo,yom,full,cmcycy,ymyoyo,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#f59c22,0.9607843137254902,0.6130718954248366,0.13202614379084968,71.83913675791088,24.71107598927147,70.41534731041237,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3337,14858,6287,3383,3337,0,0.0,0.65,0.65,8,98.0,3.2998073542797477,46,0.013597398758498374,#ff856f,1.0,0.52156866,0.43529412,68.87179407698223,44.42793601240641,33.22461568672863,68.9764001305677,44.269160265345704,32.62467845191954,23.741868017346906,42.19846218125522,1.4344442659896033,2.7983997460673384,0.8208310496778016,36.79030214667529,55.477171754274686,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
25,yom_full_025_yyyo,yom,full,cccy,yyyo,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#ffc607,1.0,0.7754901960784314,0.025490196078431372,82.67503192424981,6.944610171289112,83.55113476041522,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,718,5672,2409,733,718,0,0.0,0.65,0.65,8,98.0,2.4514483256694866,15,0.020463847203274217,#ff9d78,1.0,0.6156863,0.47058824,74.02008425977778,32.86539860699567,34.522819497455615,74.02736288751255,32.897566087063545,34.62239434957812,28.65621054250907,56.12994824269453,1.042868331912144,2.0052702120281087,0.610599801877287,46.40891216811633,47.66507622621214,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
26,yom_full_026_yyyyo,yom,full,ccccy,yyyyo,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#ffcb05,1.0,0.7952941176470588,0.0203921568627451,83.91018440610115,4.335725257683776,84.54218946995307,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,263,3928,1660,269,263,0,0.0,0.65,0.65,8,98.0,3.080261174213809,6,0.022304832713754646,#ffa378,1.0,0.6392157,0.47058824,75.33641733189609,29.707898445094806,37.18776327514108,75.35555426466904,29.51128114962795,37.50074126778019,26.942745978339786,54.403109601700145,1.8213882669029118,2.7701224738448254,0.7816144144375193,51.3799644498925,47.59715293409889,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
27,yom_full_027_yyyyyo,yom,full,cccccy,yyyyyo,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#ffce04,1.0,0.8084967320261439,0.01699346405228758,84.7390543215448,2.603901926529262,85.20590184688047,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1460,8708,3755,1490,1460,0,0.0,0.65,0.65,8,98.0,8.4358538821145,30,0.020134228187919462,#ffaf78,1.0,0.6862745,0.47058824,78.01221016254931,23.737174072871458,39.187488264033234,77.75109599562045,24.114453820468253,40.06323827604476,23.021379417142974,51.083852758310556,3.1633868933770546,6.619193044176082,2.3645907633685184,58.795306659797745,45.816074356163945,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
28,yom_full_028_y,yom,full,c,y,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#ffdf00,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,615,4724,2017,628,615,0,0.0,0.65,0.65,8,98.0,1.27924550011105,13,0.020700636942675158,#ffe758,1.0,0.90588236,0.34509805,91.28839507515781,-7.598643222116563,70.04737885627866,91.28302841830971,-7.5377344289650985,69.97413744056635,4.624430672799879,18.730387248157065,0.4604531666802375,0.826777178188023,0.25182888037828954,96.19115797418681,70.45831862492925,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
29,yom_full_029_ymyo,yom,full,cmcy,ymyo,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#f0942c,0.9411764705882353,0.5813725490196079,0.17254901960784313,69.44837758149131,27.140245174309243,64.90190729619293,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2127,10844,4601,2171,2127,0,0.0,0.65,0.65,8,98.0,3.767894859509938,44,0.02026715799170889,#ff846f,1.0,0.5176471,0.43529412,68.6903871147069,44.77315369442908,32.728318989451125,68.74524170304834,44.64708531050896,32.917197554977484,21.216803822229615,36.69650932934036,1.645022760581004,2.904131875669668,0.8690940832578692,36.16608949201844,55.45969848115148,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
30,yom_full_030_yymyo,yom,full,ccmcy,yymyo,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#f3a323,0.9529411764705882,0.64,0.1380392156862745,73.18553752099184,20.294561845254467,70.97923245707393,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2440,12391,5356,2490,2440,0,0.0,0.65,0.65,8,98.0,3.963883668996908,50,0.020080321285140562,#ff8c72,1.0,0.54901963,0.44705883,70.26090435634364,41.29896917605447,33.7413596368789,70.32806929433616,40.96883837805608,33.8344104604477,24.195567538772853,42.853211999089936,1.736126642136806,2.952695430834984,0.8409447448499384,39.24890720248811,53.32995598301106,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
31,yom_full_031_yyymyo,yom,full,cccmcy,yyymyo,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#f5ad1d,0.9607843137254902,0.6790849673202614,0.11503267973856209,75.73572646143356,15.772750871555164,74.58579938351907,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4040,17026,7226,4119,4040,0,0.0,0.65,0.65,8,98.0,4.12209027690194,79,0.01917941247875698,#ff9576,1.0,0.58431375,0.4627451,72.25833578954972,36.897945356228426,34.27614102652756,72.12986980110584,36.98549631498683,34.436744630042774,24.744193351927375,45.64246536677823,1.896255618299119,3.235156359006555,0.9398316777159176,42.890377796816324,50.36181306487709,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
32,yom_full_032_yyyyym,yom,full,cccccm,yyyyym,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#f5be19,0.9607843137254902,0.7450980392156863,0.09803921568627451,79.79204921266052,6.88998560197307,78.60061215554556,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1782,8869,3763,1816,1782,1548,0.8524229074889867,0.65,0.65,8,98.0,8.372690224589844,34,0.018722466960352423,#fdb577,0.99215686,0.70980394,0.46666667,79.19469594067807,19.781022497819876,41.268948581711705,78.64829887470036,20.730568706513914,40.523924420877954,16.44155754798693,39.49922490849087,3.2490613848670216,6.960144249446157,2.087877019824404,64.39067921057392,45.76477868513318,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
33,yom_full_033_yyyym,yom,full,ccccm,yyyym,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#f3b71e,0.9529411764705882,0.7192156862745098,0.11764705882352941,77.98402366630827,9.564777772315624,76.10333175007294,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,508,3894,1704,519,508,519,1.0,0.65,0.65,8,98.0,6.919934524984812,11,0.02119460500963391,#fbae77,0.9843137,0.68235296,0.46666667,77.37239568418542,22.525075841978826,39.3274805375393,76.8910281273783,23.282050405775536,38.71106176794115,17.264825866638752,38.997521039797434,2.613396849176352,5.3979030344830425,1.742308278559928,60.19778906056547,45.32140517589267,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
34,yom_full_034_yyym,yom,full,cccm,yyym,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#f0ae26,0.9411764705882353,0.6803921568627451,0.14705882352941177,75.29275943833024,13.646301897515034,71.93335971602419,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1050,5625,2402,1072,1050,1072,1.0,0.65,0.65,8,98.0,5.546331197890999,22,0.020522388059701493,#f9a57a,0.9764706,0.64705884,0.47843137,75.11176258004323,26.772462086119386,35.16357086658181,75.01350877514685,26.812911295317583,35.04475078712748,18.89491279911376,39.04287659986375,2.2387574666898047,3.8120633407210103,1.152882729196049,52.715469429915856,44.1954911981055,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
35,yom_full_035_yym,yom,full,ccm,yym,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#eb9d32,0.9215686274509803,0.615686274509804,0.19607843137254902,70.87834005274337,20.623964460334378,63.79337035503971,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1514,7367,3172,1545,1514,1545,1.0,0.65,0.65,8,98.0,4.809977398071825,31,0.020064724919093852,#f69a7d,0.9647059,0.6039216,0.49019608,72.46321674694289,31.286759403422295,30.286993073542423,72.46282863461023,31.101599576221705,30.15254044970057,18.58012704980109,35.197788974084666,2.055117310171812,3.658642932930158,1.0670624181432045,44.069776393658174,43.54495680792943,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
36,yom_full_036_ymymyo,yom,full,cmcmcy,ymymyo,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#eb8c36,0.9215686274509803,0.5496732026143791,0.21307189542483662,67.08246724210747,29.67195892908203,58.48814744982889,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3430,14827,6251,3500,3430,2017,0.5762857142857143,0.65,0.65,8,98.0,4.944720445321758,70,0.02,#fd8573,0.99215686,0.52156866,0.4509804,68.58367875693492,44.05931195173785,29.893329730368944,68.69292758037358,43.93673895543575,30.160545015081116,18.949626865326458,32.04548585089504,2.12832979318889,3.7921165416470637,1.1034794406992803,34.15607881539381,53.24316042487626,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
37,yom_full_037_yymym,yom,full,ccmcm,yymym,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#e7903c,0.9058823529411765,0.563921568627451,0.23529411764705882,67.4309478758879,26.342851808801193,56.233812465552,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1412,7025,3014,1440,1412,1440,1.0,0.65,0.65,8,98.0,4.920419677437911,28,0.019444444444444445,#f4947d,0.95686275,0.5803922,0.49019608,70.74672063726992,34.18132726737768,27.568685807552274,70.77744878878023,33.973259909297425,27.340383102262777,16.6537269488718,29.901931924860563,2.3502785557273915,4.222252351356077,1.240766259267077,38.88764417125191,43.91350100954274,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
38,yom_full_038_ym,yom,full,cm,ym,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#e17c4b,0.8823529411764706,0.48627450980392156,0.29411764705882354,62.45289702748056,35.06929839281481,43.41945673452145,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2058,9364,3958,2100,2058,2100,1.0,0.65,0.65,8,98.0,4.50597013325216,42,0.02,#f28a7d,0.9490196,0.5411765,0.49019608,68.49441046514178,37.9582814096821,24.77914923696709,68.36072613687602,38.081307443082345,24.39386512000575,11.833083106594362,19.80674559569466,1.6394075510524908,2.990846699894213,0.9009610554486905,33.136484487701296,45.33031396851895,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
39,yom_full_039_ymymo,yom,full,cmcmy,ymymo,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#e77c41,0.9058823529411765,0.4847058823529412,0.25568627450980397,63.0882368239855,37.12768325218313,49.28740551701678,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3050,13529,5740,3112,3050,3058,0.9826478149100257,0.65,0.65,8,98.0,4.125171707132142,62,0.01992287917737789,#fc7f72,0.9882353,0.49803922,0.44705883,67.47935672897475,46.32361797840978,28.97973412058017,67.47029051841076,46.44901207808374,28.903839752283346,13.798244103977822,22.721106202266288,1.8386562370381165,2.8651080911404305,0.766902749918078,32.02981180995948,54.641582812992965,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
40,yom_full_040_ymymm,yom,full,cmcmm,ymymm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#db685a,0.8588235294117647,0.4086274509803922,0.3529411764705882,57.792720015896336,43.79980661784777,29.401577379574974,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1417,7005,3006,1444,1417,1444,1.0,0.65,0.65,8,98.0,5.972751878063679,27,0.018698060941828253,#ef8587,0.9372549,0.52156866,0.5294118,67.1804084539461,40.13473522966049,18.17778113685602,67.25288823755804,40.20106586387853,17.5561594385062,9.810073494297677,15.084264801059227,2.571737514456461,4.681317300852633,1.4164673443072189,24.366671950119724,44.05937697033844,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
41,yom_full_041_ymm,yom,full,cmm,ymm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#d75b64,0.8431372549019608,0.3568627450980392,0.39215686274509803,54.92109472478978,49.47976671792647,19.744343642877826,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1513,7387,3171,1544,1513,1544,1.0,0.65,0.65,8,98.0,5.6414876429646545,31,0.020077720207253884,#ed8289,0.92941177,0.50980395,0.5372549,66.30779628734501,41.50647274625341,15.385670496379555,66.52047912931214,41.47202969108907,15.483480415105285,10.347061991209204,14.568061670360299,2.2682349396850516,3.995933151285189,1.161679776883008,20.338797855707526,44.266309270805955,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
42,yom_full_042_ymymom,yom,full,cmcmym,ymymom,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#e16b4f,0.8823529411764706,0.4202614379084968,0.3111111111111111,59.09602887613765,43.8537256603625,37.15876725036442,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3485,14788,6327,3557,3485,3557,1.0,0.65,0.65,8,98.0,4.613905472978403,72,0.020241776778183864,#f97e78,0.9764706,0.49411765,0.47058824,66.45375048037106,45.305620253708376,25.633904335033407,66.64278477171933,46.71384175619071,25.823551613580236,9.026894339037861,13.750146556773933,2.341928461668443,3.6143113170063237,0.9520818520564056,29.501166536103824,52.05474308870302,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
43,yom_full_043_ymmm,yom,full,cmmm,ymmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#d24b71,0.8235294117647058,0.29215686274509806,0.4411764705882353,51.668565525830644,56.21727015606698,7.685778968975887,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1061,5625,2422,1081,1061,1081,1.0,0.65,0.65,8,98.0,7.8987862537340945,20,0.018501387604070305,#ea7d91,0.91764706,0.49019608,0.5686275,64.96445301953436,43.70965633644214,8.287540549826943,65.62340743770147,43.52847317889219,9.252596263494057,12.625418371667772,18.264258668401673,2.432867497930268,5.689694160211197,1.6412403084574763,10.736085724834936,44.48839607599831,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
44,yom_full_044_ymmmm,yom,full,cmmmm,ymmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#cf4178,0.8117647058823529,0.25333333333333335,0.47058823529411764,49.9300161110031,59.96278169082675,0.597488729997786,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,499,3942,1690,509,499,509,1.0,0.65,0.65,8,98.0,8.546618125906475,10,0.019646365422396856,#ea7a99,0.91764706,0.47843137,0.6,64.6470743465534,46.4469299597981,4.10197276799642,65.03011130508983,45.696442602420696,4.4611285661089095,14.17175839258924,20.28673111904223,2.541855417287495,5.971479810606504,1.898784635524158,5.046997438343226,46.62771153809475,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
45,yom_full_045_ymmmmm,yom,full,cmmmmm,ymmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#cd3a7d,0.8039215686274509,0.22745098039215692,0.4901960784313726,48.87116714116331,62.29780497489007,-4.023754337227636,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1734,8811,3695,1765,1734,1765,1.0,0.65,0.65,8,98.0,9.137618565166992,31,0.017563739376770537,#ea789b,0.91764706,0.47058824,0.60784316,64.54062259476302,48.193234703932056,0.8204162156720596,64.75071529376136,46.83122179898212,2.5526819227849162,15.171829299507483,21.631845161389236,2.772025373877546,6.87633186375153,2.262183858538456,0.9752789345822066,48.200217364605514,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4553yom.tif,DSC_4553yom.tif,DSC_4553,yom,capture_number,4553,y,o,m,CMY+OVG,full__yom__DSC_4553yom,0.5434782608695652
