region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_l,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
21,clm_two_color_021_cm,clm,two_color,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.2598076211353316], [0.5, 0.2886751345948129], [0.4500000000000002, 0.25980762113533173], [0.44999999999999996, 0.25980762113533157], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,2,2,two_color,9190,31660,13432,9377,9190,9377,1.0,0.65,0.65,8,98.0,6.163851710887472,187,0.01994241228537912,#967ec6,0.5882353,0.49411765,0.7764706,57.90735443272099,24.93174157570563,-33.45715398838747,57.296557542324216,24.618180744112205,-33.57557407336974,6.867941979061946,7.639590717802469,2.4870173024180753,4.449377077875528,1.262990288785619,306.692895996488,41.724967237859396,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
22,clm_two_color_022_cmcmm,clm,two_color,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333334, 0.2116950987028627], [0.6333333333333331, 0.211695098702863], [0.5500000000000002, 0.25980762113533157], [0.55, 0.2598076211353316], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,2,2,two_color,6057,22844,9693,6180,6057,6180,1.0,0.65,0.65,8,98.0,7.333128356918716,123,0.019902912621359223,#9f7ac1,0.62352943,0.47843137,0.75686276,57.21587088409156,27.512195430856757,-31.642204316101164,56.966307205759705,29.328556801132457,-31.69479999568607,9.25397146640235,12.70859540583504,3.3314613737424383,6.42668630706701,1.8331787929259362,311.00623597990347,41.93029920484168,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
23,clm_two_color_023_cmm,clm,two_color,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.168393828513641], [0.7083333333333331, 0.168393828513641], [0.6333333333333333, 0.2116950987028628], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,2,2,two_color,4181,16620,7170,4265,4181,4265,1.0,0.65,0.65,8,98.0,8.596033537387408,84,0.01969519343493552,#ac72bd,0.6745098,0.44705883,0.7411765,56.51055090522647,33.84636179619177,-30.436724864624697,56.53499331069868,33.96459402751385,-30.37752274485441,10.421893658389633,14.83433060664992,3.1671087808523337,5.155125100885341,1.3695248392763244,318.03617828136504,45.51890186860369,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
24,clm_two_color_024_mcmm,clm,two_color,mcmm,mcmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.12990381056766542], [0.7750000000000004, 0.12990381056766562], [0.7083333333333331, 0.16839382851364093], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,2,2,two_color,2539,11505,4902,2591,2539,2591,1.0,0.65,0.65,8,98.0,7.412889167197093,52,0.020069471246622925,#b86ab8,0.72156864,0.41568628,0.72156864,56.307076000232115,42.669169850574676,-28.078595753391223,56.37331940017128,40.73476749808436,-28.02013394217651,11.746334154599184,16.53158708039336,2.7228452912849397,6.340013962695268,1.9071480461408445,326.65294525818587,51.07901325612654,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
25,clm_two_color_025_mmcmm,clm,two_color,mmcmm,mmcmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019608,44.510929531904225,56.86520806107603,-34.69393627011519,"[[0.7750000000000006, 0.12990381056766537], [0.7750000000000006, 0.0], [0.8999999999999999, 0.0], [0.8999999999999999, 0.05773502691896263]]",6,2,2,two_color,3188,13539,5789,3254,3188,3254,1.0,0.65,0.65,8,98.0,9.587021944156524,66,0.020282728948985862,#c168b5,0.75686276,0.40784314,0.70980394,56.56358413503483,47.18328662799548,-25.334252486921027,56.57131628763117,44.085168698488125,-25.720775564629427,12.643193154135036,18.07234810809314,2.0573218167804463,7.065119093011689,2.3789144941409743,331.7671917207276,53.55452255496861,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
26,clm_two_color_026_m,clm,two_color,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.8999999999999999, 0.05773502691896262], [0.8999999999999999, 0.0], [1.0, 0.0], [0.95, 0.08660254037844395]]",6,2,2,two_color,1139,6736,2891,1163,1139,1163,1.0,0.65,0.65,8,98.0,2.5608964834148695,24,0.02063628546861565,#e364aa,0.8901961,0.39215687,0.6666667,60.20497911187138,56.98242820984278,-13.306978986474839,60.15313317716168,57.12058892593889,-13.3512244110209,15.861574483257993,24.18023009318594,0.6164985807765991,1.4606491766688,0.5229463526426241,346.85541334735024,58.515577536553195,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
27,clm_two_color_027_mmlmm,clm,two_color,mmymm,mmlmm,0.0,0.2,0.8,0.0,0.2,0.8,0.9,0.17320508075688773,#c43c9f,0.7686274509803921,0.23607843137254902,0.6227450980392157,48.86873119968806,63.20287740701252,-24.46009316180198,"[[0.7750000000000004, 0.12990381056766553], [0.7750000000000004, 0.1299038105676656], [0.8999999999999999, 0.05773502691896262], [0.95, 0.08660254037844393], [0.8875000000000002, 0.19485571585149836]]",6,2,2,two_color,2770,13666,5826,2826,2770,2826,1.0,0.65,0.65,8,98.0,17.341102123443598,56,0.019815994338287332,#ca6aac,0.7921569,0.41568628,0.6745098,58.060444720301284,46.19488561489065,-17.428659253698676,60.32262344673831,40.948756843458234,-15.686020417416474,10.247924664361244,20.571836209972453,2.5473742744137127,14.012947195714194,4.836773058661595,339.32923745973295,49.37332903860512,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
28,clm_two_color_028_mmlm,clm,two_color,mmym,mmlm,0.0,0.25,0.75,0.0,0.25,0.75,0.875,0.21650635094610965,#c445a1,0.7696078431372548,0.27058823529411763,0.6313725490196078,50.21783700971264,60.19646024433661,-23.676094231395204,"[[0.7083333333333333, 0.16839382851364088], [0.708333333333333, 0.1683938285136411], [0.7750000000000006, 0.12990381056766553], [0.7750000000000005, 0.12990381056766556], [0.8875000000000002, 0.19485571585149838], [0.8541666666666666, 0.2525907427704614]]",6,2,2,two_color,1990,11517,4903,2031,1990,2031,1.0,0.65,0.65,8,98.0,18.68967111487287,41,0.02018709995076317,#c56eab,0.77254903,0.42941177,0.67058825,58.16129191639189,41.85864400842701,-16.909324585092243,60.6888381853542,37.04410595889808,-15.315965084330013,9.474224891221002,21.09888981919579,3.7344690545637826,13.785654727339455,4.880036271785685,338.0031364377177,45.14500344609829,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
29,clm_two_color_029_mml,clm,two_color,mmy,mml,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.28867513459481287,#c554a5,0.7712418300653594,0.3281045751633987,0.6457516339869281,52.7536654284103,54.518865235422986,-21.924235144084527,"[[0.6333333333333329, 0.21169509870286304], [0.6333333333333332, 0.2116950987028628], [0.708333333333333, 0.16839382851364093], [0.7083333333333333, 0.16839382851364088], [0.8541666666666666, 0.25259074277046145], [0.8166666666666667, 0.3175426480542943]]",6,2,2,two_color,3353,16428,7063,3422,3353,3422,1.0,0.65,0.65,8,98.0,14.986260962294097,69,0.02016364699006429,#c07cad,0.7529412,0.4862745,0.6784314,60.34466118626396,33.02088703067868,-15.062741686997505,62.12575657317021,31.590145103813818,-14.542679145122895,10.08554516599813,23.808955792916695,4.810547695079914,11.122120748116398,3.6916572182280576,335.47952040128996,36.294147839866085,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
30,clm_two_color_030_mmlml,clm,two_color,mmymy,mmlml,0.0,0.4,0.6,0.0,0.4,0.6,0.8,0.34641016151377546,#c55fa8,0.7725490196078431,0.37411764705882355,0.6572549019607843,55.012335835835785,49.49240915014885,-20.17017298832242,"[[0.5500000000000003, 0.2598076211353315], [0.5500000000000003, 0.2598076211353315], [0.6333333333333333, 0.21169509870286285], [0.6333333333333329, 0.21169509870286302], [0.8166666666666665, 0.3175426480542942], [0.775, 0.38971143170299727]]",6,2,2,two_color,4999,22649,9541,5101,4999,5101,1.0,0.65,0.65,8,98.0,12.798059212345166,102,0.019996079200156832,#be85af,0.74509805,0.52156866,0.6862745,61.91035446342724,26.154171238027104,-13.21484181206345,63.248126201095545,27.618447441246055,-13.59848698780716,10.626126318143605,25.310721870401792,5.258463547007852,9.221797847971656,3.0621326658537655,333.19403251112993,29.303117876190317,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4584clm.tif,DSC_4584clm.tif,DSC_4584,clm,capture_number,4584,c,l,m,CMY+neutral,two_color__clm__DSC_4584clm,0.5390835579514824
