condition,corner_label,region_index,local_stack_token,stack_token,palette_family,n_replicates,source_files,f_bottom_left,f_top,f_bottom_right,f_c,f_y,f_m,site_x,site_y,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,max_height,max_run,distinct_lte,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,analysis_scale,f_w,f_l,f_n,f_k,f_o,f_v,f_g
full,coy,36,cmcmcy,cycyco,CMY+OVG,1,DSC_4549coy.tif,0.5,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,,0.41666666666666663,0.14433756729740643,0.6137254901960785,0.7633986928104575,0.44836601307189544,74.33080468632252,-26.579436295691373,36.25668822304231,6.0,5.0,5.0,3454.0,14818.0,6291.0,3525.0,3454.0,3525.0,1.0,0.65,0.65,8.0,98.0,15.060211333685098,71.0,0.020141843971631206,0.6431372761726379,0.6901960968971252,0.4901960790157318,69.6486057011592,-13.0798532415696,24.507471259599402,69.28975810428555,-10.747890478841066,24.725506371504878,8.080672305449575,18.49880615677268,4.552972113141553,13.03506112341214,4.019757882744219,118.08923323118552,27.779465588111833,0.5442999697611128,,,,,0.16666666666666666,,
full,coy,37,ccmcm,ccycy,CMY+OVG,1,DSC_4549coy.tif,0.6,0.0,0.4,0.6,0.4,,0.4,0.0,0.5364705882352941,0.820392156862745,0.5176470588235295,77.67664033697756,-37.72301156590308,31.332784159337134,6.0,5.0,5.0,1386.0,7018.0,2959.0,1412.0,1386.0,1412.0,1.0,0.65,0.65,8.0,98.0,5.869129130997823,26.0,0.018413597733711047,0.5372549295425415,0.7882353067398071,0.6274510025978088,75.79710778575539,-28.643715417611514,13.600789389200397,75.82482756001286,-28.365005884978096,13.126095679688607,8.251435543251255,20.009745118007935,2.207091192731702,3.909504333471496,1.240223521216029,154.600402636353,31.708735467288847,0.5442999697611128,,,,,0.0,,
full,coy,38,cm,cy,CMY+OVG,1,DSC_4549coy.tif,0.5,0.0,0.5,0.5,0.5,,0.5,0.0,0.6137254901960785,0.8294117647058823,0.43137254901960786,79.08731311025821,-35.04058229831547,44.36686585857201,6.0,5.0,5.0,2057.0,9294.0,3956.0,2099.0,2057.0,2099.0,1.0,0.65,0.65,8.0,98.0,2.273953584935377,42.0,0.020009528346831826,0.5686274766921997,0.8039215803146362,0.572549045085907,77.05799890321302,-30.606786130543185,23.335370108886888,77.05073394793675,-30.556516564181592,23.118883215461086,8.407991995741963,21.589360298010014,0.6546552652882909,1.5936808122835595,0.504311350209868,142.67720735874343,38.48785334829084,0.5442999697611128,,,,,0.0,,
full,coy,39,cmcmy,cycyo,CMY+OVG,1,DSC_4549coy.tif,0.4,0.2,0.4,0.4,0.4,,0.5,0.17320508075688773,0.6909803921568628,0.7592156862745097,0.3654901960784314,75.10999877232788,-20.73295445267981,47.95214373204855,6.0,5.0,5.0,3035.0,13482.0,5724.0,3097.0,3035.0,3097.0,1.0,0.65,0.65,8.0,98.0,12.57365216091076,62.0,0.02001937358734259,0.7098039388656616,0.6784313917160034,0.45490196347236633,69.83506343046098,-6.164754432852915,30.234553516204564,69.73227754218102,-4.746268204875099,30.59463914431461,10.069570393660223,23.536575743619363,5.8975681805276166,10.520298590572176,2.975825559091604,101.5245003882211,30.856643102282163,0.5442999697611128,,,,,0.2,,
full,coy,40,cmcmm,cycyy,CMY+OVG,1,DSC_4549coy.tif,0.4,0.0,0.6,0.4,0.6,,0.6,0.0,0.6909803921568628,0.8384313725490194,0.34509803921568627,80.71081715514305,-30.926605445549537,56.74685739894987,6.0,5.0,5.0,1393.0,7002.0,2972.0,1422.0,1393.0,1422.0,1.0,0.65,0.65,8.0,98.0,3.5406552118739785,29.0,0.020393811533052038,0.5960784554481506,0.8156862854957581,0.5372549295425415,78.12780021775485,-31.12535698016594,29.745355791684425,78.20730893348272,-31.10618528181136,29.912041071125202,10.455497038045069,27.12549663542596,1.1700854585299647,2.546680643978869,0.7803864858524208,136.29873132788362,43.05315363961923,0.5442999697611128,,,,,0.0,,
full,coy,41,cmm,cyy,CMY+OVG,1,DSC_4549coy.tif,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,,0.6666666666666666,0.0,0.742483660130719,0.8444444444444444,0.28758169934640526,81.90233054832865,-27.535536020099894,64.35586331832887,6.0,5.0,5.0,1493.0,7378.0,3146.0,1524.0,1493.0,1524.0,1.0,0.65,0.65,8.0,98.0,3.2288907527202753,31.0,0.020341207349081365,0.6313725709915161,0.8313725590705872,0.5176470875740051,79.76986710062921,-30.861995705576405,34.36452473957594,79.70813039845257,-30.886585891562728,34.033921466410725,11.490331956009776,30.25050617990166,1.2010313733867553,2.232520472839324,0.6990215359569177,131.92628737449525,46.18856286471731,0.5442999697611128,,,,,0.0,,
full,coy,42,cmcmym,cycyoy,CMY+OVG,1,DSC_4549coy.tif,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.5,,0.5833333333333334,0.14433756729740643,0.742483660130719,0.7784313725490195,0.30457516339869284,77.29562607985372,-19.06898441604754,57.712658726105225,6.0,5.0,5.0,3468.0,14723.0,6321.0,3538.0,3468.0,3538.0,1.0,0.65,0.65,8.0,98.0,13.049195443012085,70.0,0.01978518937252685,0.7411764860153198,0.6941176652908325,0.4156862795352936,71.861738702872,-5.699033988005253,37.78657217520836,71.53902945807869,-3.9982556196162324,39.14765366965389,9.582067430204377,24.603488202038797,7.00414274085947,11.93332736681165,3.2722572367628224,98.57680242512606,38.21392449289486,0.5442999697611128,,,,,0.16666666666666666,,
full,coy,43,cmmm,cyyy,CMY+OVG,1,DSC_4549coy.tif,0.25,0.0,0.75,0.25,0.75,,0.75,0.0,0.8068627450980392,0.8519607843137255,0.21568627450980393,83.5042416800598,-22.722707681334942,72.79352079044212,6.0,5.0,5.0,1041.0,5550.0,2377.0,1063.0,1041.0,1063.0,1.0,0.65,0.65,8.0,98.0,4.0424645738572815,22.0,0.020696142991533398,0.6784313917160034,0.8509804010391235,0.4745098054409027,81.87672592412916,-30.31996478056587,42.50971588384485,81.79418932441304,-30.40340601112086,42.20549241702749,11.86155571593862,31.264611985253584,1.3272648943430234,2.3115622653389365,0.6951273138056183,125.49828400713466,52.21471257050033,0.5442999697611128,,,,,0.0,,
full,coy,44,cmmmm,cyyyy,CMY+OVG,1,DSC_4549coy.tif,0.2,0.0,0.8,0.2,0.8,,0.8,0.0,0.8454901960784313,0.8564705882352941,0.17254901960784313,84.52082667829146,-19.591593417616572,77.13877361131732,6.0,5.0,5.0,483.0,3904.0,1651.0,493.0,483.0,493.0,1.0,0.65,0.65,8.0,98.0,4.738926934056421,10.0,0.02028397565922921,0.7176470756530762,0.8666666746139526,0.45098039507865906,83.42765596278215,-29.378822822264283,48.15953841034566,83.27626690086586,-29.371616152713568,47.425445509208366,11.690207805748367,30.606877568051313,1.4992763458502787,2.7261506128478956,1.023357962742178,121.38449545255293,56.41326413459476,0.5442999697611128,,,,,0.0,,
full,coy,45,cmmmmm,cyyyyy,CMY+OVG,1,DSC_4549coy.tif,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,,0.8333333333333334,0.0,0.8712418300653595,0.8594771241830065,0.14379084967320263,85.22002960492412,-17.423035804343623,79.69705339328037,6.0,5.0,5.0,1745.0,8746.0,3709.0,1781.0,1745.0,1781.0,1.0,0.65,0.65,8.0,98.0,4.458583929327597,36.0,0.02021336327905671,0.7450980544090271,0.8784313797950745,0.4431372582912445,84.64827037867344,-28.040550246212824,50.73740812265064,84.506184160437,-28.084535602784836,49.99645944787259,11.712193008829527,30.849952605098288,1.7387804068825612,3.4395383756660105,1.053266063974617,118.92768560421325,57.970311721732195,0.5442999697611128,,,,,0.0,,
full,coy,46,m,y,CMY+OVG,1,DSC_4549coy.tif,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.8745098039215686,0.0,88.94096720886532,-5.949434572648293,88.5567575521992,6.0,5.0,5.0,611.0,4744.0,1998.0,623.0,611.0,0.0,0.0,0.65,0.65,8.0,98.0,0.7125458204317447,12.0,0.019261637239165328,1.0,0.9098039269447327,0.33725491166114807,91.50552565617481,-7.928615657841254,70.95802037866204,91.43797743894014,-7.961834837477187,70.8032861727937,4.541977566395149,17.894403256350593,0.31264221366460504,0.5730154252082164,0.1559868415778111,96.37559629262114,71.39960505708966,0.5442999697611128,,,,,0.0,,
full,coy,47,cmym,cyoy,CMY+OVG,1,DSC_4549coy.tif,0.25,0.25,0.5,0.25,0.5,,0.625,0.21650635094610965,0.8068627450980392,0.7529411764705882,0.2411764705882353,76.75739644495494,-9.854149346488372,64.09395194532938,6.0,5.0,5.0,2135.0,10862.0,4639.0,2179.0,2135.0,2179.0,1.0,0.65,0.65,8.0,98.0,10.502207826365836,44.0,0.020192748967416244,0.8196078538894653,0.6509804129600525,0.3607843220233917,70.71998972541438,7.310791571394026,44.0595655857043,70.92835351313556,7.3851780593266865,42.86897548734194,13.474147681917316,27.064037271225413,4.134593052984487,7.331631569979478,2.110072929034896,80.57876520042328,44.66198599481828,0.5442999697611128,,,,,0.25,,
full,coy,48,cmmym,cyyoy,CMY+OVG,1,DSC_4549coy.tif,0.2,0.2,0.6,0.2,0.6,,0.7,0.17320508075688773,0.8454901960784313,0.7772549019607843,0.19294117647058823,79.18125169267049,-9.341316147815416,70.93138025462534,6.0,5.0,5.0,2346.0,12337.0,5260.0,2393.0,2346.0,2393.0,1.0,0.65,0.65,8.0,98.0,9.843344899346024,47.0,0.01964061847053907,0.8509804010391235,0.6784313917160034,0.3686274588108063,72.99145221396422,6.63910177198318,47.01559020884933,73.1565250148156,6.9904461783174545,46.20729019906833,12.89492888737338,29.421971177874045,5.798776342738055,8.082057708436063,2.424665297412873,81.96236956737886,47.48203233882475,0.5442999697611128,,,,,0.2,,
full,coy,49,cmmmym,cyyyoy,CMY+OVG,1,DSC_4549coy.tif,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,,0.75,0.14433756729740643,0.8712418300653595,0.7934640522875817,0.1607843137254902,80.80331023846773,-8.902476960362337,74.93288318473678,6.0,5.0,5.0,4004.0,16994.0,7181.0,4085.0,4004.0,4085.0,1.0,0.65,0.65,8.0,98.0,9.563091535128647,81.0,0.019828641370869034,0.8823529481887817,0.7098039388656616,0.3529411852359772,75.3526067470094,5.579163648262108,51.32289031767752,75.31084093367863,5.854108246817536,50.02074020269015,11.475950281465833,28.228706071156463,6.105444749509543,8.734921692917522,2.660071665957451,83.79590265630014,51.625247094560685,0.5442999697611128,,,,,0.16666666666666666,,
full,coy,50,mmmmmy,yyyyyo,CMY+OVG,1,DSC_4549coy.tif,0.0,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,,0.9166666666666667,0.14433756729740643,1.0,0.8084967320261439,0.01699346405228758,84.7390543215448,2.603901926529262,85.20590184688047,6.0,5.0,5.0,1451.0,8806.0,3713.0,1476.0,1451.0,0.0,0.0,0.65,0.65,8.0,98.0,3.989398738414028,25.0,0.016937669376693765,1.0,0.6627451181411743,0.46666666865348816,76.67714686316106,26.45637653587718,38.812054800224516,76.64806971658959,26.53831518132201,38.954650100577,25.059869842168315,52.78564142497122,2.1191285371997717,3.547274945133009,1.119566252893612,55.71956115872723,46.97143235226858,0.5442999697611128,,,,,0.16666666666666666,,
full,coy,51,mmmmy,yyyyo,CMY+OVG,1,DSC_4549coy.tif,0.0,0.2,0.8,0.0,0.8,,0.9,0.17320508075688773,1.0,0.7952941176470588,0.0203921568627451,83.91018440610115,4.335725257683776,84.54218946995307,6.0,5.0,5.0,259.0,3849.0,1636.0,263.0,259.0,0.0,0.0,0.65,0.65,8.0,98.0,3.849998270183769,4.0,0.015209125475285171,1.0,0.6470588445663452,0.4627451002597809,75.79577626591227,28.382035418597738,38.263771763017765,75.54981887725339,28.988598377701535,38.044349443847594,25.653370792972346,52.78030501312039,1.7804779292250532,2.943247337385324,0.959637627930398,53.43393726569684,47.64090851395313,0.5442999697611128,,,,,0.2,,
full,coy,52,mmmy,yyyo,CMY+OVG,1,DSC_4549coy.tif,0.0,0.25,0.75,0.0,0.75,,0.875,0.21650635094610965,1.0,0.7754901960784314,0.025490196078431372,82.67503192424981,6.944610171289112,83.55113476041522,6.0,5.0,5.0,737.0,5610.0,2417.0,749.0,737.0,0.0,0.0,0.65,0.65,8.0,98.0,2.6750174016166977,12.0,0.01602136181575434,1.0,0.615686297416687,0.4627451002597809,73.90040661983919,32.948793828702584,35.947850666454585,73.86251201149291,32.94048162488665,35.99320054114611,28.13309269423719,54.9480142812424,1.3232803306508867,2.0370625664576796,0.5894219115865771,47.4925000546246,48.76341848459836,0.5442999697611128,,,,,0.25,,
full,coy,53,mmy,yyo,CMY+OVG,1,DSC_4549coy.tif,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,,0.8333333333333333,0.28867513459481287,1.0,0.742483660130719,0.03398692810457516,80.64006228490356,11.318016287963806,81.91233890022134,6.0,5.0,5.0,1205.0,7349.0,3141.0,1227.0,1205.0,0.0,0.0,0.65,0.65,8.0,98.0,2.0112233966926456,22.0,0.017929910350448247,1.0,0.5843137502670288,0.45490196347236633,72.22724298271291,36.74240172892201,34.794515284583596,72.21381246731646,36.71140623191949,34.725084547691665,28.5309349781073,54.196533154216326,0.9220067990593905,1.6048037606886438,0.43404903744787515,43.4402724248356,50.602987843590945,0.5442999697611128,,,,,0.3333333333333333,,
full,coy,54,cmymym,cyoyoy,CMY+OVG,1,DSC_4549coy.tif,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.5,,0.6666666666666666,0.28867513459481287,0.8712418300653595,0.7274509803921569,0.17777777777777778,76.47162291267362,-0.10313936030736937,69.92674480320534,6.0,5.0,5.0,3344.0,14750.0,6315.0,3412.0,3344.0,3412.0,1.0,0.65,0.65,8.0,98.0,11.710405747157203,68.0,0.01992966002344666,0.9019607901573181,0.615686297416687,0.3137255012989044,70.37023271988139,19.399088367191897,50.61504978122481,70.70325144990828,19.231590626682745,48.23774371798202,15.856939964984615,28.11592810564734,4.156824733382571,7.470904463676717,2.1399951993137982,69.02981039195117,54.20523861984177,0.5442999697611128,,,,,0.3333333333333333,,
full,coy,55,mmymy,yyoyo,CMY+OVG,1,DSC_4549coy.tif,0.0,0.4,0.6,0.0,0.6,,0.8,0.34641016151377546,1.0,0.716078431372549,0.0407843137254902,79.03551590229607,14.834011880161036,80.61386264736072,6.0,5.0,5.0,1052.0,7044.0,2955.0,1071.0,1052.0,0.0,0.0,0.65,0.65,8.0,98.0,2.743721449291354,19.0,0.017740429505135387,1.0,0.5607843399047852,0.45098039507865906,71.00502470082276,39.35470344075672,33.491107511934274,71.3479890155053,38.83574178811137,33.54920052639515,28.656168221897353,53.724362770536125,0.6786482932979481,1.816935858977863,0.6662209148603511,40.39799853346199,51.676367570542816,0.5442999697611128,,,,,0.4,,
full,cvy,1,my,yv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.5,0.5,0.0,0.5,,0.75,0.4330127018922193,0.7235294117647059,0.607843137254902,0.5,65.93640238209338,6.813827607940526,18.508882545113046,6.0,5.0,5.0,1790.0,9432.0,4006.0,1823.0,1790.0,1823.0,1.0,0.65,0.65,8.0,98.0,16.150322669662387,33.0,0.018102029621503018,0.6274510025978088,0.5411764979362488,0.545098066329956,59.30203003452029,8.570392746798216,2.3108754387667574,59.487593359038264,8.749422392122398,2.7334328498120053,13.980552855661735,17.591925754462963,4.316345223075491,10.68297302777023,3.916500373808661,15.09006632267375,8.876473237038848,0.5477784540474742,,,,,,0.5,
full,cvy,2,cmy,cyv,CMY+OVG,1,DSC_4561cvy.tif,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.28867513459481287,0.5581699346405229,0.6666666666666666,0.6209150326797386,67.28384535020328,-11.923533525934559,2.830244190668285,6.0,5.0,5.0,4056.0,16507.0,6958.0,4138.0,4056.0,4138.0,1.0,0.65,0.65,8.0,98.0,14.823673506577858,82.0,0.019816336394393428,0.5490196347236633,0.5843137502670288,0.6392157077789307,61.57067238152049,-0.8326798745493247,-8.416191514573889,61.60699409042346,-0.8442236375451986,-8.310567756132631,15.771969772323148,16.79671682676942,5.751681228331041,11.388905157819215,3.1924552830272015,264.34966747669057,8.45728297879792,0.5477784540474742,,,,,,0.3333333333333333,
full,cvy,3,cmymy,cyvyv,CMY+OVG,1,DSC_4561cvy.tif,0.2,0.4,0.4,0.2,0.4,,0.6000000000000001,0.34641016151377546,0.6243137254901961,0.6431372549019608,0.5725490196078431,66.53342828325253,-5.03435861924989,8.757952417112524,6.0,5.0,5.0,2847.0,13581.0,5752.0,2906.0,2847.0,2906.0,1.0,0.65,0.65,8.0,98.0,15.773881811232071,59.0,0.020302821748107363,0.572549045085907,0.5686274766921997,0.615686297416687,60.46972760945721,4.275235773093744,-6.688078398027164,60.31591541272125,3.946465799076824,-7.195979127153384,19.339818164275844,19.026741222647317,6.886372170652466,11.072472940572512,3.0835054542034577,302.5880278379616,7.937759984636601,0.5477784540474742,,,,,,0.4,
full,cvy,4,mymyy,yvyvv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.6,0.4,0.0,0.4,,0.7,0.5196152422706631,0.6682352941176471,0.5545098039215687,0.6,61.70544539851048,12.889352372441987,-2.03967493681414,6.0,5.0,5.0,1050.0,7034.0,3004.0,1072.0,1050.0,1072.0,1.0,0.65,0.65,8.0,98.0,12.482803865093524,22.0,0.020522388059701493,0.6000000238418579,0.5176470875740051,0.5843137502670288,57.418381943779806,12.234988576375589,-6.722060313523492,56.96536007089482,12.697661359534289,-7.288850825731525,5.089892904143176,6.382149940146446,5.987011310790201,9.938903195642263,2.7332080405956387,331.2150395189565,13.959979954236635,0.5477784540474742,,,,,,0.6,
full,cvy,5,myy,yvv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,,0.6666666666666666,0.5773502691896257,0.6313725490196078,0.5189542483660131,0.6666666666666666,59.041755451852595,17.9163484560515,-15.805627886917906,6.0,5.0,5.0,1244.0,7455.0,3179.0,1270.0,1244.0,1270.0,1.0,0.65,0.65,8.0,98.0,14.791575698417434,26.0,0.02047244094488189,0.5843137502670288,0.4941176474094391,0.6117647290229797,55.78478113926559,14.358462746738326,-11.961070505619764,56.190135398546694,14.545237099687212,-12.483473546034741,4.1004826214366314,6.168229393552134,4.554754983639506,7.626524811870223,2.4312460850102924,320.2045924262634,18.687767659350843,0.5477784540474742,,,,,,0.6666666666666666,
full,cvy,6,cymymy,cvyvyv,CMY+OVG,1,DSC_4561cvy.tif,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,,0.5833333333333333,0.4330127018922193,0.5947712418300654,0.5928104575163399,0.6437908496732027,62.94117218782549,2.7762896843663287,-6.727074273439326,6.0,5.0,5.0,3554.0,14883.0,6349.0,3627.0,3554.0,3627.0,1.0,0.65,0.65,8.0,98.0,16.19181877934147,73.0,0.02012682657843948,0.572549045085907,0.529411792755127,0.6352941393852234,57.98585700407568,9.828322258644022,-11.213093854468726,58.074079436879366,9.839778651873619,-12.612215828384898,8.699126002373797,9.716516025837358,5.888975099860554,9.068876689467622,2.667816443880251,311.23469652468134,14.91071400734659,0.5477784540474742,,,,,,0.5,
full,cvy,7,myyy,yvvv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.75,0.25,0.0,0.25,,0.625,0.649519052838329,0.5852941176470589,0.4745098039215687,0.75,55.94778352329082,25.349647322433334,-32.79985316585119,6.0,5.0,5.0,719.0,5643.0,2400.0,734.0,719.0,734.0,1.0,0.65,0.65,8.0,98.0,14.05931354478353,15.0,0.020435967302452316,0.5803921818733215,0.48627451062202454,0.6705882549285889,55.963505765306934,19.204460472308003,-22.350915784947254,55.39732551338599,17.867375311754696,-20.298490677402416,4.99219675316794,12.122040298641927,4.32665462495042,11.48249368463457,3.6009763166595157,310.66998813335624,29.468198765079702,0.5477784540474742,,,,,,0.75,
full,cvy,8,myyyy,yvvvv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.8,0.2,0.0,0.2,,0.6000000000000001,0.6928203230275509,0.5576470588235295,0.44784313725490205,0.8,54.246564323511976,30.404083053306884,-42.78055011100697,6.0,5.0,5.0,253.0,3868.0,1676.0,259.0,253.0,259.0,1.0,0.65,0.65,8.0,98.0,11.641466343364241,6.0,0.023166023166023165,0.5686274766921997,0.4745098054409027,0.6941176652908325,55.04643604719372,21.561206677312704,-27.842187543324172,54.60990079756354,19.83240073551998,-24.664044666041008,6.242184545703915,17.377886338073687,3.152453223558294,9.959603042870116,3.24315995564142,307.75447923133277,35.2146708145828,0.5477784540474742,,,,,,0.8,
full,cvy,9,myyyyy,yvvvvv,CMY+OVG,1,DSC_4561cvy.tif,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,,0.5833333333333334,0.7216878364870322,0.5392156862745099,0.43006535947712426,0.8333333333333334,53.188314508050524,34.00110044802124,-49.312438487448176,6.0,5.0,5.0,1629.0,8885.0,3766.0,1662.0,1629.0,1662.0,1.0,0.65,0.65,8.0,98.0,12.387788892812765,33.0,0.019855595667870037,0.5607843399047852,0.47058823704719543,0.7215686440467834,54.68054194729369,23.34882498004598,-31.345335528164387,54.51059315135349,22.0234462645988,-28.950083040989878,6.990202750258282,20.94073790785707,3.0879590373745582,9.414377952152012,2.9968666305826344,306.6820551124684,39.08577346454876,0.5477784540474742,,,,,,0.8333333333333334,
full,cvy,10,y,v,CMY+OVG,1,DSC_4561cvy.tif,0.0,1.0,0.0,0.0,0.0,,0.5,0.8660254037844386,0.4470588235294118,0.3411764705882353,1.0,49.0221678957536,53.970442144664624,-79.9984025813113,6.0,5.0,5.0,482.0,4790.0,2012.0,492.0,482.0,492.0,1.0,0.65,0.65,8.0,98.0,4.134285209603056,10.0,0.02032520325203252,0.545098066329956,0.4470588266849518,0.7764706015586853,53.60051448419031,28.0936573305558,-40.42151262487632,53.62474523669949,28.067502005064306,-40.41322435416943,12.107906690249036,47.50683601781228,1.3811707122672243,2.4734403390402133,0.8486677785482762,304.79997534452957,49.22552452833517,0.5477784540474742,,,,,,1.0,
full,cvy,11,cymy,cvyv,CMY+OVG,1,DSC_4561cvy.tif,0.25,0.5,0.25,0.25,0.25,,0.5,0.4330127018922193,0.5303921568627451,0.5852941176470589,0.7156862745098039,61.7774215976672,2.5622992486872276,-18.94853201460396,6.0,5.0,5.0,2586.0,10959.0,4640.0,2639.0,2586.0,2639.0,1.0,0.65,0.65,8.0,98.0,11.171963559579083,53.0,0.02008336491095112,0.5411764979362488,0.5176470875740051,0.686274528503418,57.152946927713316,11.3989710271942,-22.513586079546865,57.16639744570278,11.343750600375751,-20.861389882305925,8.30638561130255,10.59160727085708,4.067971924160433,8.347730344871216,2.3994422987888053,296.85378718488755,25.234858799683803,0.5477784540474742,,,,,,0.5,
full,cvy,12,cymyy,cvyvv,CMY+OVG,1,DSC_4561cvy.tif,0.2,0.6,0.2,0.2,0.2,,0.5,0.5196152422706631,0.5137254901960785,0.5364705882352941,0.7725490196078432,58.68636568916514,12.159224736436213,-31.91840896340963,6.0,5.0,5.0,2593.0,12362.0,5205.0,2646.0,2593.0,2646.0,1.0,0.65,0.65,8.0,98.0,10.608489119019854,53.0,0.0200302343159486,0.5490196347236633,0.49803921580314636,0.7137255072593689,55.832810129277945,16.696373548776233,-27.638261521693508,55.894493098927015,16.25090635987357,-25.954951376538972,6.0146297861379425,6.859166188503574,3.5173757051358723,7.997009150423222,2.236122255353765,301.13632558149686,32.289973515346816,0.5477784540474742,,,,,,0.6,
full,cvy,13,cymyyy,cvyvvv,CMY+OVG,1,DSC_4561cvy.tif,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,0.5,0.5773502691896257,0.5026143790849674,0.5039215686274511,0.8104575163398694,56.74157540504528,18.875139200358827,-40.43772005409711,6.0,5.0,5.0,4183.0,17065.0,7276.0,4268.0,4183.0,4268.0,1.0,0.65,0.65,8.0,98.0,10.618727642482908,85.0,0.019915651358950327,0.5411764979362488,0.47843137383461,0.729411780834198,54.71862279724219,20.22199861970442,-32.53735771865966,54.70350289970007,19.584754005265207,-30.348353039511142,5.54620861808315,8.265717910750158,3.4530627924364854,8.080649322358035,2.3390618946720765,301.8609903302421,38.30938364796997,0.5477784540474742,,,,,,0.6666666666666666,
full,cvy,14,cyyyyy,cvvvvv,CMY+OVG,1,DSC_4561cvy.tif,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.0,,0.4166666666666667,0.7216878364870322,0.4104575163398693,0.41503267973856217,0.977124183006536,51.9554756004721,39.95098139301578,-72.01077903677114,6.0,5.0,5.0,1609.0,8840.0,3744.0,1642.0,1609.0,1642.0,1.0,0.65,0.65,8.0,98.0,6.888286415413973,33.0,0.020097442143727162,0.529411792755127,0.4627451002597809,0.7882353067398071,54.47837916835074,25.565420538665062,-40.6039898779123,54.17192064775367,24.928598813911684,-40.692899695647384,10.155921687885607,34.63662525096889,1.9578583292471936,3.9142585547276614,1.28113370585319,302.1956787923844,47.982024981490746,0.5477784540474742,,,,,,0.8333333333333334,
full,cvy,15,cyyyy,cvvvv,CMY+OVG,1,DSC_4561cvy.tif,0.2,0.8,0.0,0.2,0.0,,0.4,0.6928203230275509,0.4031372549019608,0.4298039215686275,0.9725490196078432,52.6336143349329,37.02149791197279,-70.26885899612341,6.0,5.0,5.0,246.0,3905.0,1653.0,252.0,246.0,252.0,1.0,0.65,0.65,8.0,98.0,3.7666525207779826,6.0,0.023809523809523808,0.5254902243614197,0.4588235318660736,0.7882353067398071,54.05140586116116,25.609304658564756,-41.45076835163317,53.62802390950969,25.342135406507882,-41.582042230727545,9.554377503734626,31.027900928987002,2.214343726763273,3.413519469057418,0.9090384647801947,301.70879270360166,48.72373838321461,0.5477784540474742,,,,,,0.8,
full,cvy,16,cyyy,cvvv,CMY+OVG,1,DSC_4561cvy.tif,0.25,0.75,0.0,0.25,0.0,,0.375,0.649519052838329,0.39215686274509803,0.45196078431372555,0.9656862745098039,53.70174887928475,32.57975215233,-67.57713568042698,6.0,5.0,5.0,724.0,5631.0,2416.0,739.0,724.0,739.0,1.0,0.65,0.65,8.0,98.0,5.862838224258577,15.0,0.02029769959404601,0.5098039507865906,0.46666666865348816,0.7882353067398071,54.26763393764565,23.759406242257697,-40.997826818595165,54.17708509044018,23.68097647595216,-40.974507904260435,9.283693811584019,28.010326443032692,2.0261989528667703,3.5987236890341676,1.0813911599007109,300.09351132005753,47.384925755266885,0.5477784540474742,,,,,,0.75,
