image,target_name,preset,corners,max_analysis_dim,crop,no_auto_crop,auto_crop_pad,applied_crop,analysis_scale,analysis_command
image_analysis/inputs/example_gamut.png,full_example_manual,normal,"C:20.1,2024.8;M:2375.4,2060.9;Y:1239.9,30.8",2400,"89,95,6210,5373",False,35,"[89, 95, 6210, 5373]",0.39209279529488644,"PYTHONPATH=software/src/layerloom python image_analysis/analyze_printed_gamut.py --image image_analysis/inputs/example_gamut.png --target-name full_example_manual --preset normal --crop 89,95,6210,5373 --corners 'C:20.1,2024.8;M:2375.4,2060.9;Y:1239.9,30.8' --sample-core-fraction 0.65 --max-analysis-dim 2400"
