image,target_name,preset,corners,max_analysis_dim,crop,no_auto_crop,auto_crop_pad,applied_crop,analysis_scale,analysis_command
image_analysis/inputs/simple_example.png,simple_example_manual,simple,"C:33.9,2053.2;M:2380.6,2041.1;Y:1109.2,52.3",2400,"126,150,2768,2444",False,35,"[126, 150, 2768, 2444]",0.9084027252081757,"PYTHONPATH=software/src/layerloom python image_analysis/analyze_printed_gamut.py --image image_analysis/inputs/simple_example.png --target-name simple_example_manual --preset simple --crop 126,150,2768,2444 --corners 'C:33.9,2053.2;M:2380.6,2041.1;Y:1109.2,52.3' --sample-core-fraction 0.65 --max-analysis-dim 2400"
