symmetry_strategy,symmetry_key,replicate_count,symmetry_classes,panel_names,sub_gamut_names,region_indices,labels,stack_tokens,fC_median,fM_median,fY_median,measured_L,measured_a,measured_b,measured_R,measured_G,measured_B,measured_hex,replicate_deltaE00_median,replicate_deltaE00_p90,replicate_deltaE00_max,example_global_label
global_local_symmetry,mix_0.000000_0.000000_1.000000,72,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,48.934468551527885,6.923417166586566,-4.564339209501411,0.711764735,0.41372549000000003,0.43137255,#b6696e,26.968973446306364,49.867959996811365,51.04449933554621,panel_01_up_left__corner_1::gamut_006_y
global_local_symmetry,mix_0.000000_0.200000_0.800000,144,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,45.92820464066776,16.138928286856746,-5.336232070044083,0.46176470000000003,0.37745099,0.41568628,#76606a,28.08314023161877,51.33992471163294,58.498766794493214,panel_01_up_left__corner_1::gamut_005_yymyy
global_local_symmetry,mix_0.000000_0.250000_0.750000,144,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,46.38577722300462,19.605562190788127,-0.08575705224600495,0.42352942,0.36274511,0.386274515,#6c5d63,28.601630733171888,51.26625508811311,58.488145668484144,panel_01_up_left__corner_1::gamut_004_ymyy
global_local_symmetry,mix_0.000000_0.333333_0.666667,144,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,47.20813169821364,21.372930319515312,12.507341810369956,0.374509815,0.35882353499999997,0.34509805,#605c58,30.189342519286996,47.15500873284588,55.32420147394457,panel_01_up_left__corner_1::gamut_003_myy
global_local_symmetry,mix_0.000000_0.400000_0.600000,144,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,48.234781085765114,19.144235448969578,13.394987005194373,0.374509815,0.35686275,0.3254902,#605b53,30.300976547822835,44.95108778265595,52.250510260616856,panel_01_up_left__corner_1::gamut_002_mymyy
global_local_symmetry,mix_0.000000_0.500000_0.500000,72,,panel_01_up_left;panel_02_down;panel_03_up;panel_04_down;panel_05_up;panel_06_down_right,corner_1;corner_2;corner_3;center,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,48.56822787106418,19.310193067500492,16.978661629767203,0.376470595,0.35882353499999997,0.30392158,#605c4e,31.844334002250864,43.99469004067875,51.06706978595055,panel_01_up_left__corner_1::gamut_001_my
