symmetry_strategy,symmetry_key,replicate_count,symmetry_classes,panel_names,sub_gamut_names,region_indices,labels,stack_tokens,fC_median,fM_median,fY_median,measured_L,measured_a,measured_b,measured_R,measured_G,measured_B,measured_hex,replicate_deltaE00_median,replicate_deltaE00_p90,replicate_deltaE00_max,example_global_label
panel_local_symmetry,panel_05_up|corner_3|mix_0.000000_0.250000_0.750000,6,,panel_05_up,corner_3,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,27.490491257931204,30.535103747619416,-36.0505515155393,0.268627465,0.145098045,0.41176471000000003,#452569,8.93586945607314,14.42638087235569,15.061119189518775,panel_05_up__corner_3::gamut_004_ymyy
panel_local_symmetry,panel_05_up|corner_3|mix_0.000000_0.333333_0.666667,6,,panel_05_up,corner_3,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.013449271725513,30.650871378204688,-36.01110857968546,0.29215688,0.154901965,0.4254902,#4b286d,6.613292309623105,10.433328450166865,10.61082026004266,panel_05_up__corner_3::gamut_003_myy
panel_local_symmetry,panel_05_up|corner_3|mix_0.000000_0.400000_0.600000,6,,panel_05_up,corner_3,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,24.27801125212239,29.07298672822534,-36.775453953097156,0.296078445,0.162745105,0.44215686,#4c2a71,6.163024965516471,7.732048589814923,7.999233509877998,panel_05_up__corner_3::gamut_002_mymyy
panel_local_symmetry,panel_05_up|corner_3|mix_0.000000_0.500000_0.500000,3,,panel_05_up,corner_3,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,22.07363678817154,27.35530701270339,-36.870588505367394,0.30588236,0.15686275,0.45882353,#4e2875,5.078735036050395,6.563111348811067,6.934205427001236,panel_05_up__corner_3::gamut_001_my
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.000000_1.000000,3,,panel_06_down_right,center,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,53.6498767027381,8.747469315007915,-12.501955838532709,0.827451,0.42352942,0.5921569,#d36c97,23.793349969757845,46.349585760883556,51.988644708664985,panel_06_down_right__center::gamut_006_y
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.200000_0.800000,6,,panel_06_down_right,center,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,51.997072890531506,17.847834561650316,0.5758138831242485,0.550980405,0.43137255500000005,0.48333333,#8d6e7b,29.429774321966566,47.6484838307685,48.601549015708464,panel_06_down_right__center::gamut_005_yymyy
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.250000_0.750000,6,,panel_06_down_right,center,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,52.224108646312324,21.524947448123584,6.810004255632474,0.498039235,0.443137275,0.44509804,#7f7172,27.62759733319082,46.353445765694545,48.642400746874884,panel_06_down_right__center::gamut_004_ymyy
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.333333_0.666667,6,,panel_06_down_right,center,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,52.49188104438226,26.722872402597105,17.200732182076592,0.417647085,0.40784315,0.37843138,#6b6861,31.026703433946167,48.175115829600685,49.27483821678471,panel_06_down_right__center::gamut_003_myy
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.400000_0.600000,6,,panel_06_down_right,center,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,52.0731085062762,28.319621334786213,22.116295599180397,0.40784314,0.386274515,0.33921569,#686357,33.41116489590558,48.73540985287667,49.23843720558655,panel_06_down_right__center::gamut_002_mymyy
panel_local_symmetry,panel_06_down_right|center|mix_0.000000_0.500000_0.500000,3,,panel_06_down_right,center,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,51.49181069041544,28.55624780842042,30.82352663492357,0.39607844,0.36862746,0.28235295,#655e48,37.72151819130873,45.73431995991607,47.73752040206791,panel_06_down_right__center::gamut_001_my
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.000000_1.000000,3,,panel_06_down_right,corner_1,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,50.79695623111952,-0.745365720712779,1.593427693713079,0.8117647,0.2509804,0.08627451,#cf4016,32.8305227157729,37.08803891151726,38.15241796045335,panel_06_down_right__corner_1::gamut_006_y
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.200000_0.800000,6,,panel_06_down_right,corner_1,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,38.35506424601709,11.594484591546593,5.5829361317239385,0.41862747499999997,0.29607844,0.20588235500000002,#6b4c35,24.8269007306508,30.576459709915518,31.1193612547073,panel_06_down_right__corner_1::gamut_005_yymyy
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.250000_0.750000,6,,panel_06_down_right,corner_1,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,30.873328768932762,14.260005494457495,8.918565357156911,0.33039216000000005,0.26176471,0.19901961499999998,#544333,26.025670143991903,30.89098940966727,31.48962821318353,panel_06_down_right__corner_1::gamut_004_ymyy
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.333333_0.666667,6,,panel_06_down_right,corner_1,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.913062400997724,13.704304793393781,12.418008667810307,0.26470588500000003,0.227450985,0.22352942,#443a39,26.70214135649806,28.057089866758798,28.066572605787446,panel_06_down_right__corner_1::gamut_003_myy
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.400000_0.600000,6,,panel_06_down_right,corner_1,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,21.34948342691006,12.316332014212954,12.166830767543253,0.23333334,0.20294118,0.233333335,#3c343c,25.195636409538267,29.14769780356727,29.351451087007245,panel_06_down_right__corner_1::gamut_002_mymyy
panel_local_symmetry,panel_06_down_right|corner_1|mix_0.000000_0.500000_0.500000,3,,panel_06_down_right,corner_1,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,19.25325170909925,9.821789005194702,13.81459032718178,0.20392157,0.19607843,0.21568628,#343237,22.54132273809853,28.77107452392913,30.32851247038678,panel_06_down_right__corner_1::gamut_001_my
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.000000_1.000000,3,,panel_06_down_right,corner_2,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,48.86303731369402,-1.216337714404117,0.3684223590374513,0.16078432,0.4627451,0.09019608,#297617,30.971657575785922,39.16805051066978,41.21714874439074,panel_06_down_right__corner_2::gamut_006_y
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.200000_0.800000,6,,panel_06_down_right,corner_2,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,41.56781160396221,-10.736777501341173,0.028218330779224088,0.21568627499999998,0.4009804,0.20098039499999998,#376633,21.582134676176352,30.80183753000189,36.342722397284085,panel_06_down_right__corner_2::gamut_005_yymyy
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.250000_0.750000,6,,panel_06_down_right,corner_2,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,37.820966057695514,-10.724552674261728,3.0736517821951415,0.219607845,0.363725495,0.209803925,#385d36,19.84608278547165,28.859859987625484,35.94611065321563,panel_06_down_right__corner_2::gamut_004_ymyy
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.333333_0.666667,6,,panel_06_down_right,corner_2,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,31.91123344031993,-10.51660539435989,11.094971452648542,0.21764706,0.30686276,0.2254902,#384e3a,22.42808414931455,31.545510786210684,37.289973901736715,panel_06_down_right__corner_2::gamut_003_myy
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.400000_0.600000,6,,panel_06_down_right,corner_2,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,25.815892196935064,-9.823236463016986,11.211979797995504,0.20588235500000002,0.254901965,0.25294118,#354141,20.549386365517982,36.76047268521561,41.13751402604716,panel_06_down_right__corner_2::gamut_002_mymyy
panel_local_symmetry,panel_06_down_right|corner_2|mix_0.000000_0.500000_0.500000,3,,panel_06_down_right,corner_2,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,22.82750016582732,-10.533566091641354,11.792094296848068,0.1764706,0.22745098,0.22352941,#2d3a39,18.88792831605103,34.71112404234089,38.66692297391336,panel_06_down_right__corner_2::gamut_001_my
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.000000_1.000000,3,,panel_06_down_right,corner_3,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,46.2886246276498,7.480648634286435,-13.624729989485452,0.11372549,0.28627452,0.5921569,#1d4997,23.926357890822693,30.383270390796174,31.997498515789545,panel_06_down_right__corner_3::gamut_006_y
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.200000_0.800000,6,,panel_06_down_right,corner_3,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,36.827963913230064,10.149443018022813,-20.768834786309938,0.21764707,0.30000002000000003,0.473529415,#384d79,17.125932233760828,21.16106906415451,22.232408541415406,panel_06_down_right__corner_3::gamut_005_yymyy
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.250000_0.750000,6,,panel_06_down_right,corner_3,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,33.38641408344232,11.961483488953705,-18.58963768185178,0.2509804,0.27549020999999996,0.42549020000000004,#40466d,15.442134910859048,18.54601670029987,19.766177826421284,panel_06_down_right__corner_3::gamut_004_ymyy
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.333333_0.666667,6,,panel_06_down_right,corner_3,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,27.1247556267637,14.123151988028244,-15.850336152361162,0.268627455,0.23039216,0.34607844,#453b58,15.186857436191055,17.387893424132137,17.85889145399405,panel_06_down_right__corner_3::gamut_003_myy
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.400000_0.600000,6,,panel_06_down_right,corner_3,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,24.80331353227012,12.672481846166546,-13.47464211381659,0.26764707,0.21470588000000002,0.311764715,#443750,14.031866539797658,18.562099276360502,18.65256842875087,panel_06_down_right__corner_3::gamut_002_mymyy
panel_local_symmetry,panel_06_down_right|corner_3|mix_0.000000_0.500000_0.500000,3,,panel_06_down_right,corner_3,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,21.107931317369143,10.094618528797714,-10.32448707570136,0.23529412,0.1882353,0.24705882,#3c303f,14.950381758390662,20.189790191174463,21.499642299370414,panel_06_down_right__corner_3::gamut_001_my
