symmetry_strategy,symmetry_key,replicate_count,symmetry_classes,panel_names,sub_gamut_names,region_indices,labels,stack_tokens,fC_median,fM_median,fY_median,measured_L,measured_a,measured_b,measured_R,measured_G,measured_B,measured_hex,replicate_deltaE00_median,replicate_deltaE00_p90,replicate_deltaE00_max,example_global_label
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.000000_1.000000,3,,panel_01_up_left,center,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,50.81642765662762,10.193720170851906,-13.462658985975562,0.7882353,0.4,0.5686275,#c96691,23.346141012489664,49.90145896058126,56.540288447604155,panel_01_up_left__center::gamut_006_y
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.200000_0.800000,6,,panel_01_up_left,center,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,50.495343314599296,17.04431691187071,-0.11668312315212814,0.5627451299999999,0.41960784500000003,0.474509805,#906b79,32.59184224007098,48.72568071885695,51.30147107798933,panel_01_up_left__center::gamut_005_yymyy
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.250000_0.750000,6,,panel_01_up_left,center,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,53.03785277617533,21.08241470194215,5.30156166498006,0.521568635,0.45098041,0.464705885,#857377,30.222446755145974,47.763039704873265,51.370740548253856,panel_01_up_left__center::gamut_004_ymyy
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.333333_0.666667,6,,panel_01_up_left,center,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,55.40852561195912,26.33092818049669,15.986323881530561,0.44705885,0.476470605,0.41372549000000003,#727a69,31.93041034011899,49.6720792287319,51.49734837983909,panel_01_up_left__center::gamut_003_myy
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.400000_0.600000,6,,panel_01_up_left,center,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,57.66043075054072,29.736876482392624,21.782146611521377,0.43725490499999997,0.474509825,0.39411765,#707965,35.47943478612789,51.48121598849623,52.51019039113215,panel_01_up_left__center::gamut_002_mymyy
panel_local_symmetry,panel_01_up_left|center|mix_0.000000_0.500000_0.500000,3,,panel_01_up_left,center,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,60.78409988708596,31.3098330217316,30.510280477065383,0.43529412,0.4627451,0.37254903,#6f765f,40.867234514649006,49.42746631729328,51.56752426795435,panel_01_up_left__center::gamut_001_my
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.000000_1.000000,3,,panel_01_up_left,corner_1,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,44.7673883560852,-12.789278902652246,30.57535054727476,0.101960786,0.4509804,0.1764706,#1a732d,38.968955436169225,48.730426956014384,51.17079483597568,panel_01_up_left__corner_1::gamut_006_y
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.200000_0.800000,6,,panel_01_up_left,corner_1,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,47.25988238667338,-38.87764576997125,31.954092550921324,0.12156863,0.49607844,0.209803925,#1f7f36,25.1283737967102,31.16711671359223,35.84031485094067,panel_01_up_left__corner_1::gamut_005_yymyy
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.250000_0.750000,6,,panel_01_up_left,corner_1,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,48.812137081222716,-38.90508948782104,31.040860578783366,0.13137255,0.515686305,0.248039215,#22843f,18.77631427169105,26.114544525180968,29.437105600026975,panel_01_up_left__corner_1::gamut_004_ymyy
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.333333_0.666667,6,,panel_01_up_left,corner_1,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,51.45444845698308,-39.092062577569976,29.850506029636175,0.1627451,0.54705885,0.280392175,#2a8c48,12.151531189005244,19.8335741680132,22.408201850245458,panel_01_up_left__corner_1::gamut_003_myy
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.400000_0.600000,6,,panel_01_up_left,corner_1,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,54.1647825744183,-39.76861428086804,29.047781842011624,0.19019608500000001,0.5784313999999999,0.30196080000000003,#31944d,9.968087707916268,16.672932057665193,19.79251206933141,panel_01_up_left__corner_1::gamut_002_mymyy
panel_local_symmetry,panel_01_up_left|corner_1|mix_0.000000_0.500000_0.500000,3,,panel_01_up_left,corner_1,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,56.718750473583526,-41.36772292460067,32.39266404472271,0.2,0.6,0.29803923,#33994c,7.305332676956906,15.206582424463667,17.181894861340357,panel_01_up_left__corner_1::gamut_001_my
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.000000_1.000000,3,,panel_01_up_left,corner_2,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,49.00589978936175,-12.45141241170733,31.656872959207085,0.7764706,0.5254902,0.22745098,#c6863a,35.167000581300556,51.65211090907454,55.77338849101803,panel_01_up_left__corner_2::gamut_006_y
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.200000_0.800000,6,,panel_01_up_left,corner_2,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,54.096938442214004,-4.820641427124226,30.048367103756938,0.55196085,0.49019609999999997,0.2509804,#8d7d40,24.62832413740629,43.229036643830646,44.43215238395323,panel_01_up_left__corner_2::gamut_005_yymyy
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.250000_0.750000,6,,panel_01_up_left,corner_2,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,56.21541783101279,1.215833752878554,29.70040776113252,0.492156865,0.48039218,0.27450980999999997,#7e7b46,27.968603407337124,36.81869292537723,39.15848507393183,panel_01_up_left__corner_2::gamut_004_ymyy
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.333333_0.666667,6,,panel_01_up_left,corner_2,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,58.61962091559042,5.5171711206733764,29.833756532498064,0.41176471000000003,0.4637255,0.30588236,#69764e,30.479681228409145,33.439673683631185,34.92080828962586,panel_01_up_left__corner_2::gamut_003_myy
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.400000_0.600000,6,,panel_01_up_left,corner_2,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,59.47613346434157,4.980797461345679,28.7000628797584,0.377450985,0.452941175,0.32549021499999997,#607353,29.55767752285064,31.614743588797808,32.020815387669764,panel_01_up_left__corner_2::gamut_002_mymyy
panel_local_symmetry,panel_01_up_left|corner_2|mix_0.000000_0.500000_0.500000,3,,panel_01_up_left,corner_2,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,58.7641824060006,3.722094680174232,30.33532655355953,0.37254903,0.44705883,0.31764707,#5f7251,27.266676180537495,29.718848622065508,30.331891732447513,panel_01_up_left__corner_2::gamut_001_my
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.000000_1.000000,3,,panel_01_up_left,corner_3,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,44.297372303638426,9.12508450538957,-13.261407691059125,0.09019608,0.4117647,0.5529412,#17698d,22.090966640140202,33.10239452127269,35.85525149155581,panel_01_up_left__corner_3::gamut_006_y
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.200000_0.800000,6,,panel_01_up_left,corner_3,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,40.395103330227045,1.2467521547730591,-15.25897267228627,0.192156865,0.3137255,0.4872549,#31507c,22.921401541347663,30.026526396273738,31.203792402761746,panel_01_up_left__corner_3::gamut_005_yymyy
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.250000_0.750000,6,,panel_01_up_left,corner_3,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,40.47117788754443,2.0525574213442876,-10.618344414793565,0.22941177499999998,0.30784315,0.44803921999999996,#3b4f72,20.255789397856905,27.378366638507867,29.178806134023766,panel_01_up_left__corner_3::gamut_004_ymyy
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.333333_0.666667,6,,panel_01_up_left,corner_3,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,39.14687056833225,6.636820010904418,-4.735559245814697,0.27941177,0.30000001499999995,0.4019608,#474d67,21.84253934272024,33.59920920821803,34.12924860744452,panel_01_up_left__corner_3::gamut_003_myy
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.400000_0.600000,6,,panel_01_up_left,corner_3,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,38.51749664958731,6.555442517660811,-1.8499037851003597,0.31960785999999997,0.30000001499999995,0.38627452500000004,#524d63,20.272439494881286,38.059398386322854,38.203020475177865,panel_01_up_left__corner_3::gamut_002_mymyy
panel_local_symmetry,panel_01_up_left|corner_3|mix_0.000000_0.500000_0.500000,3,,panel_01_up_left,corner_3,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,37.08970422869168,6.760167711446746,2.527396593263598,0.34901962,0.28627452,0.38039216,#594961,22.79138307552569,32.76099987431789,35.25340407401594,panel_01_up_left__corner_3::gamut_001_my
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.000000_1.000000,3,,panel_02_down,center,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,49.80865803888423,6.796429702896568,-3.913563306372403,0.6901961,0.47058824,0.41960785,#b0786b,26.440031139551667,40.284496334145764,43.745612632794284,panel_02_down__center::gamut_006_y
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.200000_0.800000,6,,panel_02_down,center,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,48.44962022190541,22.01075339509537,3.6295909635740142,0.41960785,0.3882353,0.40196079,#6b6367,26.013189100684762,48.694025236178135,49.51661908140102,panel_02_down__center::gamut_005_yymyy
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.250000_0.750000,6,,panel_02_down,center,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,49.22856617038825,25.09834372245226,10.19592499969935,0.39215687,0.37058824,0.39215687,#645f64,27.413761270629898,47.20167523768674,48.43147754469074,panel_02_down__center::gamut_004_ymyy
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.333333_0.666667,6,,panel_02_down,center,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,49.887725712520904,27.286316022911613,19.633061595751297,0.370588245,0.35588235999999995,0.339215695,#5f5b57,32.46632180697836,47.978678133838,48.328132875517525,panel_02_down__center::gamut_003_myy
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.400000_0.600000,6,,panel_02_down,center,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,50.308734468398825,27.846192971839095,26.057776897893856,0.372549025,0.360784315,0.30588236999999996,#5f5c4e,35.84327778884243,47.69045200238749,47.704894656615124,panel_02_down__center::gamut_002_mymyy
panel_local_symmetry,panel_02_down|center|mix_0.000000_0.500000_0.500000,3,,panel_02_down,center,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,50.16629338649544,27.72125206092041,33.170829518971686,0.37254903,0.35686275,0.2627451,#5f5b43,39.080433101102585,45.20224224876095,46.73269453567555,panel_02_down__center::gamut_001_my
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.000000_1.000000,3,,panel_02_down,corner_1,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,77.92217527050029,-1.4226788177794103,3.948101601395271,0.83137256,0.7647059,0.8039216,#d4c3cd,25.93397453842576,36.00447893019911,38.522105028142455,panel_02_down__corner_1::gamut_006_y
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.200000_0.800000,6,,panel_02_down,corner_1,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,60.2948092646447,-10.878640895502198,17.70168025973357,0.40196079,0.6098039500000001,0.50196079,#679c80,24.747866925750998,37.66187560322146,42.70515456113767,panel_02_down__corner_1::gamut_005_yymyy
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.250000_0.750000,6,,panel_02_down,corner_1,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,59.18913209942106,-11.276473464265386,20.23586373142878,0.36078432,0.59803925,0.44313727999999997,#5c9971,23.683014163644696,40.27386428346898,44.02201753698974,panel_02_down__corner_1::gamut_004_ymyy
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.333333_0.666667,6,,panel_02_down,corner_1,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,58.09993814491553,-12.222943971614914,22.4553391333036,0.296078445,0.58039218,0.36078431499999997,#4c945c,24.47047699448877,42.862915691134866,44.993396096333534,panel_02_down__corner_1::gamut_003_myy
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.400000_0.600000,6,,panel_02_down,corner_1,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,57.48118761825171,-12.300919579872602,23.527537626367476,0.2647059,0.57058825,0.331372555,#449255,24.666429734081156,43.54630553175147,44.90107991760861,panel_02_down__corner_1::gamut_002_mymyy
panel_local_symmetry,panel_02_down|corner_1|mix_0.000000_0.500000_0.500000,3,,panel_02_down,corner_1,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,57.07189406616215,-12.446277325577238,24.93477542146283,0.22352941,0.5568628,0.3137255,#398e50,25.06970118945108,40.85539095895662,44.801813401333,panel_02_down__corner_1::gamut_001_my
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.000000_1.000000,3,,panel_02_down,corner_2,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,78.53843189424406,-1.393314767774212,2.7876894684507825,0.84705883,0.76862746,0.43137255,#d8c46e,26.69967285612025,39.96405379876256,43.28014903442314,panel_02_down__corner_2::gamut_006_y
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.200000_0.800000,6,,panel_02_down,corner_2,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,61.00384332848172,27.360164609959824,29.98276804690441,0.781372585,0.50392158,0.41764707,#c7816b,28.35035680324469,37.64740809977724,38.62437419275759,panel_02_down__corner_2::gamut_005_yymyy
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.250000_0.750000,6,,panel_02_down,corner_2,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,57.562485852448404,31.622637483144437,30.26745967949319,0.7627451199999999,0.45490196,0.37843138,#c37461,26.57950622845135,41.648284730875616,42.69177154494882,panel_02_down__corner_2::gamut_004_ymyy
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.333333_0.666667,6,,panel_02_down,corner_2,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,53.16312326845512,35.9069308906891,29.323252162413322,0.7392156999999999,0.39411765499999996,0.29411766500000003,#bd654b,24.02834408447304,46.725394588735675,48.3714302726336,panel_02_down__corner_2::gamut_003_myy
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.400000_0.600000,6,,panel_02_down,corner_2,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,51.37547311345975,36.070437597917824,29.341663276721995,0.7303921499999999,0.366666675,0.26666668,#ba5e44,23.838341914345143,47.681136575897774,48.37503387798865,panel_02_down__corner_2::gamut_002_mymyy
panel_local_symmetry,panel_02_down|corner_2|mix_0.000000_0.500000_0.500000,3,,panel_02_down,corner_2,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,47.69617828376492,36.53600555078496,30.722752218460016,0.7058824,0.33333334,0.2509804,#b45540,24.433744840964977,44.25530462152385,49.21069456666356,panel_02_down__corner_2::gamut_001_my
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.000000_1.000000,3,,panel_02_down,corner_3,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,50.73817921693134,5.656483079613084,-5.105670812201796,0.69411767,0.48235294,0.8117647,#b17bcf,25.924082937938984,29.502398432331443,30.396977305929557,panel_02_down__corner_3::gamut_006_y
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.200000_0.800000,6,,panel_02_down,corner_3,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,48.24984383735616,26.20308776717507,-23.731433091761303,0.47254904,0.40196078999999996,0.641176475,#7967a4,16.441061815496177,28.034270683835167,28.501418980885656,panel_02_down__corner_3::gamut_005_yymyy
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.250000_0.750000,6,,panel_02_down,corner_3,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,48.778469194785316,30.573150308246273,-26.91626510699843,0.435294125,0.36078432000000005,0.60882355,#6f5c9b,15.336203163419247,28.372749551013918,28.787009419544706,panel_02_down__corner_3::gamut_004_ymyy
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.333333_0.666667,6,,panel_02_down,corner_3,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,49.48548182504216,30.428077550274477,-30.82291764175927,0.400000005,0.32549020500000003,0.576470625,#665393,14.878880750199556,26.633638817929597,26.757170775403857,panel_02_down__corner_3::gamut_003_myy
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.400000_0.600000,6,,panel_02_down,corner_3,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,49.34881330328059,30.63844544523237,-33.21118435082136,0.39607844000000003,0.30784315,0.56274512,#654f90,15.220403035237652,26.024575162671646,26.13511549080681,panel_02_down__corner_3::gamut_002_mymyy
panel_local_symmetry,panel_02_down|corner_3|mix_0.000000_0.500000_0.500000,3,,panel_02_down,corner_3,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,49.642499543995726,31.765938952054512,-33.30770742956084,0.39607844,0.30980393,0.5411765,#654f8a,14.769219866332781,24.491498737176716,26.9220684548877,panel_02_down__corner_3::gamut_001_my
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.000000_1.000000,3,,panel_03_up,center,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,46.92424442441332,9.744587068709563,-9.642948414652365,0.7411765,0.3882353,0.5058824,#bd6381,24.169161812839118,46.231846804571745,51.7475180525049,panel_03_up__center::gamut_006_y
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.200000_0.800000,6,,panel_03_up,center,5;7;15;17;25;27,gamut_005_yymyy;gamut_007_yycyy;gamut_015_ccycc;gamut_017_ccmcc;gamut_025_mmcmm;gamut_027_mmymm,yymyy;yycyy;ccycc;ccmcc;mmcmm;mmymm,0.2,0.2,0.2,47.41237591294578,18.97191092943169,1.1622082946440733,0.48431373999999994,0.390196085,0.43725490499999997,#7c6470,29.675443462299675,48.121053470787345,49.467060642602675,panel_03_up__center::gamut_005_yymyy
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.250000_0.750000,6,,panel_03_up,center,4;8;14;18;24;28,gamut_004_ymyy;gamut_008_ycyy;gamut_014_ccyc;gamut_018_ccmc;gamut_024_mcmm;gamut_028_mmym,ymyy;ycyy;ccyc;ccmc;mcmm;mmym,0.25,0.25,0.25,48.45426877132056,22.07588983031311,7.543449962808258,0.43921569,0.40588235500000003,0.40392157500000003,#706867,27.457472453717305,46.63618264318883,49.020569735411364,panel_03_up__center::gamut_004_ymyy
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.333333_0.666667,6,,panel_03_up,center,3;9;13;19;23;29,gamut_003_myy;gamut_009_cyy;gamut_013_ccy;gamut_019_ccm;gamut_023_cmm;gamut_029_mmy,myy;cyy;ccy;ccm;cmm;mmy,0.3333333333333333,0.3333333333333333,0.3333333333333333,49.5998807583819,26.930041718806574,17.055637570225663,0.38431373,0.390196085,0.351960795,#62645a,30.692028504853656,48.50848302792289,49.85358764960248,panel_03_up__center::gamut_003_myy
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.400000_0.600000,6,,panel_03_up,center,2;10;12;20;22;30,gamut_002_mymyy;gamut_010_cycyy;gamut_012_ccycy;gamut_020_ccmcm;gamut_022_cmcmm;gamut_030_mmymy,mymyy;cycyy;ccycy;ccmcm;cmcmm;mmymy,0.4,0.4,0.4,50.50176582604887,28.461587628136968,21.806512031707552,0.38431373,0.38431373,0.3254902,#626253,33.263113885344296,49.1651067066568,49.935325516557334,panel_03_up__center::gamut_002_mymyy
panel_local_symmetry,panel_03_up|center|mix_0.000000_0.500000_0.500000,3,,panel_03_up,center,1;11;21,gamut_001_my;gamut_011_cy;gamut_021_cm,my;cy;cm,0.5,0.5,0.5,51.72510355460841,28.72446918610069,30.37858585388493,0.38431373,0.3764706,0.2901961,#62604a,37.86551350541696,46.16861526520579,48.244390705152995,panel_03_up__center::gamut_001_my
panel_local_symmetry,panel_03_up|corner_1|mix_0.000000_0.000000_1.000000,3,,panel_03_up,corner_1,6;16;26,gamut_006_y;gamut_016_c;gamut_026_m,y;c;m,0.0,0.0,0.0,58.97179271350876,8.015901712005835,62.26434338001208,0.84313726,0.40392157,0.101960786,#d7671a,24.272161531850642,48.819249645449666,54.95602167384942,panel_03_up__corner_1::gamut_006_y
